argF	P06960	argF		b0273	JW0266	OTC2_ECOLI	Cytoplasm. 	Evidence at protein level	ATCase/OTCase family	Ornithine carbamoyltransferase chain F (EC 2.1.3.3) (OTCase-2)	GO:0016597; GO:0006526; GO:0004585; GO:0009348	Amino-acid biosynthesis; Arginine biosynthesis; Complete proteome; Cytoplasm; Direct protein sequencing; Transferase	334	=HYPERLINK("http://www.uniprot.org/uniprot/?query=argF&sort=score")
quuQ	P76161	quuQ	ydfT	b1559	JW1551	REQ2_ECOLI		Inferred from homology	Phage antitermination Q type 2 family	Antitermination protein Q homolog from lambdoid prophage Qin	GO:0003677; GO:0031072; GO:0006457; GO:0006350; GO:0031564; GO:0051082	Complete proteome; DNA-binding; Transcription; Transcription antitermination; Transcription regulation	250	=HYPERLINK("http://www.uniprot.org/uniprot/?query=quuQ&sort=score")
ydfU	P76162	ydfU		b1560	JW5909	YDFU_ECOLI		Predicted		Uncharacterized protein ydfU		Complete proteome	349	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ydfU&sort=score")
ydfV	P76163	ydfV		b1565	JW1557	YDFV_ECOLI		Predicted		Uncharacterized protein ydfV		Complete proteome	101	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ydfV&sort=score")
gnsB	P77695	gnsB	ydfY	b1550	JW5253	GNSB_ECOLI		Inferred from homology	Gns family	Protein gnsB		Complete proteome	57	=HYPERLINK("http://www.uniprot.org/uniprot/?query=gnsB&sort=score")
cspI	P0A986	cspI	cspJ	b1552	JW1544	CSPI_ECOLI	Cytoplasm. 	Inferred from homology		Cold shock-like protein cspI (CPS-I)	GO:0003677; GO:0005737; GO:0006355; GO:0006350	Activator; Complete proteome; Cytoplasm; DNA-binding; Transcription; Transcription regulation	70	=HYPERLINK("http://www.uniprot.org/uniprot/?query=cspI&sort=score")
yfdG	P77682	yfdG		b2350	JW2346	GTRA_ECOLI	Cell inner membrane; Multi-pass membrane protein. 	Evidence at protein level	GtrA family	Bactoprenol-linked glucose translocase homolog from prophage CPS-53	GO:0016021; GO:0005886; GO:0000271; GO:0006810	Cell inner membrane; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport	120	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfdG&sort=score")
yfdH	P77293	yfdH		b2351	JW2347	GTRB_ECOLI	Cell inner membrane; Multi-pass membrane protein. 	Evidence at protein level	Glycosyltransferase 2 family, GtrB subfamily	Bactoprenol glucosyl transferase homolog from prophage CPS-53 (EC 2.4.1.-)	GO:0016021; GO:0005886; GO:0005515; GO:0016757	Cell inner membrane; Cell membrane; Complete proteome; Glycosyltransferase; Membrane; Transferase; Transmembrane; Transmembrane helix	306	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfdH&sort=score")
yfdI	P76507	yfdI		b2352	JW5382	YFDI_ECOLI	Cell membrane; Multi-pass membrane protein. 	Predicted		Uncharacterized protein yfdI	GO:0016021; GO:0005886	Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix	443	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfdI&sort=score")
yfdK	P77656	yfdK		b2354	JW2350	YFDK_ECOLI		Predicted		Uncharacterized protein yfdK		Complete proteome	146	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfdK&sort=score")
yfdP	P76512	yfdP		b2359	JW2356	YFDP_ECOLI		Evidence at protein level		Uncharacterized protein yfdP	GO:0005515	Complete proteome	120	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfdP&sort=score")
yfdQ	P76513	yfdQ		b2360	JW2357	YFDQ_ECOLI		Predicted		Uncharacterized protein yfdQ		Complete proteome	274	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfdQ&sort=score")
yfdR	P76514	yfdR		b2361	JW2358	YFDR_ECOLI		Predicted		Uncharacterized protein yfdR	GO:0050897; GO:0008252	Complete proteome	178	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfdR&sort=score")
yfdS	P76515	yfdS		b2362	JW2359	YFDS_ECOLI		Predicted		Uncharacterized protein yfdS		Complete proteome	120	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfdS&sort=score")
yfdT	P76516	yfdT		b2363	JW5887	YFDT_ECOLI		Predicted		Uncharacterized protein yfdT		Complete proteome	101	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yfdT&sort=score")
intZ	P76542	intZ		b2442		INTZ_ECOLI		Inferred from homology	'phage' integrase family	Putative prophage CPZ-55 integrase	GO:0003677; GO:0015074; GO:0006310	Complete proteome; DNA integration; DNA recombination	402	=HYPERLINK("http://www.uniprot.org/uniprot/?query=intZ&sort=score")
yffL	P76543	yffL		b2443		YFFL_ECOLI		Predicted		Uncharacterized protein yffL		Complete proteome	213	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yffL&sort=score")
yffM	P76544	yffM		b2444		YFFM_ECOLI		Predicted		Uncharacterized protein yffM		Complete proteome	81	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yffM&sort=score")
yffN	P76545	yffN		b2445		YFFN_ECOLI		Predicted		Uncharacterized protein yffN		Complete proteome	122	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yffN&sort=score")
yffO	P76546	yffO		b2446		YFFO_ECOLI		Predicted		Uncharacterized protein yffO	GO:0003677	Complete proteome	138	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yffO&sort=score")
yffP	P76547	yffP		b2447		YFFP_ECOLI		Predicted		Uncharacterized protein yffP		Complete proteome	197	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yffP&sort=score")
yffQ	P76548	yffQ		b2448		YFFQ_ECOLI		Predicted		Uncharacterized protein yffQ		Complete proteome	125	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yffQ&sort=score")
yffR	P76549	yffR		b2449		YFFR_ECOLI		Predicted		Uncharacterized protein yffR		Complete proteome; Signal	130	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yffR&sort=score")
yffS	P76550	yffS		b2450		YFFS_ECOLI		Predicted		Uncharacterized protein yffS		Complete proteome	269	=HYPERLINK("http://www.uniprot.org/uniprot/?query=yffS&sort=score")
xisE	P75970	xisE	vxis ymfG	b1141	JW1127	VXIS_ECOLI		Predicted		Excisionase-like protein from lambdoid prophage 14	GO:0003677; GO:0006310; GO:0000166	Complete proteome; DNA recombination; DNA-binding	81	=HYPERLINK("http://www.uniprot.org/uniprot/?query=xisE&sort=score")
ymfI	P75972	ymfI		b1143	JW5168	YMFI_ECOLI		Predicted		Uncharacterized protein ymfI		Complete proteome	113	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ymfI&sort=score")
ymfJ	P75973	ymfJ		b1144	JW1130	YMFJ_ECOLI		Predicted		Uncharacterized protein ymfJ		Complete proteome	102	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ymfJ&sort=score")
ymfK	P75974	ymfK		b1145	JW1131	YMFK_ECOLI		Predicted		Putative lambdoid prophage e14 repressor protein C2	GO:0003677; GO:0045449; GO:0006350	Complete proteome; DNA-binding; Repressor; Transcription; Transcription regulation	224	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ymfK&sort=score")
ymfL	P75976	ymfL		b1147	JW1133	YMFL_ECOLI		Predicted		Uncharacterized protein ymfL		Complete proteome	185	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ymfL&sort=score")
ymfM	P75977	ymfM		b1148	JW1134	YMFM_ECOLI		Evidence at protein level		Uncharacterized protein ymfM	GO:0005515	Complete proteome	112	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ymfM&sort=score")
ymfQ	P75982	ymfQ		b1153	JW1139	YMFQ_ECOLI		Predicted		Uncharacterized protein ymfQ in lambdoid prophage e14 region		Complete proteome; Signal	194	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ymfQ&sort=score")
ykfF	P75677	ykfF		b0249	JW5023	YKFF_ECOLI		Evidence at protein level	UPF0401 family	UPF0401 protein ykfF		3D-structure; Complete proteome	79	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ykfF&sort=score")
ypjF	Q46953	ypjF		b2646	JW2627	YPJF_ECOLI		Predicted		Uncharacterized protein ypjF		Complete proteome	109	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ypjF&sort=score")
ypjJ	P58033	ypjJ		b4548	JW5421	YPJJ_ECOLI		Inferred from homology	YeeT/ykfH/ypjJ family	Uncharacterized protein ypjJ		Complete proteome	66	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ypjJ&sort=score")
ykfG	Q47685	ykfG		b0247	JW0236	YKFG_ECOLI		Evidence at protein level	UPF0758 family	UPF0758 protein ykfG	GO:0005515	Complete proteome	158	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ykfG&sort=score")
ykfH	Q9XB42	ykfH		b4504	JW5956	YKFH_ECOLI		Inferred from homology	YeeT/ykfH/ypjJ family	Uncharacterized protein ykfH		Complete proteome	73	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ykfH&sort=score")
ykfI	P77692	ykfI		b0245	JW0234	YKFI_ECOLI		Predicted		Uncharacterized protein ykfI		Complete proteome	113	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ykfI&sort=score")
ymfR	P75979	ymfR		b1150	JW1136	YMFR_ECOLI	Cell membrane; Multi-pass membrane protein. 	Predicted		Uncharacterized protein ymfR	GO:0016021; GO:0005886	Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix	60	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ymfR&sort=score")
ymfS	P09154	ymfS		b1155	JW5171	YMFS_ECOLI		Predicted		Uncharacterized protein ymfS		Complete proteome	137	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ymfS&sort=score")
ylcG	Q47272	ylcG		b4509	JW5076	YLCG_ECOLI		Evidence at protein level		Uncharacterized protein ylcG in lambdoid DLP12 prophage region		Complete proteome	46	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ylcG&sort=score")
ylcH	Q47268	ylcH		b4588		YLCH_ECOLI		Predicted		Uncharacterized protein ylcH in lambdoid DLP12 prophage region		Complete proteome	33	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ylcH&sort=score")
ypjK	P52134	ypjK		b2635	JW5888	YPJK_ECOLI		Predicted		Uncharacterized protein ypjK		Complete proteome; Signal	78	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ypjK&sort=score")
rzoD	P58041	rzoD		b4510	JW5080	RZOD_ECOLI	Cell outer membrane; Lipid-anchor. 	Inferred from homology		Outer membrane lipoprotein Rz1 from lambdoid prophage DLP12	GO:0009279; GO:0016998; GO:0019835; GO:0005886; GO:0019064	Cell membrane; Cell outer membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Phage lysis protein; Signal	60	=HYPERLINK("http://www.uniprot.org/uniprot/?query=rzoD&sort=score")
rzoR	P58042	rzoR		b4528	JW5213	RZOR_ECOLI	Cell outer membrane; Lipid-anchor. 	Inferred from homology		Outer membrane lipoprotein Rz1 from lambdoid prophage Rac	GO:0009279; GO:0016998; GO:0019835; GO:0005886; GO:0019064	Cell membrane; Cell outer membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Phage lysis protein; Signal	61	=HYPERLINK("http://www.uniprot.org/uniprot/?query=rzoR&sort=score")
ynfN	P76157	ynfN		b1551	JW5254	YNFN_ECOLI		Predicted		Uncharacterized protein ynfN		Complete proteome	51	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ynfN&sort=score")
torI	Q2EES9	torI		b4501	JW5387	TORI_ECOLI		Evidence at protein level	Phage alpA excisionase family	Response regulator inhibitor for tor operon (Tor inhibitor)	GO:0003677; GO:0006310; GO:0045449; GO:0006350	3D-structure; Complete proteome; DNA recombination; DNA-binding; Repressor; Transcription; Transcription regulation	66	=HYPERLINK("http://www.uniprot.org/uniprot/?query=torI&sort=score")
ymfT	P75975	ymfT		b1146	JW5169	YMFT_ECOLI		Predicted		Uncharacterized protein ymfT		Complete proteome	66	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ymfT&sort=score")
ynfO	Q2EES0	ynfO		b4533	JW5251	YNFO_ECOLI		Predicted		Uncharacterized protein ynfO from qin prophage		Complete proteome	77	=HYPERLINK("http://www.uniprot.org/uniprot/?query=ynfO&sort=score")
rusA	P0AG74	rusA	rus ybcP	b0550	JW0538	RUSA_ECOLI		Evidence at protein level	RusA family	Crossover junction endodeoxyribonuclease rusA (EC 3.1.22.4) (Holliday junction nuclease rusA) (Holliday junction resolvase)	GO:0006310; GO:0006281; GO:0008821; GO:0000287	3D-structure; Complete proteome; DNA damage; DNA recombination; DNA repair; Direct protein sequencing; Endonuclease; Hydrolase; Magnesium; Metal-binding; Nuclease	120	=HYPERLINK("http://www.uniprot.org/uniprot/?query=rusA&sort=score")
insH10	P0CE57	insH10		b3218	JW3185	INH10_ECOLI		Inferred from homology	Transposase 11 family	Transposase insH for insertion sequence element IS5R	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	338	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insH10&sort=score")
insH11	P0CE58	insH11		b3505	JW3472	INH11_ECOLI		Inferred from homology	Transposase 11 family	Transposase insH for insertion sequence element IS5T	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	338	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insH11&sort=score")
insC1	P0CF40	insC1		b0360	JW0351	INSC1_ECOLI		Inferred from homology	Transposase 8 family	Transposase insC for insertion element IS2A	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	121	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insC1&sort=score")
insC2	P0CF41	insC2		b1403	JW1400	INSC2_ECOLI		Inferred from homology	Transposase 8 family	Transposase insC for insertion element IS2D	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	121	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insC2&sort=score")
insC3	P0CF42	insC3		b1997	JW1978	INSC3_ECOLI		Inferred from homology	Transposase 8 family	Transposase insC for insertion element IS2F	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	121	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insC3&sort=score")
insC4	P0CF43	insC4		b2861	JW2829	INSC4_ECOLI		Inferred from homology	Transposase 8 family	Transposase insC for insertion element IS2H	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	121	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insC4&sort=score")
insC5	P0CF44	insC5		b3044	JW3012	INSC5_ECOLI		Inferred from homology	Transposase 8 family	Transposase insC for insertion element IS2I	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	121	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insC5&sort=score")
insC6	P0CF45	insC6		b4272	JW4229	INSC6_ECOLI		Inferred from homology	Transposase 8 family	Transposase insC for insertion element IS2K	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	121	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insC6&sort=score")
insC7	P0CF46	insC7	ybiA yuaJ	ECOK12F021		INSC7_ECOLI		Inferred from homology	Transposase 8 family	Transposase insC for insertion element IS2 on F plasmid	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Plasmid; Transposable element; Transposition	121	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insC7&sort=score")
insD1	P0CF53	insD1		b0361	JW0352	INSD1_ECOLI		Predicted		Transposase insD for insertion element IS2A	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	301	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insD1&sort=score")
insD2	P0CF54	insD2		b1402	JW1397	INSD2_ECOLI		Predicted		Transposase insD for insertion element IS2D	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	301	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insD2&sort=score")
insD3	P0CF55	insD3		b1996	JW1975	INSD3_ECOLI		Predicted		Transposase insD for insertion element IS2F	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	301	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insD3&sort=score")
insD4	P0CF56	insD4		b2860	JW2826	INSD4_ECOLI		Predicted		Transposase insD for insertion element IS2H	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	301	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insD4&sort=score")
insD5	P0CF57	insD5		b3045	JW3013	INSD5_ECOLI		Predicted		Transposase insD for insertion element IS2I	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	301	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insD5&sort=score")
insD6	P0CF58	insD6		b4273	JW4230	INSD6_ECOLI		Predicted		Transposase insD for insertion element IS2K	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	301	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insD6&sort=score")
insD7	P0CF59	insD7	ybhB yuaI	ECOK12F020		INSD7_ECOLI		Predicted		Transposase insD for insertion element IS2 on F plasmid	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Plasmid; Transposable element; Transposition	301	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insD7&sort=score")
insD8	P0CF60	insD8		b1578	JW1570	INSD8_ECOLI		Uncertain		Putative transposase insD for insertion element IS2E	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	218	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insD8&sort=score")
insE1	P0CF66	insE1		b0298	JW5036	INSE1_ECOLI		Inferred from homology	Transposase 8 family	Transposase insE for insertion sequence IS3A	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	99	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insE1&sort=score")
insE2	P0CF67	insE2		b0373	JW5050	INSE2_ECOLI		Inferred from homology	Transposase 8 family	Transposase insE for insertion sequence IS3B	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	99	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insE2&sort=score")
insE3	P0CF68	insE3		b0540	JW5074	INSE3_ECOLI		Inferred from homology	Transposase 8 family	Transposase insE for insertion sequence IS3C	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	99	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insE3&sort=score")
insE4	P0CF69	insE4		b1027	JW5144	INSE4_ECOLI		Inferred from homology	Transposase 8 family	Transposase insE for insertion sequence IS3D	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	99	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insE4&sort=score")
insE5	P0CF70	insE5		b2088	JW5341	INSE5_ECOLI		Inferred from homology	Transposase 8 family	Transposase insE for insertion sequence IS3E	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	99	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insE5&sort=score")
insE6	P0CF71	insE6	yaaA	ECOK12F001		INSE6_ECOLI		Inferred from homology	Transposase 8 family	Transposase insE for insertion sequence IS3fA	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Plasmid; Transposable element; Transposition	99	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insE6&sort=score")
insE7	P0CF72	insE7	ybfA	ECOK12F018		INSE7_ECOLI		Inferred from homology	Transposase 8 family	Transposase insE for insertion sequence IS3fB	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Plasmid; Transposable element; Transposition	99	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insE7&sort=score")
insF1	P0CF79	insF1		b0299	JW0293	INSF1_ECOLI		Inferred from homology	Transposase IS3/IS150/IS904 family	Transposase insF for insertion sequence IS3A	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	288	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insF1&sort=score")
insF2	P0CF80	insF2		b0372	JW0363	INSF2_ECOLI		Inferred from homology	Transposase IS3/IS150/IS904 family	Transposase insF for insertion sequence IS3B	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	288	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insF2&sort=score")
insF3	P0CF81	insF3		b0541	JW0529	INSF3_ECOLI		Inferred from homology	Transposase IS3/IS150/IS904 family	Transposase insF for insertion sequence IS3C	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	288	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insF3&sort=score")
insF4	P0CF82	insF4		b1026	JW1012	INSF4_ECOLI		Inferred from homology	Transposase IS3/IS150/IS904 family	Transposase insF for insertion sequence IS3D	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	288	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insF4&sort=score")
insF5	P0CF83	insF5		b2089	JW2073	INSF5_ECOLI		Inferred from homology	Transposase IS3/IS150/IS904 family	Transposase insF for insertion sequence IS3E	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	288	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insF5&sort=score")
insF6	P0CF84	insF6	yaaB	ECOK12F002		INSF6_ECOLI		Inferred from homology	Transposase IS3/IS150/IS904 family	Transposase insF for insertion sequence IS3fA	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Plasmid; Transposable element; Transposition	288	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insF6&sort=score")
insF7	Q9JMT3	insF7	ybfB	ECOK12F017		INSF7_ECOLI		Inferred from homology	Transposase IS3/IS150/IS904 family	Transposase insF for insertion sequence IS3fB	GO:0003677; GO:0015074; GO:0006310; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Plasmid; Transposable element; Transposition	288	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insF7&sort=score")
insH1	P0CE49	insH1		b0259	JW0250	INSH1_ECOLI		Inferred from homology	Transposase 11 family	Transposase insH for insertion sequence element IS5A	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	338	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insH1&sort=score")
insH2	P0CE50	insH2		b0552	JW0540	INSH2_ECOLI		Inferred from homology	Transposase 11 family	Transposase insH for insertion sequence element IS5B	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	338	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insH2&sort=score")
insH3	P0CE51	insH3		b0656	JW0652	INSH3_ECOLI		Inferred from homology	Transposase 11 family	Transposase insH for insertion sequence element IS5D	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	338	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insH3&sort=score")
insH4	P0CE52	insH4		b1331	JW1324	INSH4_ECOLI		Inferred from homology	Transposase 11 family	Transposase insH for insertion sequence element IS5F	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	338	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insH4&sort=score")
insH5	P76071	insH5		b1370	JW1363	INSH5_ECOLI		Inferred from homology	Transposase 11 family	Transposase insH for insertion sequence element IS5Y	GO:0003677; GO:0016563; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	326	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insH5&sort=score")
insH6	P0CE53	insH6		b1994	JW1972	INSH6_ECOLI		Inferred from homology	Transposase 11 family	Transposase insH for insertion sequence element IS5H	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	338	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insH6&sort=score")
insH7	P0CE54	insH7		b2030	JW2014	INSH7_ECOLI		Inferred from homology	Transposase 11 family	Transposase insH for insertion sequence element IS5I	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	338	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insH7&sort=score")
insH8	P0CE55	insH8		b2192	JW2179	INSH8_ECOLI		Inferred from homology	Transposase 11 family	Transposase insH for insertion sequence element IS5K	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	338	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insH8&sort=score")
insH9	P0CE56	insH9		b2982	JW2949	INSH9_ECOLI		Inferred from homology	Transposase 11 family	Transposase insH for insertion sequence element IS5LO	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	338	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insH9&sort=score")
insI1	P0CF88	insI1		b0256	JW0246	INSI1_ECOLI		Inferred from homology	Transposase IS30 family	Transposase InsI for insertion sequence element IS30A	GO:0003677; GO:0015074; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	383	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insI1&sort=score")
insI3	P0CF89	insI3		b1404	JW1401	INSI3_ECOLI		Inferred from homology	Transposase IS30 family	Transposase InsI for insertion sequence element IS30C	GO:0003677; GO:0015074; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	383	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insI3&sort=score")
insI4	P0CF90	insI4		b4284	JW4244	INSI4_ECOLI		Inferred from homology	Transposase IS30 family	Transposase InsI for insertion sequence element IS30D	GO:0003677; GO:0015074; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	383	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insI4&sort=score")
insK	P19769	insK		b3558	JW3528	INSK_ECOLI		Inferred from homology	Transposase IS3/IS150/IS904 family	Putative transposase InsK for insertion sequence element IS150	GO:0003677; GO:0015074; GO:0006310; GO:0006974; GO:0032196	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	283	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insK&sort=score")
insL1	P0CF91	insL1		b0016	JW0015	INSL1_ECOLI		Inferred from homology	Transposase 11 family	Putative transposase InsL for insertion sequence element IS186A	GO:0003677; GO:0004803; GO:0006313	Complete proteome; DNA recombination; DNA-binding; Transposable element; Transposition	370	=HYPERLINK("http://www.uniprot.org/uniprot/?query=insL1&sort=score")
