EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW	
EG11134	ydjA	ECK1763	P0ACY1	b1765	CG32295	g1788063	JW1754	5875	EB1124	aa	OK	183	Counterclockwise	1846149	1846700	39.79	Null	Systematic nomenclature	Putative nitroreductase, function unknown, binds FMN; low abundance protein	Binds TrxA (Kumar, 2004). nfsA, nfsB, rutE, and ydjA are paralogs. 13/132 YdjA peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007).	20059.01
EG11135	pncA	ECK1766	P21369	b1768	CG381	g87081970	JW1757	5891	EB1125	aa	ALT_INIT[-6]	213	Clockwise	1849911	1850552	39.87	nam;ydjB	Pyridine nucleotide cycle	Pyrazinamidase/nicotinamidase	Null	23362.05
EG11136	yebB	ECK1863	P24238	b1862	CG87274	g87081991	JW5306	6213	EB1126	aa	ALT_INIT[-33]	200	Clockwise	1944275	1944877	41.91	Null	Systematic nomenclature	Function unknown, DUF830 family	YebB and YiiX are paralogs.	22704.02
EG11137	yebC	ECK1865	P0A8A0	b1864	Null	g1788171	JW1853	6219	EB1127	aa	OK	246	Counterclockwise	1945435	1946175	41.93	Null	Systematic nomenclature	Function unknown, expressed protein, UPF0082 family	YeeN and YebC are paralogs. UPF0082.	26422.56
EG11138	nudB	ECK1866	P0AFC0	b1865	CG46700	g1788172	JW1854	6223	EB1128	aa	OK	150	Counterclockwise	1946204	1946656	41.95	ntpA;orf17;yebD	Nudix hydrolase	Dihydroneopterin triphosphate pyrophosphohydrolase; early step in folate synthesis 	A nudB mutant has reduced folate synthesis (Gabelli, 2007). Nudix hydrolase. NudB also hydrolyzes dATP, 8-hydroxy-2'-deoxyadenosine 5'-triphosphate and 8-hydroxy-2'-deoxyadenosine 5'-diphosphate.	17305.76
EG11139	yecA	ECK1907	P0AD05	b1908	Null	g1788219	JW1896	6357	EB1129	aa	OK	221	Counterclockwise	1988978	1989643	42.87	Null	Systematic nomenclature	Function unknown, UPF0149 family	Null	25039.28
EG11140	uvrY	ECK1913	P0AED5	b1914	CG32534	g1788222	JW1899	6373	EB1130	aa	OK	218	Counterclockwise	1992727	1993383	42.95	gacA;sirA(S.t.);yecB	UV resistant	Response regulator, pleiotrpic; controls the expression of csrB/C sRNAs; hydrogen peroxide resistance; cognate sensorregulator is BarA	Salmonella ortholog regulates virulence gene expression. 4/29 UvrY peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007).	23892.65
EG11141	yedA	ECK1957	P0AA70	b1959	Null	g1788269	JW1942	6505	EB1131	aa	OK	306	Clockwise	2027563	2028483	43.70	Null	Systematic nomenclature	Predicted transporter, inner membrane protein, DMT superfamily, function unknown	YedA belongs to the EamA/RhaT transporter family, DMT superfamily.	32193.92
EG11142	yfaA	ECK2222	P17994	b2230	Null	g87082069	JW2224	7368	EB1132	aa	ALT_INIT[-16]	562	Counterclockwise	2332978	2334666	50.28	pufY	Systematic nomenclature	Conserved protein, DUF2138 family, function unknown	First 19 aa are predicted to be a type I signal peptide.	62671.27
EG11143	ubiG	ECK2224	P17993	b2232	CG44	g1788564	JW2226	7374	EB1133	aa	OK	240	Clockwise	2337589	2338311	50.38	pufX;yfaB	Ubiquinone	SAM:OMHMB methyltransferase; Reactions: 2-octaprenyl-6-hydroxylphenol to 2-octaprenyl-6-methoxyphenol; 2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone to ubiquinone 8	Null	26555.45
EG11144	yfcA	ECK2321	P0AD30	b2327	Null	g1788667	JW2324	7689	EB1134	aa	OK	269	Counterclockwise	2442773	2443582	52.65	Null	Systematic nomenclature	Inner membrane protein, UPF0721 family, function unknown	Null	28643.35
EG11145	yfeA	ECK2389	P23842	b2395	Null	g87082096	JW5391	7899	EB1135	aa	ALT_INIT[-39]	729	Counterclockwise	2513665	2515854	54.18	Null	Systematic nomenclature	Predicted c-di-GMP dual activity enzyme, function unknown	YfeA has a central GGDEF putative diguanylate cyclase, then a C-terminal putative cyclic-di-GMP phosphodiesterase EAL domain.	83524.20
EG11146	xapR	ECK2399	P23841	b2405	CG8	g2367136	JW2396	7922	EB1136	aa	OK	294	Counterclockwise	2519615	2520499	54.31	pRndR;yfeB	XAnthosine Phosphorylase	Regulatory gene for xapAB	LysR family.	33627.33
EG11147	yffB	ECK2466	P24178	b2471	Null	g1788815	JW2455	8140	EB1137	aa	OK	118	Clockwise	2589269	2589625	55.81	Null	Systematic nomenclature	Predicted reductase, function unknown, ArsC family; low abundance protein	First gene in dapE operon	13600.59
EG11149	gcvR	ECK2475	P0A9I3	b2479	CG40204	g87082113	JW2464	8168	EB1138	aa	ALT_INIT[-22]; Verified[1]	190	Clockwise	2597928	2598500	55.99	yffD	Glycine cleavage	Required for repression of gcv operon by GcvA; GcvA-GcvR repressor complex disrupted by glycine binding to GcvR	The structure of GcvR of Vibrio cholerae has been determined (Kumaran, D.and  Swaminathan, S., unpublished). otherPDB: 1U8S. ACT-like domain (Grant, 2006).	20768.65
EG11150	hyfA	ECK2477	P23481	b2481	CG55682	g87082114	JW2466	8179	EB1139	aa	ALT_INIT[-13]	205	Clockwise	2599223	2599840	56.02	yffE	Hydrogenase	Hydrogenase 4 component A, ferrodexin-like	Null	22154.35
EG11151	raiA	ECK2594	P0AD49	b2597	CG80526	g1788949	JW2578	8540	EB1140	aa	OK; Verified[1]	113	Clockwise	2735176	2735517	58.95	yfiA	ribosome-associated inhibitor A	Protein Y, associated with 30S ribosomal subunit; inhibits 70S dimer formation; stabilizes the ribosomal 70S complex against dissociation at low magnesium ion concentrations; counteracts miscoding under stress conditions 	RaiA is a ribosome-associated factor that is induced in stationary phase. hpf paralog has opposite effect on 70S dimers.	12784.59
EG11152	yfiB	ECK2602	P07021	b2605	Null	g1788957	JW2586	8572	EB1141	aa	OK	160	Clockwise	2741647	2742129	59.09	Null	Systematic nomenclature	Probable positive effector of YfiN activity, OM lipoprotein	OmpA homolog. First 18 aa are a type II signal peptide. The P. aeruginosa yfiB ortholog encodes an outer membrane lipoprotein that counteracts the inhibitory effect of YfiR on YfiN diguanylate cyclase activity (Malone, 2010). 	17244.56
EG11153	rimM	ECK2605	P0A7X6	b2608	CG51908	g87082136	JW5413	8579	EB1142	aa	ALT_INIT[-3]	182	Counterclockwise	2743392	2743940	59.13	yfjA	Ribosomal modification	Factor required for 16S RNA processing; 30S maturation; binds S19	other PDB (T. thermophilus): 2DOG. otherPDB (P. aeruginosa): 2F1L.	20605.43
EG11154	ppdC	ECK2819	P08372	b2823	Null	g1789187	JW2791	9257	EB1143	aa	OK	107	Counterclockwise	2960463	2960786	63.81	ygdA	Prepilin peptidase-dependent	Required for swarming phenotype, function unknown; first 10 residues may be cleaved by prepilin peptidase to leave an N-terminal methylphenylalanine	Null	12003.91
EG11155	ygdB	ECK2820	P08370	b2824	Null	g87082164	JW5450	9261	EB1144	aa	ALT_INIT[+14]	135	Counterclockwise	2960771	2961178	63.81	Null	Systematic nomenclature	Function unknown, DUF2509 family	Possible signal anchor.	14973.33
EG11156	ppdB	ECK2821	P08371	b2825	Null	g1789189	JW5451	9263	EB1145	aa	OK	187	Counterclockwise	2961175	2961738	63.82	ygdC	Prepilin peptidase-dependent	Function unknown; regulated by FlhDC and FliA; mutants are not defective in motlity or chemotraxis; first 7 residues may be cleaved by prepilin peptidase to leave an N-terminal methylphenylalanine	Null	20519.51
EG11157	ygeA	ECK2838	P03813	b2840	Null	g1789205	JW2808	9315	EB1146	aa	OK	230	Counterclockwise	2977965	2978657	64.18	Null	Systematic nomenclature	Function unknown, Asp/Glu_racemase family	Null	25247.96
EG11158	ygfA	ECK2907	P0AC28	b2912	Null	g1789278	JW2879	9559	EB1147	aa	OK	182	Clockwise	3054263	3054811	65.83	Null	Systematic nomenclature	5-formyltetrahydrofolate cycloligase; also known as 5,10-methenyltetrahydrofolate synthase (MTHFS)	Although enzyme activity has not been measured directly in E. coli, the accumulation of 5-CHO-THF (folinic acid ) in the ygfA mutant is diagnostic for 5-formyltetrahydrofolate cycloligase activity (Jeanguenin, 2010).  A deletion of ygfA is sensitive to sulfonamide antifolate drugs (Ogwang, 2011). ygfA is induced during biofilm formation.	21105.43
EG11159	argO	ECK2919	P11667	b2923	Null	g1789290	JW2890	9591	EB1148	aa	OK	211	Counterclockwise	3066195	3066830	66.09	yggA	Arginine	Arginine exporter	LysE family. Integral membane protein. ArgP regulon.	23175.70
EG11160	mscS	ECK2920	P0C0S1	b2924	CG76140	g1789291	JW2891	9595	EB1149	aa	OK	286	Counterclockwise	3066969	3067829	66.10	yggB	Mechanosensitive channel	Mechanosensitive channel protein, intermediate conductance; heptameric	HT_Cmplx47_Mem: MscS+YiaF. mscS, kefA, yjeP, ybiO, ybdG and ynaI are paralogs.	30896.02
EG11161	yggC	ECK2924	P11664	b2928	Null	g1789296	JW2895	9610	EB1150	aa	OK	237	Counterclockwise	3071998	3072711	66.21	Null	Systematic nomenclature	Predicted kinase, function unknown	Null	27131.92
EG11162	yggD	ECK2925	P11663	b2929	Null	g1789297	JW2896	9612	EB1151	aa	OK	169	Counterclockwise	3072708	3073217	66.23	Null	Systematic nomenclature	Predicted transcriptional regulator, function unknown	MtlR and YggD are paralogs, Pfam:PF05068. OtherPDB (S.flexneri): 3C8G.	19271.94
EG11164	ygiB	ECK3028	P0ADT2	b3037	Null	g87082200	JW5927	9969	EB1152	aa	ALT_INIT[-11]	223	Clockwise	3177766	3178437	68.49	Null	Systematic nomenclature	Function unknown, DUF1190 family; mitigates tolC mutant defects	Mutations in ygiB, ygiC, yjfM and yjfC exacerbate the tolC growth defect in mimimal medium and the antibiotic sensitivities of tolC mutants (Dhamdhere, 2010). YgiB was previously predicted to have a 35 aa type II signal peptide (Gonnet, 2004), however this prediction does not hold for the DUF1190 family; a reevaluation indicates YgiB might have either a signal anchor or a signal peptide.	23479.39
EG11165	ygiC	ECK3029	P0ADT5	b3038	Null	g1789416	JW3006	9971	EB1153	aa	OK	386	Clockwise	3178443	3179603	68.51	Null	Systematic nomenclature	Glutathionylspermidine synthase paralog, function unknown; mitigates tolC mutant defects	Mutations in ygiB, ygiC, yjfM and yjfC exacerbate the tolC growth defect in mimimal medium and the antibiotic sensitivities of tolC mutants (Dhamdhere, 2010).	45026.01
EG11166	ygiD	ECK3030	P24197	b3039	Null	g1789417	JW3007	9973	EB1154	aa	OK	262	Counterclockwise	3179641	3180429	68.53	Null	Systematic nomenclature	Predicted dioxygenase, LigB family, function unknown	Null	28892.03
EG11167	zupT	ECK3031	P0A8H3	b3040	CG75893	g1789419	JW3008	9977	EB1155	aa	OK	257	Clockwise	3180572	3181345	68.55	ygiE	Zinc uptake transporter	Zinc and other divalent cation uptake transporter	The zupT synonym ygiE was mistakenly used to refer to ygjE in the abstract of Oshima, 2006 (see the ygjE bibliography).	26484.77
EG11168	ttdA	ECK3051	P05847	b3061	CG33459	g1789442	JW3033	10050	EB1156	aa	OK	303	Clockwise	3204485	3205396	69.07	ygjA	Tartrate dehydratase	L-Tartrate dehydratase alpha subunit	Null	32733.56
EG11169	ttdB	ECK3052	P0AC35	b3062	CG33462	g1789443	JW3034	10052	EB1157	aa	OK	201	Clockwise	3205393	3205998	69.09	ygjB	Tartrate dehydratase	L-Tartrate dehydratase beta subunit	Null	22679.46
EG11171	gcp	ECK3054	P05852	b3064	Null	g1789445	JW3036	10058	EB1158	aa	OK	337	Counterclockwise	3207552	3208565	69.13	ygjD	Glycoprotease	Glycation-binding protein, predicted protease/chaperone; required for t(6)A tRNA modification; prevents the accumulation of glycated proteins; Universal Genome Maintenance Protein involved in genome maintenance; essential gene; Gcp glycoprotease homolog	Depletion of Gcp(YgjD) prevents tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification (Srinivasan, 2010). ygjD has been changed to gcp; many gcp homologs are likely to have the same function as E. coli Gcp(YgjD) to prevent accumulation of toxic glycated proteins (Amadori-modified proteins) by binding to them and possibly degrading them; the accumulation of glycated FtsZ in Gcp-depleted cells may explain the genome maintenance phenotype and the unusual cell shapes of gcp mutants (Katz, 2010). S. cerevisiae Qri7, involved in genome maintenance, complements a gcp(ygjD) mutant growth defect in E. coli (Oberto, 2009). Loss of Gcp(YgjD) in E. coli causes small cell size and nucleoid loss (Obero, 2009). Depletion of Gcp(YgjD) causes a proportion of cells to be enlarged, with a peripheral distribution of DNA; the Gcp(YgjD) depletion phenotype is suppressed by multicopy clones of rstA (Handford, 2009). Gcp(YgjD) family proteins have been termed UGMPs (Universal Genome Maintenance Proteins) (Oberto, 2009). YeaZ interacts with YjeE and Gcp(YgjD), preferring Gcp(YgjD); YeaZ can proteolyze Gcp(YgjD) in vitro, although this could also be due to activation of Gcp(YgjD) autoproteolysis by YeaZ (Handford, 2009). Peptidase M22 family. Although Gcp(YgjD) is a Gcp glycoprotease homolog, it does not have glycoprotease activity against glycophorin A, and multicopy M. hemolytica Gcp expression cannot complement an E. coli Gcp(YgjD) deficiency, indicating that M. hemolytica Gcp and E. coli Gcp(YgjD) are not isofunctional orthologs; the foreign Gcp may not partner properly with the E.c oli YeaZ protein (Handford, 2009).	36008.40
EG11172	tdcD	ECK3104	P11868	b3115	CG54712	g1789503	JW5806	10245	EB1159	aa	ALT_INIT[-4]	402	Counterclockwise	3260474	3261682	70.27	yhaA	Threonine dehydratase, catabolic	Propionate kinase, anaerobic; non-essential gene	otherPDB (S. typhimurium): 1X3M, 1X3N.	43384.11
EG11173	yhaB	ECK3109	P11865	b3120	Null	g87082215	JW3091	10261	EB1160	aa	ALT_INIT[-7]	179	Clockwise	3265876	3266415	70.39	Null	Systematic nomenclature	Function unknown	Null	20576.56
EG11174	yhaC	ECK3110	P11864	b3121	Null	g1789509	JW3092	10263	EB1161	aa	OK	395	Clockwise	3266437	3267624	70.40	Null	Systematic nomenclature	Function unknown	Null	45250.91
EG11175	garK	ECK3112	P23524	b3124	Null	g1789512	JW3093	10271	EB1162	aa	ALT_INIT[-27]	381	Counterclockwise	3268647	3269792	70.45	yhaD	Galactarate	Glycerate kinase, glycerate- or glucarate-inducible; GK1; produces 2-phosphoglycerate	Null	39104.34
EG11176	garR	ECK3113	P0ABQ2	b3125	Null	g87082216	JW5526	10273	EB1163	aa	ALT_INIT[-5]	294	Counterclockwise	3269889	3270773	70.48	yhaE	Galactarate	Tartronate semialdehyde reductase, glycerate- or galactarate-inducible	Null	30427.44
EG11177	truB	ECK3155	P60340	b3166	CG35528	g2367200	JW3135	10404	EB1164	aa	OK; Verified[1]	314	Counterclockwise	3309855	3310799	71.34	yhbA	tRNA uridine	tRNA U55 pseudouridine synthase	Mutants are sensitive to extreme heat shock	35087.08
EG11178	rbfA	ECK3156	P0A7G2	b3167	CG36919	g1789558	JW3136	10406	EB1165	aa	OK; Verified[1]	133	Counterclockwise	3310799	3311200	71.36	sdr-43;yhbB	Ribosome binding factor	Ribosome binding factor required for efficient processing of 16s rRNA; cold-shock adaptation protein; overexpression suppresses cold-sensitive 16S rRNA	Null	15154.48
EG11179	rimP	ECK3159	P0A8A8	b3170	Null	g87082222	JW5533	10417	EB1166	aa	OK	150	Counterclockwise	3315576	3316028	71.46	yhbC	Ribosomal modification	Factor required for maturation of 30S ribosomal subunits	RimP is associated with free 30S subunits, but not 50S or mature ribosomes (Nord, 2009). The TTG at position 3 could be start codon, poor RBSs all around, alignments more consistent to TTG.	16650.97
EG11180	mscL	ECK3277	P0A742	b3291	CG35417	g1789686	JW3252	10790	EB1167	aa	OK; Verified[0]	136	Clockwise	3436046	3436456	74.06	stkA;yhdC	Mechanosensitive channel	Mechanosensitive channel protein, high conductance; homopentameric	The E. coli PDB structures for MscL are homology models. otherPDB (M. tuberculosis): 1MSL. Links are provided to Table 1 and Figure 4A from Pivetti (2003).	14956.77
EG11181	bfd	ECK3324	P0AE56	b3337	CG43017	g1789735	JW3299	10906	EB1168	aa	OK	64	Counterclockwise	3464819	3465013	74.68	yheA	Bfr regulating	Bacterioferritin-associated ferredoxin; predicted redox component complexing with Bfr in iron storage and mobility [2Fe-2S]	Null	7362.63
EG11182	yhfA	ECK3344	P0ADX1	b3356	Null	g1789755	JW3319	10964	EB1169	aa	OK	134	Counterclockwise	3483436	3483840	75.08	Null	Systematic nomenclature	Function unknown, OsmC family	Null	14516.72
EG11183	damX	ECK3375	P11557	b3388	Null	g1789790	JW3351	11065	EB1170	aa	OK	428	Counterclockwise	3514042	3515328	75.74	yhfB	DNA adenine methylase	Cell division protein, binds septal ring	Overexpression causes filamentous biofilm formation. HT_Cmplx49_Mem: DamX+BamA. DamX has a 100 aa cytoplasmic domain, a single transmembrane region, and a C-terminal SPOR domain. DamX localizes to the septal ring, via the SPOR domain, and damX mutants are defective in cell division (Gerding, 2009; Arends, 2009). DamX interacts with FtsQ and other cell division proteins in a bacterial two-hybrid assay and may be a negative regulator of FtsQ function (Arends, 2009).	46161.91
EG11184	yhhA	ECK3432	P0ADX7	b3448	Null	g1789857	JW3413	11262	EB1171	aa	OK	146	Clockwise	3584966	3585406	77.27	Null	Systematic nomenclature	Function unknown, DUF2756 family	First 17 aa are predicted to be a type I signal peptide. 	16623.82
EG11186	yiaA	ECK3551	P0ADJ8	b3562	Null	g87082292	JW3534	11632	EB1172	aa	ALT_INIT[-1]	145	Counterclockwise	3724947	3725384	80.28	Null	Systematic nomenclature	Inner membrane protein, YiaAB family, function unknown	yiaB and yiaA are paralogs.	16122.75
EG11187	yibA	ECK3583	P0ADK6	b3594	Null	g1790021	JW3568	11744	EB1173	aa	OK	280	Clockwise	3764360	3765202	81.13	Null	Systematic nomenclature	Hyperlethality gene, contains one HEAT-like motif	YibA is homologous to phycobiliprotein lyases and Synechocystis IscA-binding protein IaiH.	31873.61
EG11188	yibB	ECK3608	P25666	b3618	CG54740	g87082299	JW5644	11838	EB1174	aa	ALT_INIT[-5]	285	Counterclockwise	3790849	3791706	81.71	htrL	Systematic nomenclature	Conserved protein, pfam09612 family, function unknown	yibB was named htrL in a 1996 DNA sequence submission (M94888) but no data has been published so the htrL gene name and functional information is retracted from EcoGene; it is retained as a synonym.	33458.00
EG11189	rfaC	ECK3611	P24173	b3621	CG300	g1790051	JW3596	11847	EB1175	aa	OK; Verified[0]	319	Clockwise	3794002	3794961	81.77	waaC;yibC	Rough	LPS heptosyltransferase I; LPS core biosynthesis; transfers innermost heptose to KDO	Overexpression causes abnormal biofilm architecture. The RfaC (WaaC) PDB structures are from strain RS218 (Grizot, 2006).	35543.79
EG11190	coaD	ECK3624	P0A6I6	b3634	CG33900	g1790065	JW3609	11875	EB1176	aa	OK; Verified[0]	159	Clockwise	3807848	3808327	82.07	kdtB;yicA	Coenzyme A	Phosphopantetheine adenylyltransferase	Null	17836.63
EG11191	slmA	ECK3631	P0C093	b3641	CG52724	g87082302	JW5641	11902	EB1177	aa	ALT_INIT[-14]	198	Clockwise	3812517	3813113	82.17	ttk;yicB	Synthetic lethal with min	Division inhibitor that binds FtsZ and blocks septal rings; DNA-associated	TetR family.	22836.34
EG11192	yicC	ECK3634	P23839	b3644	Null	g1790075	JW3619	11913	EB1178	aa	OK	287	Clockwise	3814699	3815562	82.22	Null	Systematic nomenclature	Function unknown, UPF0701 family	Null	33174.93
EG11193	dinD	ECK3635	P23840	b3645	CG33582	g87082303	JW3620	11918	EB1179	aa	ALT_INIT[-4]	274	Clockwise	3815783	3816607	82.24	pcsA;yicD	Damage inducible	Damage inducible, function unknown	Null mutants grow fine. A point mutant has a CS growth phenotype, filamentous with large nucleoids. The CS growth is multi-copy suppressed by lexA, dinG and dinI. LexA regulon.	31078.16
EG11194	xanP	ECK3644	P0AGM9	b3654	Null	g1790087	JW3629	11946	EB1180	aa	OK	463	Clockwise	3826968	3828359	82.48	yicE	Xanthine	Xanthine permease	 xanP is predicted to belong to the PurR regulon.	48868.04
EG11195	yidA	ECK3689	P0A8Y5	b3697	Null	g2367265	JW3674	12086	EB1181	aa	OK	270	Counterclockwise	3874163	3874975	83.50	Null	Systematic nomenclature	Erythrose 4-P and mannose 1-P phosphatase; alpha-D-glucose-1-P phosphatase, anomer-specific; phosphoramidase; physiological role unknown; additional in vitro substrates include: ribose-5-P, fructose-1-P, fructose-6-P, glucose-6-P, acetyl phosphate; HAD13	HAD superfamily. In vitro activities demonstrated by Kuznetsova et al. (2005, 2006). AFMB Structural Genomics target No. 31 (http://afmb.cnrs-mrs.fr/article171.html).	29721.14
EG11196	yidB	ECK3690	P09996	b3698	Null	g87082321	JW3675	12089	EB1182	aa	ALT_INIT[-3]	132	Counterclockwise	3875090	3875488	83.52	Null	Systematic nomenclature	Function unknown, DUF937 family	otherPDB (S. flexneri): 1Z67. Although the PDB structure is from S. flexneri, there are only three amino acid differences from the K-12 YibB.	13786.58
EG11197	yidC	ECK3698	P25714	b3705	CG77641	g1790140	JW3683	12120	EB1183	aa	OK	548	Clockwise	3883099	3884745	83.69	oxaA	Systematic nomenclature	Membrane protein insertase; inner membrane protein integration factor; binds TM regions of nascent IMPs; required for Sec-independent IMP integration; associated with the Sec translocase	yidC is an essential gene. YidC depletion activates the Psp response. YidC is required for proper membrane insertion of AtpE and CyoA. YidC assists proper folding of membrane proteins and thus is a chaperone as well.	61525.92
EG11198	glmU	ECK3723	P0ACC7	b3730	CG29106	g1790168	JW3708	12201	EB1184	aa	OK	456	Counterclockwise	3911853	3913223	84.31	tms(B.s.);yieA	Glucosamine	Bifunctional glucosamine-1-phosphate acetyltransferase and N-acetylglucosamine-1-phosphate uridylyltransferase, hexameric	GlmU contains 22 hexapeptide repeats. Binds TrxA (Kumar, 2004). HT_Cmplx21_Cyt: GlmU+Pta.	49190.08
EG11199	mioC	ECK3736	P03817	b3742	CG18154	g1790181	JW3720	12235	EB1185	aa	OK; Verified[1]	147	Counterclockwise	3924035	3924478	84.58	yieB	Minimal origin	Required for biotin synthase activity in vitro; flavodoxin-like FMN-binding protein; transcription of mioC through oriC may have physiological significance in suboptimal conditions	DnaA regulon.	15807.66
EG11201	yigA	ECK3805	P23305	b3810	Null	g1790243	JW3783	12444	EB1186	aa	OK	235	Clockwise	3993606	3994313	86.08	Null	Systematic nomenclature	Function unknown, DUF484 family	Null	26728.78
EG11202	yigB	ECK3807	P0ADP0	b3812	Null	g2367295	JW3785	12450	EB1187	aa	OK	238	Clockwise	3995206	3995922	86.11	Null	Systematic nomenclature	FMN phosphatase; physiological role unknown; HAD7	HAD superfamily. Activity demonstrated in vitro (Kuznetsova, 2006).	27121.84
EG11203	yihA	ECK3857	P0A6P7	b3865	Null	g87082340	JW5930	12623	EB1188	aa	ALT_INIT[+11]	210	Counterclockwise	4048156	4048788	87.25	engB	Systematic nomenclature	GTP-binding protein required for normal cell division; predicted GTPase; also binds GDP	YihA was reported to be an essential gene by Arigoni (1998), but Dassain (1999) made a viable null mutant that grows slowly and forms filaments. Filamentation phenotype is suppressed by overexpression of ftsQI, ftsA and ftsZ. Unlike the other 11 GTPases in E. coli, YihA is not universally conserved among bacteria. Der and YihA are paralogs, with YihA matching the C-terminal GTPase domain better than the N-terminal GTPase domain. 2/52 YihA(EngB) peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	23560.89
EG11204	murI	ECK3959	P22634	b3967	CG29401	g87082355	JW5550	12989	EB1189	aa	ALT_INIT[-4]	285	Clockwise	4163451	4164308	89.74	dga;glr;yijA	Murein	Glutamate racemase, D-glutamate synthesis	murI is an essential gene. MurI can inhibit DNA gyrase activity (Ashiuchi, 2002).	31001.95
EG11205	murB	ECK3964	P08373	b3972	CG34141	g1790407	JW3940	12999	EB1190	aa	OK	342	Clockwise	4170080	4171108	89.88	yijB	Murein	UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding	Null	37851.03
EG11206	yjaA	ECK4003	P09162	b4011	Null	g1790441	JW3971	13112	EB1191	aa	OK	127	Clockwise	4211257	4211640	90.77	Null	Systematic nomenclature	Conserved stress-induced protein, function unknown; involved in peroxide and acid resistance	A yjaA mutant strain is sensitive to hydrogen peroxide and acid (Lee, 2009). 	14446.81
EG11207	yjaB	ECK4004	P09163	b4012	CG51779	g1790442	JW3972	13114	EB1192	aa	OK	147	Counterclockwise	4211703	4212146	90.78	Null	Systematic nomenclature	Predicted acetyltransferase; transcribed divergently from a promoter that overlaps the metA promoter	Null	16446.69
EG11208	arpA	ECK4009	P23325	b4017	CG93306	g1790447	JW3977	13133	EB1193	aa	OK	728	Counterclockwise	4218324	4220510	90.92	yjaC	Ankyrin-like regulatory protein	Ankyrin repeat protein, function unknown	ArpA was previosly reported to be a regulator of acetyl CoA synthase synthesis based on a personal communication from A. J. Wolfe (1996) cited in P23325, however this is now contradicted in Wolfe (2005).	82598.23
EG11209	psiE	ECK4022	P0A7C8	b4030	Null	g1790462	JW3990	13187	EB1194	aa	OK	136	Clockwise	4238348	4238758	91.35	yjbA	P starvation induced	Pho regulon, regulated by phoB and cAMP	Null	15596.78
EG11210	yjdA	ECK4102	P16694	b4109	Null	g1790548	JW4070	13456	EB1195	aa	OK	742	Clockwise	4325158	4327386	93.22	Null	Systematic nomenclature	Mutational suppressor of yhjH motility defect, function unknown; Dynamin GTPase superfamily	The motility defect of yhjH mutations is suppressed by multicopy yfgF and by mutations in ycgR, fliZ, yfiR, yegE, yjdA and yjcZ (Girgis, 2007). yjdA-yjcZ are predicted to constitute an operon. Pfam PF00350 Dynamin_N.	84371.05
EG11211	yjeA	ECK4151	P0A8N7	b4155	Null	g87082379	JW4116	13610	EB1196	aa	ALT_INIT[-10]	325	Clockwise	4380666	4381643	94.42	genX;poxA	Systematic nomenclature	EF-P-lysine34-lysine ligase; regulator of poxB; mutants are hypersensitive to sulfometuron methyl, alpha-keto butyrate, and many amino acid analogs; slow growth rate; hypersensitivity to many antibiotics and dyes	YjeA(PoxA, GenX) and YjeK are required to modify EF-P Lys34 by lysylation of the epsilon amino group; failure to modify EF-P with lysine results in a slow growth defect; YjeK may convert alpha-lysyl-EF-P to beta-lysyl-EF-P (Yanagisawa, 2010). YjeA(PoxA) and YjeK were predicted to be responsible for the modification of EF-P Lys34 with spermidine, but Lys34 is actually modified with another lysine, not spermidine; yjeK is in the efp genetic neighborhood in many strains and all genomes that have the conserved Lys34 in EF-P have yjeK orthologs; YjeK is a lysine 2,3-aminomutase homolog (but in a different clade) (Bailly, 2010; Yanagisawa, 2010). The yjeA(poxA) pleiotropic phenotypes are not due to a defect in pyruvate oxidase and the apparent regulation of poxB may be a minor role for YjeA(PoxA). AFMB Structural Genomics target No. 10 (http://afmb.cnrs-mrs.fr/article171.html). OtherPDB(S. typhimurium): 3G1Z.	36976.06
EG11212	nsrR	ECK4174	P0AF63	b4178	Null	g1790621	JW4136	13676	EB1197	aa	OK	141	Clockwise	4404213	4404638	94.93	yjeB	Nitrite-sensitive repressor	Nitric oxide-sensitive repressor; regulates hmp, ygbA, ytfE, tehA and hcp-hcr	NsrR is a weak regulator of tehA. tehA clones may titrate out NsrR. NsrR is homologous to NsrR of Nitrosomonas europaea.	15593.07
EG11214	yjjA	ECK4350	P18390	b4360	Null	g87082434	JW5795	14301	EB1198	aa	ALT_INIT[-1]	164	Counterclockwise	4597718	4598212	99.10	Null	Systematic nomenclature	Predicted secreted protein, function unknown	First 25 aa are predicted to be a type I signal peptide. P18 expressed by readthrough from dnaTC promoter.	17352.65
