C6E9Y3	insA-2 insA-1 insA-10 insA-11 insA-12 insA-13 insA-14 insA-16 insA-17 insA-18 insA-19 insA-20 insA-21 insA-22 insA-23 insA-24 insA-26 insA-27 insA-28 insA-29 insA-3 insA-4 insA-5 insA-6 insA-7 insA-8 insA-9 ECBD_0099 ECBD_0298 ECBD_0372 ECBD_0927 ECBD_1062 ECBD_1125 ECBD_1313 ECBD_1442 ECBD_1546 ECBD_1569 ECBD_1626 ECBD_2223 ECBD_2482 ECBD_3032 ECBD_3049 ECBD_3078 ECBD_3103 ECBD_3269 ECBD_3297 ECBD_3380 ECBD_3407 ECBD_3596 ECBD_3683 ECBD_3690 ECBD_3723 ECBD_3740 ECD_00023 ECD_00210 ECD_00236 ECD_00314 ECD_00341 ECD_00505 ECD_00546 ECD_00572 ECD_00588 ECD_01116 ECD_01243 ECD_01372 ECD_01880 ECD_01935 ECD_02041 ECD_02144 ECD_02271 ECD_02451 ECD_02513 ECD_02647 ECD_02824 ECD_03228 ECD_03485 ECD_04164 ECD_04181 ECD_04208 ECD_04288	insA-2	insA-1 insA-10 insA-11 insA-12 insA-13 insA-14 insA-16 insA-17 insA-18 insA-19 insA-20 insA-21 insA-22 insA-23 insA-24 insA-26 insA-27 insA-28 insA-29 insA-3 insA-4 insA-5 insA-6 insA-7 insA-8 insA-9	ECBD_0099 ECBD_0298 ECBD_0372 ECBD_0927 ECBD_1062 ECBD_1125 ECBD_1313 ECBD_1442 ECBD_1546 ECBD_1569 ECBD_1626 ECBD_2223 ECBD_2482 ECBD_3032 ECBD_3049 ECBD_3078 ECBD_3103 ECBD_3269 ECBD_3297 ECBD_3380 ECBD_3407 ECBD_3596 ECBD_3683 ECBD_3690 ECBD_3723 ECBD_3740 ECD_00023 ECD_00210 ECD_00236 ECD_00314 ECD_00341 ECD_00505 ECD_00546 ECD_00572 ECD_00588 ECD_01116 ECD_01243 ECD_01372 ECD_01880 ECD_01935 ECD_02041 ECD_02144 ECD_02271 ECD_02451 ECD_02513 ECD_02647 ECD_02824 ECD_03228 ECD_03485 ECD_04164 ECD_04181 ECD_04208 ECD_04288	C6E9Y3_ECOBD		Predicted		IS1 protein InsA (Insertion element protein)	"GO:0003677; GO:0045449; GO:0006313"	Complete proteome	91	Insertion Element
C6EAK0	insB-21 insB-10 insB-16 insB-22 insB-24 insB-26 insB-27 insB-28 insB-29 ECBD_0100 ECBD_0928 ECBD_1547 ECBD_1568 ECBD_2481 ECBD_3689 ECBD_3724 ECBD_3741 ECD_01117 ECD_02040 ECD_02646 ECD_02823 ECD_03484 ECD_04163 ECD_04180 ECD_04209 ECD_04281	insB-21	insB-10 insB-16 insB-22 insB-24 insB-26 insB-27 insB-28 insB-29	ECBD_0100 ECBD_0928 ECBD_1547 ECBD_1568 ECBD_2481 ECBD_3689 ECBD_3724 ECBD_3741 ECD_01117 ECD_02040 ECD_02646 ECD_02823 ECD_03484 ECD_04163 ECD_04180 ECD_04209 ECD_04281	C6EAK0_ECOBD		Predicted		IS1 protein InsB (IS1 transposase)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	167	Transposase
C6EA72	insB-2 insB-18 insB-20 insB-23 ECBD_0373 ECBD_1061 ECBD_1314 ECBD_3406 ECD_00211 ECD_02270 ECD_02514 ECD_03227	insB-2	insB-18 insB-20 insB-23	ECBD_0373 ECBD_1061 ECBD_1314 ECBD_3406 ECD_00211 ECD_02270 ECD_02514 ECD_03227	C6EA72_ECOBD		Predicted		IS1 protein InsB (IS1 transposase)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	167	Transposase
C6EEK0	yhhI ECBD_0256 ECD_03334	yhhI		ECBD_0256 ECD_03334	C6EEK0_ECOBD		Predicted		Predicted transposase (Transposase IS4 family protein)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	378	Transposase
C6ELE8	yfcI ECBD_1354 ECD_02230	yfcI		ECBD_1354 ECD_02230	C6ELE8_ECOBD		Predicted		Putative transposase YhgA family protein (Putative uncharacterized protein yfcI)		Complete proteome	296	Transposase
C6EET1	ydcM ECBD_2207 ECD_01390	ydcM		ECBD_2207 ECD_01390	C6EET1_ECOBD		Predicted		Predicted transposase (Transposase, IS605 OrfB family)		Complete proteome	402	Transposase
C6EAS5	yadD ECBD_3487 ECD_00131	yadD		ECBD_3487 ECD_00131	C6EAS5_ECOBD		Predicted		Predicted transposase (Putative transposase YhgA family protein)		Complete proteome	300	Transposase
C6EA70	yhhI-1 ECBD_3404 ECD_00213	yhhI-1		ECBD_3404 ECD_00213	C6EA70_ECOBD		Predicted		Predicted transposase (Transposase IS4 family protein)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	378	Transposase
C6EEQ4	ydcC ECBD_2178 ECD_01418	ydcC		ECBD_2178 ECD_01418	C6EEQ4_ECOBD		Predicted		Putative uncharacterized protein ydcC (Transposase IS4 family protein)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	263	Transposase
C6EC80	insG ECBD_3764 ECD_04140	insG		ECBD_3764 ECD_04140	C6EC80_ECOBD		Predicted		IS4 predicted transposase (Transposase IS4 family protein)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	442	Transposase
C6EFG3	ECBD_0334			ECBD_0334	C6EFG3_ECOBD		Predicted		Putative transposase YhgA family protein		Complete proteome	292	Transposase
C6EDC3	ECBD_0058			ECBD_0058	C6EDC3_ECOBD		Predicted		Transposase IS3/IS911 family protein	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	103	Transposase
C6EIC8	ECBD_0756			ECBD_0756	C6EIC8_ECOBD		Predicted		Transposase IS4 family protein	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	326	Transposase
C6EB38	insL-2 insL-1 insL-3 insL-4 insL-5 ECBD_0970 ECBD_3075 ECBD_3217 ECBD_3603 ECD_00016 ECD_00390 ECD_00548 ECD_01767 ECD_02604	insL-2	insL-1 insL-3 insL-4 insL-5	ECBD_0970 ECBD_3075 ECBD_3217 ECBD_3603 ECD_00016 ECD_00390 ECD_00548 ECD_01767 ECD_02604	C6EB38_ECOBD		Predicted		Putative transposase insL for insertion sequence IS186 (Putative uncharacterized protein insL-1) (Putative uncharacterized protein insL-3) (Transposase IS4 family protein)	"GO:0003677; GO:0004803; GO:0006313"	Complete proteome	370	Transposase
