Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
YEJF_ECOLI	C6EA17_ECOBD	F1	ABC transporter related (Fused predicted oligopeptide transporter subunits of ABC superfamilly: ATP-binding components)	543.3613	529	3	3	5
BORD_ECOLI	C6EKD4_ECOBD	I	Bor family protein (Predicted lipoprotein)	"1,829.92"	97	4	6	37
	IPI:CON_00686012.3|TREMBL:Q0VCM5-R_ECOBD			747.3995	0	2	2	5
IDH_ECOLI	C6EGV5_ECOBD	B	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	772.4675	416	22	27	44
FABF_ECOLI	C6EHB9_ECOBD	A	3-oxoacyl-(Acyl carrier protein) synthase (EC 2.3.1.41) (3-oxoacyl-(Acyl-carrier-protein) synthase 2)	634.3923	413	18	21	41
PGK_ECOLI	C6EII3_ECOBD	A	Phosphoglycerate kinase (EC 2.7.2.3)	975.5722	387	17	20	31
ISCS_ECOLI	C6EKH7_ECOBD	A	Cysteine desulfurase (EC 2.8.1.7)	"1,592.77"	404	10	10	15
MSBB_ECOLI	C6EBX2_ECOBD	B	Lipid A biosynthesis (KDO)2-(Lauroyl)-lipid IVA acyltransferase	876.5191	323	9	9	14
YAIW_ECOLI	C6ELK9_ECOBD	I	Predicted DNA-binding transcriptional regulator (Putative uncharacterized protein)	"1,357.70"	364	7	7	10
Null	C6ECH4_ECOBD	B	HflC protein (Modulator for HflB protease specific for phage lambda cII repressor)	701.4052	334	66	122	362
YCEG_ECOLI	C6EHB7_ECOBD	B	Aminodeoxychorismate lyase (Predicted aminodeoxychorismate lyase) (EC 2.7.4.9)	860.4625	340	16	18	36
HTRB_ECOLI	C6EHF9_ECOBD	B	Lipid A biosynthesis lauroyl (Or palmitoleoyl) acyltransferase (Lipid A biosynthesis lauroyl acyltransferase) (EC 2.3.1.-)	749.3975	306	10	15	39
ATPG_ECOLI	C6EG70_ECOBD	F1	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	"1,787.94"	287	15	21	52
WECG_ECOLI	C6EG17_ECOBD	A	Glycosyl transferase, WecB/TagA/CpsF family (EC 2.4.1.187) (Putative UDP-N-acetyl-D-mannosaminuronic acid transferase) (EC 2.4.1.-)	800.4625	246	19	26	56
RL1_ECOLI	C6EE35_ECOBD	A	50S ribosomal protein L1	579.3501	234	12	16	31
NUOB_ECOLI	C6E9R5_ECOBD	F1	NADH-quinone oxidoreductase subunit B (EC 1.6.99.5) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	"1,136.57"	220	9	10	21
LOLD_ECOLI	C6EGX5_ECOBD	F1	Lipoprotein releasing system, ATP-binding protein (Outer membrane-specific lipoprotein transporter subunit)	"1,589.83"	233	10	11	20
ATPF_ECOLI	C6EG67_ECOBD	B	ATP synthase subunit b	"1,059.58"	156	48	101	994
PTH_ECOLI	C6EGR2_ECOBD	A	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	"1,215.62"	194	3	3	4
	IPI:CON_00468956.4|SWISS-PROT:Q9R0H5_ECOBD			"1,064.56"	0	2	2	3
LPTC_ECOLI	C6EH28_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yrbK)	"1,436.70"	191	12	13	27
RL13_ECOLI	C6EH01_ECOBD	A	50S ribosomal protein L13	"1,121.62"	142	7	7	13
RCSF_ECOLI	C6EA88_ECOBD	I	Outer membrane lipoprotein (Predicted outer membrane protein, signal)	807.403	134	7	10	44
YHCB_ECOLI	C6EGZ9_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yhcB)	"1,034.51"	132	17	39	255
MALK_ECOLI	C6EDY7_ECOBD	F1	ABC transporter related (Fused maltose transport subunit, ATP-binding component of ABC superfamily/regulatory protein)	"1,022.57"	371	2	2	3
RL17_ECOLI	C6EGH2_ECOBD	A	50S ribosomal protein L17	"1,238.78"	127	10	12	36
YHJG_ECOLI	C6EEF9_ECOBD	B	AsmA family protein (Predicted outer membrane biogenesis protein)	"1,137.54"	691	30	36	57
GNTT_ECOLI	C6EFF9_ECOBD	B	Gluconate transporter (Gluconate transporter, high-affinity GNT I system)	"2,037.09"	438	8	15	149
	C6EA50-R_ECOBD			702.4146	0	1	1	1
	C6EH42-R_ECOBD			979.5095	0	1	1	1
YLBG_ECOLI	C6EKW3_ECOBD	A	Predicted DNA-binding transcriptional regulator (Putative uncharacterized protein)	703.3733	123	1	2	2
NHAB_ECOLI	C6EGT1_ECOBD	B	Na(+)/H(+) antiporter nhaB (Sodium/proton antiporter nhaB)	894.4139	513	7	7	22
COPA_ECOLI	C6EKY0_ECOBD	B	Copper transporter (EC 3.6.3.10) (Copper-translocating P-type ATPase)	"1,096.64"	834	33	44	168
SRP54_ECOLI	C6EJY2_ECOBD	F1	Signal Recognition Particle (SRP) component with 4.5S RNA (Ffs) (Signal recognition particle protein)	"1,284.66"	453	24	26	65
ODP2_ECOLI	C6EAU2_ECOBD	F1	Dihydrolipoamide acetyltransferase (EC 2.3.1.12) (Pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase) (EC 2.3.1.12)	"2,170.11"	630	25	28	76
YEJM_ECOLI	C6EA09_ECOBD	B	Predicted hydrolase, inner membrane (Sulfatase)	"1,349.69"	586	29	49	112
GLTP_ECOLI	C6ED48_ECOBD	B	Glutamate/aspartate:proton symporter (Sodium:dicarboxylate symporter)	722.3831	437	13	15	62
PFLB_ECOLI	C6EI79_ECOBD	A	Formate acetyltransferase (EC 2.3.1.54) (Pyruvate formate lyase I) (EC 2.3.1.54)	"1,935.99"	760	19	21	30
BCSB_ECOLI	C6EEF1_ECOBD	B	Cellulose synthase subunit B	"1,629.88"	767	32	41	68
CYOA_ECOLI	C6EL34_ECOBD	B	Cytochrome o ubiquinol oxidase subunit II (EC 1.10.3.-) (Ubiquinol oxidase, subunit II)	"1,542.66"	315	13	43	341
ASMA_ECOLI	C6EAP3_ECOBD	B	AsmA family protein (Predicted assembly protein)	938.5195	617	41	57	97
BETT_ECOLI	C6ELR7_ECOBD	B	Choline transporter of high affinity (Choline/carnitine/betaine transporter)	989.5779	677	10	12	60
GSIB_ECOLI	C6EIV2_ECOBD	G	Extracellular solute-binding protein family 5	"1,074.57"	512	10	11	12
TOLA_ECOLI	C6EJJ8_ECOBD	B	Cell envelope integrity inner membrane protein TolA (Protein TolA)	945.5	421	43	52	139
SECF_ECOLI	C6ELH5_ECOBD	B	Protein export protein SecF (Protein-export membrane protein SecF)	"1,382.72"	323	10	27	187
YFJD_ECOLI	C6EJY0_ECOBD	B	Putative uncharacterized protein	"1,018.52"	420	21	30	57
HEMX_ECOLI	C6EG12_ECOBD	B	Predicted uroporphyrinogen III methylase (EC 2.1.1.107) (Uroporphyrinogen-III C-methyltransferase) (EC 2.1.1.107)	664.3448	401	58	119	502
YCIM_ECOLI	C6EFV4_ECOBD	G	Putative uncharacterized protein yciM (Tetratricopeptide domain protein)	"1,011.63"	389	19	23	50
CARA_ECOLI	C6EB20_ECOBD	A	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	"1,325.67"	382	3	3	3
MDH_ECOLI	C6EGZ6_ECOBD	F1	Malate dehydrogenase (EC 1.1.1.37)	"1,247.74"	312	13	17	36
DEDD_ECOLI	C6ELD9_ECOBD	B	Putative uncharacterized protein dedD (Sporulation domain protein)	"1,522.76"	220	10	13	25
MEPA_ECOLI	C6ELC5_ECOBD	G	Penicillin-insensitive murein endopeptidase (EC 3.4.-.-) (Peptidase U6 penicillin-insensitive murein endopeptidase)	"1,116.60"	274	1	1	1
UCPA_ECOLI	C6EL51_ECOBD	A	Short chain dehydrogenase (Short-chain dehydrogenase/reductase SDR)	"1,640.93"	263	1	1	1
NLPE_ECOLI	C6EA92_ECOBD	I	Copper resistance lipoprotein NlpE (Lipoprotein involved with copper homeostasis and adhesion)	871.4885	236	6	8	10
METQ_ECOLI	C6EA87_ECOBD	E	DL-methionine transporter subunit (Lipoprotein, YaeC family)	"1,289.63"	271	46	84	324
HISP_ECOLI	C6ELE7_ECOBD	F1	ABC transporter related (Histidine/lysine/arginine/ornithine transporter subunit)	943.532	257	10	12	22
YTFQ_ECOLI	C6ECC1_ECOBD	G	Periplasmic binding protein/LacI transcriptional regulator (Predicted sugar transporter subunit: periplasmic-binding component of ABC superfamily)	"1,503.78"	318	4	4	5
Null	C6EB48_ECOBD	A	Putative glycosyltransferase WbbA (Putative uncharacterized protein)	902.4691	248	5	6	10
ATPL_ECOLI	C6EG66_ECOBD	B	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (Lipid-binding protein)	"1,064.65"	79	3	3	22
ARTQ_ECOLI	C6EIB9_ECOBD	B	Arginine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	"1,726.91"	238	2	2	5
RL10_ECOLI	C6EE34_ECOBD	A	50S ribosomal protein L10	906.5043	165	15	16	47
CREA_ECOLI	C6EBH4_ECOBD	G	CreA family protein (Putative uncharacterized protein creA)	877.4778	157	5	6	11
RS12_ECOLI	C6EGC2_ECOBD	A	30S ribosomal protein S12	906.4351	124	4	5	32
RUMA_ECOLI	C6EJ87_ECOBD	A	23S rRNA (Uracil-5-)-methyltransferase (EC 2.1.1.-) (RNA methyltransferase, TrmA family) (EC 2.1.1.35)	751.4097	433	1	1	2
RL11_ECOLI	C6EE36_ECOBD	A	50S ribosomal protein L11	"1,512.88"	142	7	8	15
ELAB_ECOLI	C6E9T3_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein elaB)	"1,536.75"	101	6	7	16
LEP_ECOLI	C6EK19_ECOBD	B	Signal peptidase I (EC 3.4.21.89)	995.5522	324	28	41	110
NUOH_ECOLI	C6E9S0_ECOBD	B	NADH-quinone oxidoreductase subunit H (EC 1.6.99.5) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	"1,590.82"	325	6	10	76
	C6EB45-R_ECOBD			704.3574	0	1	1	1
ZIPA_ECOLI	C6EL66_ECOBD	B	Cell division protein zipA	627.2918	328	16	32	78
KGTP_ECOLI	C6EJZ9_ECOBD	B	Alpha-ketoglutarate transporter (Metabolite/H+ symporter, major facilitator superfamily (MFS))	"1,810.87"	432	5	8	46
FLK_ECOLI	C6ELD2_ECOBD	B	Flagella assembly protein (Predicted flagella assembly protein)	"1,061.56"	331	11	13	18
RS2_ECOLI	C6EAB6_ECOBD	A	30S ribosomal protein S2	"1,066.59"	241	30	37	99
	C6EIN6-R_ECOBD			"1,392.67"	0	1	1	1
YDIJ_ECOLI	C6ECR9_ECOBD	A	FAD linked oxidase domain protein (Predicted FAD-linked oxidoreductase)	873.4901	1018	47	56	205
RL14_ECOLI	C6EGF6_ECOBD	A	50S ribosomal protein L14	899.5058	123	10	13	42
CYDB_ECOLI	C6EJK4_ECOBD	B	Cytochrome d terminal oxidase, subunit II (EC 1.9.3.-) (Cytochrome d ubiquinol oxidase, subunit II)	"1,564.71"	379	4	5	22
RPOB_ECOLI	C6EE32_ECOBD	A	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	896.5929	1342	20	20	22
LNT_ECOLI	C6EK38_ECOBD	B	Apolipoprotein N-acyltransferase	"1,215.53"	512	21	29	106
	IPI:CON_CASA1|SWISS-PROT:P02662_ECOBD			"1,641.87"	0	8	16	263
TYPA_ECOLI	C6EF30_ECOBD	A	GTP-binding protein (GTP-binding protein TypA)	"1,232.66"	607	4	4	4
YBHL_ECOLI	C6EIZ6_ECOBD	B	Predicted inner membrane protein (Putative uncharacterized protein)	901.4738	234	1	1	19
NUPC_ECOLI	C6EL76_ECOBD	B	Nucleoside (Except guanosine) transporter (Nucleoside transporter)	"1,656.80"	400	7	11	58
G6PI_ECOLI	C6EDZ9_ECOBD	A	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (Phosphohexose isomerase)	"1,051.51"	549	3	3	6
MIAB_ECOLI	C6EK34_ECOBD	A	Isopentenyl-adenosine A37 tRNA methylthiolase (tRNA-i(6)A37 thiotransferase enzyme MiaB)	"2,600.33"	474	3	3	4
GLYA_ECOLI	C6EKF6_ECOBD	A	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	"1,010.52"	417	12	12	13
WZZE_ECOLI	C6EG27_ECOBD	B	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein (Lipopolysaccharide biosynthesis protein)	"1,069.54"	348	23	39	110
	C6ELF3-R_ECOBD			558.3358	0	1	1	1
YOBD_ECOLI	C6EC10_ECOBD	B	UPF0266 membrane protein yobD	"1,277.79"	152	1	1	1
UGPC_ECOLI	C6EFC4_ECOBD	F1	ABC transporter related	"1,445.70"	356	6	6	10
YJIN_ECOLI	C6EBP2_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)	807.4836	426	9	11	15
FTSQ_ECOLI	C6EAW2_ECOBD	B	Cell division protein FtsQ (Membrane anchored protein involved in growth of wall at septum)	787.4673	276	10	11	19
GLTI_ECOLI	C6EK40_ECOBD	G	Extracellular solute-binding protein family 3 (Glutamate and aspartate transporter subunit)	"1,041.61"	302	19	22	33
EMRA_ECOLI	C6EJU1_ECOBD	B	Efflux pump membrane protein (Multidrug efflux system)	804.4573	390	37	56	117
HEMY_ECOLI	C6EG13_ECOBD	B	HemY protein (Predicted protoheme IX synthesis protein)	"1,689.89"	398	44	80	295
DTPA_ECOLI	C6EDL1_ECOBD	B	Amino acid/peptide transporter (Putative tripeptide transporter permease)	"1,280.58"	500	1	5	21
GLRX2_ECOLI	C6EHE9_ECOBD	A	Glutaredoxin 2 (Grx2) (Glutaredoxin, GrxB family)	724.4064	215	4	4	6
	C6EBJ2-R_ECOBD			718.3841	0	1	1	9
TESA_ECOLI	C6EKX0_ECOBD	G	Lysophospholipase (EC 3.1.1.5) (Multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1) (EC 3.1.1.5) (EC 3.1.2.-)	843.4936	208	3	3	3
SODF_ECOLI	C6ECU7_ECOBD	A	Superoxide dismutase (EC 1.15.1.1)	"1,235.67"	193	2	2	3
YIIQ_ECOLI	C6EEX8_ECOBD	G	Putative uncharacterized protein (Putative uncharacterized protein yiiQ)	"1,058.66"	199	8	9	16
SKP_ECOLI	C6EAA7_ECOBD	G	Outer membrane chaperone Skp (OmpH) (Periplasmic chaperone)	659.4087	161	18	22	44
MSCL_ECOLI	C6EGH6_ECOBD	B	Large-conductance mechanosensitive channel	"1,209.65"	136	8	9	15
MLAC_ECOLI	C6EH35_ECOBD	G	Predicted ABC-type organic solvent transporter (Toluene tolerance family protein)	"1,125.64"	211	14	19	37
RECG_ECOLI	C6EDD8_ECOBD	A	ATP-dependent DNA helicase (EC 3.6.1.-) (ATP-dependent DNA helicase RecG)	629.3982	693	2	2	2
TOLQ_ECOLI	C6EJK0_ECOBD	B	Membrane spanning protein in TolA-TolQ-TolR complex (Protein TolQ)	"1,169.53"	230	16	28	68
RS11_ECOLI	C6EGG9_ECOBD	A	30S ribosomal protein S11	819.4471	129	3	4	10
CYDD_ECOLI	C6EI95_ECOBD	B	ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease/ATP-binding protein CydD (Fused cysteine transporter subunits of ABC superfamily: membrane component/ATP-binding component)	"1,095.52"	588	30	46	202
CYOB_ECOLI	C6EL35_ECOBD	B	Cytochrome o ubiquinol oxidase subunit I (EC 1.10.3.-) (Cytochrome o ubiquinol oxidase, subunit I) (EC 1.9.3.1)	914.4112	663	17	30	290
PROW_ECOLI	C6EJU7_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Glycine betaine transporter subunit)	721.3627	354	4	6	14
NUSA_ECOLI	C6EH56_ECOBD	A	NusA antitermination factor (Transcription elongation factor NusA)	758.452	495	4	4	4
MACB_ECOLI	C6EIA2_ECOBD	B	ABC transporter related (Fused macrolide transporter subunits of ABC superfamily: ATP-binding component/membrane component)	629.3981	648	14	15	21
KEFB_ECOLI	C6EGB3_ECOBD	B	Glutathione-regulated potassium-efflux system protein kefB (K(+)/H(+) antiporter) (NEM-activatable K(+)/H(+) antiporter)	730.4458	601	10	10	14
DEOB_ECOLI	C6EBI8_ECOBD	A	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	"1,115.66"	407	18	19	44
MREB_ECOLI	C6EGL0_ECOBD	F1	Cell shape determining protein, MreB/Mrl family (Cell wall structural complex MreBCD, actin-like component MreB)	"1,284.71"	347	7	7	17
LPTB_ECOLI	C6EH26_ECOBD	F1	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	"1,111.58"	241	12	13	20
LOLB_ECOLI	C6EGQ7_ECOBD	I	Outer-membrane lipoprotein lolB	809.3789	207	21	34	89
	IPI:CON_IPI00329306.3|SWISS-PROT:Q7RTS7_ECOBD			"1,001.54"	0	5	5	29
SPY_ECOLI	C6ECL5_ECOBD	G	Envelope stress induced periplasmic protein (Putative uncharacterized protein)	"1,017.52"	161	1	1	1
YQJE_ECOLI	C6EHP4_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)	"1,118.53"	134	5	7	14
PSPC_ECOLI	C6EFS6_ECOBD	B	DNA-binding transcriptional activator (Phage shock protein C, PspC)	849.4248	119	12	18	135
YQJD_ECOLI	C6EHP5_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yqjD)	752.3573	101	8	10	21
YQJK_ECOLI	C6EHP3_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yqjK)	761.4152	99	3	3	5
PSD_ECOLI	C6ECW5_ECOBD	F1	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65)	"1,356.68"	322	21	24	55
AROA_ECOLI	C6EI74_ECOBD	A	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase)	"1,274.68"	427	1	1	1
YHII_ECOLI	C6EEJ7_ECOBD	B	Predicted HlyD family secretion protein (Secretion protein HlyD family protein)	"1,239.67"	355	34	47	76
CDH_ECOLI	C6EEY0_ECOBD	B	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase)	"1,060.54"	251	18	24	36
EXBB_ECOLI	C6EHY7_ECOBD	B	Membrane spanning protein in TonB-ExbB-ExbD complex (TonB-system energizer ExbB)	"1,071.58"	244	7	12	30
YIAF_ECOLI	C6EEC7_ECOBD	E	Putative uncharacterized protein (Putative uncharacterized protein yiaF)	"1,416.73"	236	13	38	129
	C6E9Z4-R_ECOBD			952.4483	0	1	1	1
NUOCD_ECOLI	C6E9R6_ECOBD	F1	NADH dehydrogenase I, D subunit (NADH:ubiquinone oxidoreductase, chain C,D) (EC 1.6.5.3)	"1,173.63"	600	33	40	82
UPPP_ECOLI	C6EHT8_ECOBD	B	Undecaprenol kinase (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)	"1,455.69"	273	2	4	42
NUOK_ECOLI	C6E9S3_ECOBD	B	NADH-quinone oxidoreductase subunit K (EC 1.6.99.5) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	"1,421.67"	100	4	5	42
YEGH_ECOLI	C6EAP4_ECOBD	B	Fused predicted membrane protein/predicted membrane protein (Integral membrane protein TerC)	"1,882.00"	527	18	20	32
NARZ_ECOLI	C6EEP7_ECOBD	F1	Nitrate reductase 2 (NRZ), alpha subunit (EC 1.7.99.4) (Nitrate reductase, alpha subunit)	549.3144	1246	1	1	1
GSA_ECOLI	C6EAD0_ECOBD	A	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase)	"1,225.62"	426	8	10	14
SLYD_ECOLI	C6EGB5_ECOBD	A	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	"1,611.75"	196	4	5	18
AVTA_ECOLI	C6EEA7_ECOBD	A	Aminotransferase class I and II (Valine-pyruvate transaminase) (EC 2.6.1.66)	"1,346.77"	417	1	1	1
	IPI:CON_00703333.3|TREMBL:Q0V8M9;Q9TRI0_ECOBD			"1,256.75"	0	1	1	1
AGP_ECOLI	C6EHK5_ECOBD	G	Glucose-1-phosphatase (EC 3.1.3.10) (Glucose-1-phosphatase/inositol phosphatase) (EC 3.1.3.10)	"1,683.80"	413	18	26	40
PURP_ECOLI	C6EG89_ECOBD	B	Predicted inner membrane protein (Xanthine/uracil/vitamin C permease)	703.3622	445	4	11	45
LGT_ECOLI	C6EJ41_ECOBD	B	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	"1,073.55"	291	5	5	10
OMPX_ECOLI	C6EIW8_ECOBD	H	Outer membrane protein X (Virulence-related outer membrane protein)	942.4163	171	12	19	98
RPOE_ECOLI	C6EK14_ECOBD	F1	RNA polymerase sigma factor	920.4948	191	11	11	30
LPTE_ECOLI	C6EK52_ECOBD	I	Minor lipoprotein (Rare lipoprotein B)	"1,123.53"	193	15	23	62
RL4_ECOLI	C6EGE7_ECOBD	A	50S ribosomal protein L4	916.5462	201	11	11	23
RS8_ECOLI	C6EGG0_ECOBD	A	30S ribosomal protein S8	901.5101	130	3	3	11
RS5_ECOLI	C6EGG3_ECOBD	A	30S ribosomal protein S5	685.4355	167	17	23	66
ACON2_ECOLI	C6EAT9_ECOBD	A	Aconitate hydratase 2 (EC 4.2.1.3)	984.482	865	35	38	68
RFAQ_ECOLI	C6EDF9_ECOBD	A	Lipopolysaccharide heptosyltransferase III	"3,335.70"	340	10	11	17
WECA_ECOLI	C6EG28_ECOBD	B	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase (EC 2.4.1.-) (Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase)	638.3256	367	5	5	16
IF2_ECOLI	C6EH57_ECOBD	A	Translation initiation factor IF-2	830.473	890	24	26	57
YRAM_ECOLI	C6EH78_ECOBD	I	LppC family lipoprotein (Putative uncharacterized protein yraM)	"1,483.75"	678	34	45	77
SECA_ECOLI	C6EAV7_ECOBD	F1	Protein translocase subunit secA	914.5167	901	55	73	213
GLMS_ECOLI	C6EG74_ECOBD	A	D-fructose-6-phosphate amidotransferase (EC 2.6.1.16) (Glucosamine/fructose-6-phosphate aminotransferase, isomerizing)	"1,227.69"	609	4	4	7
YHJJ_ECOLI	C6EEF6_ECOBD	G	Peptidase M16 domain protein (Predicted zinc-dependent peptidase)	663.4188	498	23	25	34
	IPI:CON_IPI00011694.1|SWISS-PROT:P07477_ECOBD			906.5044	0	2	3	47
HISQ_ECOLI	C6ELE5_ECOBD	B	Histidine/lysine/arginine/ornithine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	"1,543.89"	228	5	5	13
KDTA_ECOLI	C6EDF8_ECOBD	B	3-deoxy-D-manno-octulosonic-acid transferase (Three-deoxy-D-manno-octulosonic-acid transferase domain protein)	"1,094.70"	425	21	24	61
LOLE_ECOLI	C6EGX4_ECOBD	B	Lipoprotein releasing system, transmembrane protein LolE	673.388	412	12	14	26
MLAF_ECOLI	C6EH32_ECOBD	F1	ABC transporter related (Predicted toluene transporter subunit: ATP-binding component of ABC superfamily)	724.3624	269	13	18	29
YGER_ECOLI	C6EIP3_ECOBD	I	Peptidase M23 (Tetratricopeptide repeat transcriptional regulator)	880.4636	251	5	5	6
ARTI_ECOLI	C6EIB8_ECOBD	G	Arginine transporter subunit (Cationic amino acid ABC transporter, periplasmic binding protein)	"1,749.91"	243	13	15	25
HIS5_ECOLI	C6EB62_ECOBD	A	Imidazole glycerol phosphate synthase subunit HisH (EC 2.4.2.-) (Imidazole glycerol phosphate synthase, glutamine amidotransferase subunit)	"2,043.01"	196	1	1	1
SLMA_ECOLI	C6EDF0_ECOBD	A	Nucleoid occlusion protein (Transcriptional regulator, TetR family)	"1,406.76"	198	1	1	1
RLPA_ECOLI	C6EK60_ECOBD	I	Minor lipoprotein (Rare lipoprotein A)	"1,375.69"	362	17	21	45
TPX_ECOLI	C6EFQ8_ECOBD	A	Redoxin domain protein (Thiol peroxidase) (EC 1.11.1.-)	"1,506.79"	168	7	8	11
FTSL_ECOLI	C6EAX2_ECOBD	B	Cell division protein FtsL (Membrane bound cell division protein at septum containing leucine zipper motif)	"1,965.01"	121	1	1	1
	C6EF74-R_ECOBD			846.4316	0	1	1	1
	C6EB34-R_ECOBD			917.5052	0	1	1	1
TRUC_ECOLI	C6EJ81_ECOBD	A	Pseudouridine synthase (EC 5.4.99.-)	690.357	260	1	1	1
	IPI:CON_Trypsin|SWISS-PROT:P00761|TRYP_PIG_ECOBD			907.4885	0	1	1	1
AROP_ECOLI	C6EAU5_ECOBD	B	Amino acid permease-associated region	"1,456.70"	456	3	4	6
HRPA_ECOLI	C6EEV0_ECOBD	A	ATP-dependent helicase HrpA	"1,010.51"	1300	4	4	7
MLAE_ECOLI	C6EH33_ECOBD	B	Predicted toluene transporter subunit: membrane component of ABC superfamily (Putative uncharacterized protein)	"1,305.68"	260	8	11	63
NHAA_ECOLI	C6EB35_ECOBD	B	Na+/H+ antiporter NhaA (pH-dependent sodium/proton antiporter)	"3,292.78"	388	5	7	37
CVRA_ECOLI	C6EGS6_ECOBD	B	Potassium/proton antiporter (Sodium/hydrogen exchanger)	"1,457.77"	578	9	9	21
RCSC_ECOLI	C6E9Y2_ECOBD	B	Histidine kinase	"1,050.55"	949	45	59	118
CLPB_ECOLI	C6EJZ8_ECOBD	A	ATP-dependent chaperone ClpB (Protein disaggregation chaperone)	"1,044.54"	857	11	11	13
YICH_ECOLI	C6EDD4_ECOBD	B	AsmA family protein (Putative uncharacterized protein yicH)	"1,166.62"	569	37	63	157
SLT_ECOLI	C6EBH9_ECOBD	G	Lytic murein transglycosylase, soluble (EC 3.2.1.-) (Lytic transglycosylase catalytic)	959.4581	645	17	18	18
DCYD_ECOLI	C6EBE2_ECOBD	A	Pyridoxal phosphate-dependent enzyme, D-cysteine desulfhydrase family (EC 4.4.1.15)	759.4359	328	1	1	1
RS1_ECOLI	C6EI71_ECOBD	A	30S ribosomal protein S1 (Ribosomal protein S1)	703.3985	557	31	36	47
YJBB_ECOLI	C6EE04_ECOBD	B	Predicted transporter (Sodium-dependent inorganic phosphate (Pi) transporter)	601.3417	543	16	20	39
ILVC_ECOLI	C6EG37_ECOBD	A	Ketol-acid reductoisomerase (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (Alpha-keto-beta-hydroxylacil reductoisomerase)	997.4962	491	8	8	8
UGPB_ECOLI	C6EFC1_ECOBD	G	Extracellular solute-binding protein family 1 (Glycerol-3-phosphate transporter subunit)	917.4687	438	13	13	15
MDTG_ECOLI	C6EHG0_ECOBD	B	Major facilitator superfamily MFS_1 (Predicted drug efflux system)	813.4577	408	2	2	4
DHSB_ECOLI	C6EJL3_ECOBD	F1	Succinate dehydrogenase and fumarate reductase iron-sulfur protein (EC 1.3.99.1) (Succinate dehydrogenase, FeS subunit) (EC 1.3.99.1)	"1,183.55"	238	21	29	65
	C6EAM4-R_ECOBD			687.4188	0	1	1	1
HISM_ECOLI	C6ELE6_ECOBD	B	Histidine/lysine/arginine/ornithine transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	"1,165.60"	238	1	1	1
	IPI:CON_00384444.5|SWISS-PROT:P02533_ECOBD			809.4404	0	17	21	188
YFBV_ECOLI	C6ELF8_ECOBD	B	UPF0208 membrane protein yfbV	"1,044.58"	151	2	2	3
RDGC_ECOLI	C6ELJ1_ECOBD	A	Putative exonuclease RdgC	"1,128.64"	325	1	1	3
