Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
DEGS_ECOLI	C6EGZ7_ECOBD	B	Periplasmic serine protease DegS (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	827.4735	355	12	16	25
LEP_ECOLI	C6EK19_ECOBD	B	Signal peptidase I (EC 3.4.21.89)	"1,027.52"	324	20	26	39
ARTP_ECOLI	C6EIB7_ECOBD	F1	Arginine transporter ATP-binding subunit (Arginine transporter subunit)	"1,100.61"	242	4	5	7
GSIC_ECOLI	C6EIV1_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Predicted peptide transporter subunit: membrane component of ABC superfamily)	"1,113.60"	306	4	4	4
	IPI:CON_CASA2|SWISS-PROT:P02663_ECOBD			903.4683	0	6	6	13
COPA_ECOLI	C6EKY0_ECOBD	B	Copper transporter (EC 3.6.3.10) (Copper-translocating P-type ATPase)	"1,096.64"	834	15	17	46
YHJU_ECOLI	C6EEE5_ECOBD	B	Cellulose synthase operon protein YhjU (Predicted inner membrane protein)	790.424	559	2	2	2
DEGQ_ECOLI	C6EGZ8_ECOBD	G	Protease Do (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	"1,144.66"	455	31	40	72
MREB_ECOLI	C6EGL0_ECOBD	F1	Cell shape determining protein, MreB/Mrl family (Cell wall structural complex MreBCD, actin-like component MreB)	855.4683	347	8	9	20
SOHB_ECOLI	C6EFW5_ECOBD	B	Peptidase S49 domain protein (Predicted inner membrane peptidase)	"2,403.29"	349	8	12	37
	IPI:CON_CASB|SWISS-PROT:P02666_ECOBD			780.4979	0	5	6	24
HEMX_ECOLI	C6EG12_ECOBD	B	Predicted uroporphyrinogen III methylase (EC 2.1.1.107) (Uroporphyrinogen-III C-methyltransferase) (EC 2.1.1.107)	"1,759.96"	401	52	81	192
PBPB_ECOLI	C6EAD5_ECOBD	B	Penicillin-binding protein 1B (Penicillin-binding protein 1b) (EC 2.4.1.129) (EC 3.4.-.-)	"1,108.54"	841	44	61	148
YNCD_ECOLI	C6EER2_ECOBD	H	Predicted iron outer membrane transporter (TonB-dependent receptor)	975.4643	700	2	2	4
FRDA_ECOLI	C6ECW9_ECOBD	F1	Fumarate reductase (EC 1.3.99.1) (Fumarate reductase, flavoprotein subunit)	974.4902	602	1	1	1
PTGCB_ECOLI	C6EGZ1_ECOBD	B	Fused glucose-specific PTS enzymes: IIB component/IIC component (EC 2.7.1.69) (PTS system, glucose-specific IIBC subunit) (EC 2.7.1.69)	905.4839	477	21	26	48
RADA_ECOLI	C6EBI2_ECOBD	A	DNA repair protein radA	"1,135.69"	460	5	6	10
YOJI_ECOLI	C6E9Y8_ECOBD	B	Cyclic peptide transporter (Fused predicted multidrug transport subunits of ABC superfamily: membrane component/ATP-binding component)	"1,441.73"	547	4	4	6
YCIM_ECOLI	C6EFV4_ECOBD	G	Putative uncharacterized protein yciM (Tetratricopeptide domain protein)	"1,250.62"	389	6	8	12
CYCA_ECOLI	C6ECD6_ECOBD	B	Amino acid permease-associated region (D-alanine/D-serine/glycine transporter)	"1,654.85"	470	4	6	13
AAT_ECOLI	C6EI54_ECOBD	A	Aspartate aminotransferase, PLP-dependent (EC 2.6.1.1) (Aspartate transaminase) (EC 2.6.1.1)	834.472	396	4	4	4
SAPD_ECOLI	C6EFU1_ECOBD	F1	Oligopeptide/dipeptide ABC transporter, ATPase subunit (Predicted antimicrobial peptide transporter subunit)	"2,075.17"	330	1	1	1
YBHG_ECOLI	C6EIY7_ECOBD	B	Secretion protein HlyD family protein	"1,204.63"	331	19	25	34
MENA_ECOLI	C6EE79_ECOBD	B	1,4-dihydroxy-2-naphthoate octaprenyltransferase	"1,205.63"	308	6	6	8
RS11_ECOLI	C6EGG9_ECOBD	A	30S ribosomal protein S11	819.4471	129	3	3	5
TNAA_ECOLI	C6EG95_ECOBD	A	Tryptophanase (EC 4.1.99.1) (Tryptophanase/L-cysteine desulfhydrase, PLP-dependent) (EC 4.1.99.1)	"1,343.79"	471	2	2	5
RMUC_ECOLI	C6EF64_ECOBD	B	Predicted recombination limiting protein (Putative uncharacterized protein)	915.4643	475	3	3	4
PGK_ECOLI	C6EII3_ECOBD	A	Phosphoglycerate kinase (EC 2.7.2.3)	975.5722	387	9	10	10
AROP_ECOLI	C6EAU5_ECOBD	B	Amino acid permease-associated region	859.4996	456	2	3	5
WZZB_ECOLI	C6EB58_ECOBD	B	Lipopolysaccharide biosynthesis protein	"1,242.72"	326	18	22	53
PANC_ECOLI	C6EAS4_ECOBD	A	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	"1,311.81"	283	2	2	3
PPIA_ECOLI	C6EFL3_ECOBD	G	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	"1,003.49"	190	6	12	43
YFGM_ECOLI	C6EKJ6_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yfgM)	"2,222.09"	206	17	22	45
OSME_ECOLI	C6ECL9_ECOBD	I	DNA-binding transcriptional activator (SmpA/OmlA domain protein)	"1,059.58"	112	5	6	13
CSRD_ECOLI	C6EGK8_ECOBD	B	Conserved inner membrane protein (Diguanylate cyclase/phosphodiesterase)	971.5157	646	2	2	2
YIBP_ECOLI	C6EDH6_ECOBD	G	Peptidase M23 (Protease with a role in cell division)	930.5256	419	21	21	35
TOLA_ECOLI	C6EJJ8_ECOBD	B	Cell envelope integrity inner membrane protein TolA (Protein TolA)	989.5262	421	19	23	41
DSBD_ECOLI	C6ECY9_ECOBD	B	Thiol:disulfide interchange protein dsbD (EC 1.8.1.8) (Protein-disulfide reductase)	"2,467.34"	565	7	11	27
CVRA_ECOLI	C6EGS6_ECOBD	B	Potassium/proton antiporter (Sodium/hydrogen exchanger)	"1,338.68"	578	7	7	9
CYOB_ECOLI	C6EL35_ECOBD	B	Cytochrome o ubiquinol oxidase subunit I (EC 1.10.3.-) (Cytochrome o ubiquinol oxidase, subunit I) (EC 1.9.3.1)	"1,199.54"	663	12	14	38
YBJT_ECOLI	C6EIB2_ECOBD	B	Conserved protein with NAD(P)-binding Rossmann-fold domain (NAD-dependent epimerase/dehydratase)	"1,026.59"	476	5	5	8
GNTT_ECOLI	C6EFF9_ECOBD	B	Gluconate transporter (Gluconate transporter, high-affinity GNT I system)	"1,487.81"	438	7	10	24
NHAA_ECOLI	C6EB35_ECOBD	B	Na+/H+ antiporter NhaA (pH-dependent sodium/proton antiporter)	821.4563	388	4	5	11
CYOC_ECOLI	C6EL36_ECOBD	B	Cytochrome o ubiquinol oxidase subunit III (EC 1.10.3.-) (Cytochrome o ubiquinol oxidase, subunit III)	748.3948	204	1	1	1
YGAU_ECOLI	C6EJW0_ECOBD	A	Peptidoglycan-binding LysM (Putative uncharacterized protein ygaU)	"1,898.06"	149	10	11	17
Null	C6EFS7_ECOBD	B	Phage shock protein B	"1,191.56"	74	9	14	50
EFG_ECOLI	C6EGC4_ECOBD	A	Elongation factor G (EF-G)	"1,701.88"	704	12	13	28
SURA_ECOLI	C6EB00_ECOBD	G	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Peptidylprolyl isomerase) (EC 5.2.1.8)	"1,360.68"	428	5	7	7
RPOA_ECOLI	C6EGH1_ECOBD	A	DNA-directed RNA polymerase subunit alpha (EC 2.7.7.6) (DNA-directed RNA polymerase, alpha subunit)	"1,006.53"	329	6	6	6
WZZE_ECOLI	C6EG27_ECOBD	B	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein (Lipopolysaccharide biosynthesis protein)	859.4632	348	20	32	67
PSTB_ECOLI	C6EG78_ECOBD	F1	Phosphate ABC transporter, ATPase subunit (Phosphate transporter subunit)	932.4836	257	13	15	19
PROQ_ECOLI	C6EBZ8_ECOBD	A	ProQ activator of osmoprotectant transporter ProP (Putative solute/DNA competence effector)	"1,224.67"	232	4	4	4
METQ_ECOLI	C6EA87_ECOBD	E	DL-methionine transporter subunit (Lipoprotein, YaeC family)	803.4258	271	36	60	266
YNFC_ECOLI	C6EDR3_ECOBD	E	Putative uncharacterized protein	961.495	248	3	3	3
NFUA_ECOLI	C6EFG0_ECOBD	A	Fe/S biogenesis protein nfuA	"1,371.72"	191	1	1	1
DHSA_ECOLI	C6EJL4_ECOBD	F1	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1) (Succinate dehydrogenase or fumarate reductase, flavoprotein subunit)	759.4547	588	29	40	104
BETT_ECOLI	C6ELR7_ECOBD	B	Choline transporter of high affinity (Choline/carnitine/betaine transporter)	967.4667	677	8	8	17
ATPB_ECOLI	C6EG71_ECOBD	F1	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	"1,107.55"	460	21	24	38
PYRD_ECOLI	C6EI37_ECOBD	F1	Dihydroorotate dehydrogenase (EC 1.3.5.2) (DHOdehase) (Dihydroorotate oxidase)	762.4179	336	15	20	41
RFAL_ECOLI	C6EDG8_ECOBD	B	Lipid A-core, surface polymer ligase (O-antigen polymerase)	"1,009.54"	417	1	1	1
RL17_ECOLI	C6EGH2_ECOBD	A	50S ribosomal protein L17	"1,045.56"	127	5	5	23
GLTP_ECOLI	C6ED48_ECOBD	B	Glutamate/aspartate:proton symporter (Sodium:dicarboxylate symporter)	722.3831	437	8	8	15
CYDB_ECOLI	C6EJK4_ECOBD	B	Cytochrome d terminal oxidase, subunit II (EC 1.9.3.-) (Cytochrome d ubiquinol oxidase, subunit II)	"1,003.54"	379	6	7	13
RS4_ECOLI	C6EGH0_ECOBD	A	30S ribosomal protein S4	"1,451.72"	206	18	20	52
	C6E9T0-R_ECOBD			"1,088.58"	0	1	1	1
ASMA_ECOLI	C6EAP3_ECOBD	B	AsmA family protein (Predicted assembly protein)	941.4687	617	21	25	39
PSD_ECOLI	C6ECW5_ECOBD	F1	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65)	675.3825	322	11	12	19
AMIA_ECOLI	C6EKR9_ECOBD	G	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (N-acetylmuramoyl-l-alanine amidase I) (EC 3.5.1.28)	"1,163.62"	289	1	1	1
DSBG_ECOLI	C6EK90_ECOBD	G	Disulfide isomerase/thiol-disulfide oxidase (Periplasmic disulfide isomerase/thiol-disulfide oxidase) (EC 5.3.4.1)	"1,446.73"	253	1	1	1
NUOI_ECOLI	C6E9S1_ECOBD	F1	NADH-quinone oxidoreductase subunit I (EC 1.6.99.5) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	814.5258	180	9	10	14
DADA_ECOLI	C6EGS8_ECOBD	F1	D-amino acid dehydrogenase small subunit (EC 1.4.99.1) (D-amino-acid dehydrogenase) (EC 1.4.99.1)	"1,431.75"	432	17	19	33
RHLB_ECOLI	C6EG33_ECOBD	A	ATP-dependent RNA helicase (DEAD/DEAH box helicase domain protein)	"1,100.63"	421	21	26	58
PROP_ECOLI	C6ED13_ECOBD	B	Metabolite/H+ symporter, major facilitator superfamily (MFS) (Proline/glycine betaine transporter)	"1,372.78"	500	10	11	16
NUOG_ECOLI	C6E9R9_ECOBD	F1	NADH-quinone oxidoreductase (EC 1.6.99.5)	926.5783	908	8	8	10
SYP_ECOLI	C6EA90_ECOBD	A	Prolyl-tRNA synthetase (EC 6.1.1.15) (Proline--tRNA ligase)	"1,743.95"	572	1	1	1
NHAB_ECOLI	C6EGT1_ECOBD	B	Na(+)/H(+) antiporter nhaB (Sodium/proton antiporter nhaB)	878.4189	513	3	3	3
TALB_ECOLI	C6EBG1_ECOBD	A	Transaldolase (EC 2.2.1.2)	933.5365	317	6	6	7
MSBB_ECOLI	C6EBX2_ECOBD	B	Lipid A biosynthesis (KDO)2-(Lauroyl)-lipid IVA acyltransferase	"1,373.75"	323	4	4	5
FKBA_ECOLI	C6EGB7_ECOBD	G	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	"1,440.88"	270	9	10	12
	IPI:CON_00009866.6|SWISS-PROT:P13646-1_ECOBD			"1,132.51"	0	3	3	4
LPTC_ECOLI	C6EH28_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein yrbK)	"1,286.74"	191	11	12	19
CARB_ECOLI	C6EB19_ECOBD	A	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	"1,018.54"	1073	6	8	8
YJBB_ECOLI	C6EE04_ECOBD	B	Predicted transporter (Sodium-dependent inorganic phosphate (Pi) transporter)	"1,949.05"	543	7	10	13
MQO_ECOLI	C6E9Y9_ECOBD	B	Probable malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	"1,366.70"	548	9	9	9
YBAL_ECOLI	C6EKY6_ECOBD	B	Potassium efflux system protein (Predicted transporter with NAD(P)-binding Rossmann-fold domain)	"1,581.72"	558	13	22	44
CPXA_ECOLI	C6EEY6_ECOBD	B	Histidine kinase (Two-component sensor protein) (EC 2.7.1.-)	644.3726	457	27	39	79
YGIM_ECOLI	C6EHU0_ECOBD	B	Predicted signal transduction protein (SH3 domain) (SH3 domain protein)	914.5306	206	18	25	42
PHOQ_ECOLI	C6EGW2_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-compoent regulatory system with PhoP) (EC 2.7.1.-)	"1,538.94"	486	10	14	22
DACB_ECOLI	C6EH45_ECOBD	F2	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) (D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase) (EC 3.4.16.4)	"1,004.55"	477	20	22	26
YHII_ECOLI	C6EEJ7_ECOBD	B	Predicted HlyD family secretion protein (Secretion protein HlyD family protein)	"2,019.05"	355	20	23	28
END4_ECOLI	C6EAF4_ECOBD	A	Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV)	"1,468.77"	285	1	1	1
KAD_ECOLI	C6EKZ0_ECOBD	A	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase)	"1,009.64"	214	2	2	2
YIAF_ECOLI	C6EEC7_ECOBD	E	Putative uncharacterized protein (Putative uncharacterized protein yiaF)	986.5519	236	15	27	59
MLAC_ECOLI	C6EH35_ECOBD	G	Predicted ABC-type organic solvent transporter (Toluene tolerance family protein)	"1,507.76"	211	9	10	10
HEMG_ECOLI	C6EF48_ECOBD	A	Protoporphyrin oxidase, flavoprotein (EC 1.3.3.4) (Protoporphyrinogen oxidase) (EC 1.3.3.4)	"1,223.65"	181	8	8	10
RS9_ECOLI	C6EH02_ECOBD	A	30S ribosomal protein S9	"1,043.56"	130	4	4	9
LOLC_ECOLI	C6EGX6_ECOBD	B	Lipoprotein releasing system, transmembrane protein, LolC/E family (Outer membrane-specific lipoprotein transporter subunit)	"1,390.70"	399	17	19	33
PTNAB_ECOLI	C6EC13_ECOBD	F1	Fused mannose-specific PTS enzymes: IIA component/IIB component (EC 2.7.1.69) (PTS system, mannose/fructose/sorbose family, IIA subunit) (EC 2.7.1.69)	"2,016.15"	323	10	11	15
SLT_ECOLI	C6EBH9_ECOBD	G	Lytic murein transglycosylase, soluble (EC 3.2.1.-) (Lytic transglycosylase catalytic)	959.4581	645	5	5	5
YQEG_ECOLI	C6EIP8_ECOBD	B	Predicted transporter (Serine transporter)	"1,166.62"	409	2	2	2
PROW_ECOLI	C6EJU7_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Glycine betaine transporter subunit)	721.3627	354	2	2	5
RODA_ECOLI	C6EK59_ECOBD	B	Cell cycle protein (Cell wall shape-determining protein)	"1,028.62"	370	5	5	5
YIFL_ECOLI	C6EG06_ECOBD	I	Predicted lipoprotein (Putative uncharacterized protein)	"1,108.49"	67	2	2	7
SKP_ECOLI	C6EAA7_ECOBD	G	Outer membrane chaperone Skp (OmpH) (Periplasmic chaperone)	951.4454	161	14	21	29
PANF_ECOLI	C6EGK2_ECOBD	B	Sodium/panthothenate symporter (Sodium/pantothenate symporter)	"2,050.19"	483	1	1	1
PROX_ECOLI	C6EJU6_ECOBD	G	Glycine betaine transporter subunit (Substrate-binding region of ABC-type glycine betaine transport system)	"1,156.61"	330	3	4	5
WECA_ECOLI	C6EG28_ECOBD	B	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase (EC 2.4.1.-) (Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase)	"1,144.65"	367	2	2	2
GLNH_ECOLI	C6EIX1_ECOBD	G	Cationic amino acid ABC transporter, periplasmic binding protein (Glutamine ABC transporter periplasmic protein)	984.4633	248	5	5	5
RS5_ECOLI	C6EGG3_ECOBD	A	30S ribosomal protein S5	"1,419.83"	167	16	22	62
MINE_ECOLI	C6EGU2_ECOBD	F1	Cell division topological specificity factor	"1,081.60"	88	1	1	1
RHSB_ECOLI	C6EF92_ECOBD	A	RhsB element core protein RshB (YD repeat protein)	"1,159.65"	1411	1	1	1
SYGB_ECOLI	C6EEC0_ECOBD	A	Glycyl-tRNA synthetase beta subunit (EC 6.1.1.14) (Glycine--tRNA ligase beta subunit)	"1,179.60"	689	1	1	1
RPOB_ECOLI	C6EE32_ECOBD	A	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	979.4844	1342	6	6	7
YOAE_ECOLI	C6EC15_ECOBD	B	Fused predicted membrane protein/conserved protein (Integral membrane protein TerC)	759.436	518	6	6	14
NLPD_ECOLI	C6EJC5_ECOBD	I	Peptidase M23 (Predicted outer membrane lipoprotein)	814.457	379	5	5	6
TOLB_ECOLI	C6EJJ7_ECOBD	G	Protein tolB	804.4362	430	12	15	26
ALF_ECOLI	C6EII4_ECOBD	A	Fructose-bisphosphate aldolase (EC 4.1.2.13) (Fructose-bisphosphate aldolase, class II)	"1,083.53"	359	4	5	6
BORD_ECOLI	C6EJF8_ECOBD	I	Bor family protein (Bor protein)	"1,828.97"	97	1	1	1
YFGL_ECOLI	C6EKJ7_ECOBD	I	Outer membrane assembly lipoprotein YfgL (Protein assembly complex, lipoprotein component)	"1,011.51"	392	8	8	11
SECF_ECOLI	C6ELH5_ECOBD	B	Protein export protein SecF (Protein-export membrane protein SecF)	"1,382.72"	323	12	25	91
COBS_ECOLI	C6EB80_ECOBD	B	Cobalamin synthase (EC 2.-.-.-)	995.5343	247	1	2	2
YJIY_ECOLI	C6EBM6_ECOBD	B	Carbon starvation protein CstA (Predicted inner membrane protein)	"1,385.73"	716	10	12	20
CREC_ECOLI	C6EBH2_ECOBD	B	Histidine kinase (Sensory histidine kinase in two-component regulatory system with CreB or PhoB, regulator of the CreBC regulon) (EC 2.7.1.-)	"1,292.66"	474	1	1	1
ENVZ_ECOLI	C6EFH0_ECOBD	B	Histidine kinase	"1,061.52"	450	5	5	6
AROA_ECOLI	C6EI74_ECOBD	A	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase)	"1,274.68"	427	1	1	1
YBHC_ECOLI	C6EJI8_ECOBD	I	Pectinesterase (Predicted pectinesterase)	"1,123.51"	427	6	6	9
DCUA_ECOLI	C6ECY7_ECOBD	B	Anaerobic c4-dicarboxylate antiporter, Dcu family (C4-dicarboxylate antiporter)	"1,371.75"	433	7	7	11
LGT_ECOLI	C6EJ41_ECOBD	B	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	"2,239.19"	291	4	5	7
YGIB_ECOLI	C6EHV7_ECOBD	A	UPF0441 protein ygiB	933.4537	223	6	8	10
CRP_ECOLI	C6EGA6_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, Crp/Fnr family)	776.4083	210	4	4	4
GLTJ_ECOLI	C6EK41_ECOBD	B	Glutamate and aspartate transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	"1,108.61"	246	3	3	3
RS7_ECOLI	C6EGC3_ECOBD	A	30S ribosomal protein S7	844.4675	156	7	10	13
SECE_ECOLI	C6EE38_ECOBD	B	Preprotein translocase, SecE subunit (Translocase)	873.4865	127	9	11	52
RL11_ECOLI	C6EE36_ECOBD	A	50S ribosomal protein L11	"1,484.64"	142	4	4	11
TKT1_ECOLI	C6EIH4_ECOBD	A	Transketolase (Transketolase 1, thiamin-binding) (EC 2.2.1.1)	"1,144.60"	663	3	3	3
SYA_ECOLI	C6EJT4_ECOBD	A	Alanyl-tRNA synthetase (EC 6.1.1.7) (Alanine--tRNA ligase)	878.4732	876	8	8	17
FADJ_ECOLI	C6ELB3_ECOBD	A	Fatty acid oxidation complex subunit alpha	612.3828	714	6	6	6
IF2_ECOLI	C6EH57_ECOBD	A	Translation initiation factor IF-2	830.473	890	5	6	7
SYN_ECOLI	C6EI52_ECOBD	A	Asparaginyl-tRNA synthetase (EC 6.1.1.22) (Asparagine--tRNA ligase)	"1,074.58"	466	3	3	3
SUCC_ECOLI	C6EJL0_ECOBD	A	Succinyl-CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta)	"1,149.54"	388	3	3	5
LPTB_ECOLI	C6EH26_ECOBD	F1	ABC transporter related (Predicted transporter subunit: ATP-binding component of ABC superfamily)	933.4273	241	15	18	19
TATC_ECOLI	C6EF58_ECOBD	B	Sec-independent protein translocase, TatC subunit (TatABCE protein translocation system subunit)	"1,738.68"	258	3	5	9
PSPC_ECOLI	C6EFS6_ECOBD	B	DNA-binding transcriptional activator (Phage shock protein C, PspC)	833.4298	119	12	16	100
RL22_ECOLI	C6EGF1_ECOBD	A	50S ribosomal protein L22	799.5037	110	11	12	13
	IPI:CON_00347110.2|TREMBL:Q6NXH9_ECOBD			"1,133.56"	0	7	7	22
BARA_ECOLI	C6EJ86_ECOBD	B	Hpt sensor hybrid histidine kinase (Hybrid sensory histidine kinase, in two-component regulatory system with UvrY) (EC 2.7.3.-)	"1,734.84"	918	2	2	2
SPPA_ECOLI	C6ECJ1_ECOBD	B	Protease IV (Signal peptide peptidase) (EC 3.4.-.-) (Signal peptide peptidase SppA, 67K type)	"1,206.60"	618	26	33	74
RSEP_ECOLI	C6EAA9_ECOBD	B	Membrane-associated zinc metalloprotease (Zinc metallopeptidase)	942.5368	450	15	17	23
PHOL_ECOLI	C6EK35_ECOBD	A	PhoH family protein (Predicted protein with nucleoside triphosphate hydrolase domain)	"1,535.76"	359	1	1	1
LPTE_ECOLI	C6EK52_ECOBD	I	Minor lipoprotein (Rare lipoprotein B)	"2,434.13"	193	6	10	25
YDHJ_ECOLI	C6EDK1_ECOBD	B	Secretion protein HlyD family protein (Undecaprenyl pyrophosphate phosphatase)	732.3887	285	13	15	18
SANA_ECOLI	C6EAG8_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein sanA)	803.4622	239	6	6	6
RSTA_ECOLI	C6EDP0_ECOBD	A	Two component transcriptional regulator, winged helix family	846.4679	239	1	1	1
YCFM_ECOLI	C6EGY7_ECOBD	I	Membrane lipoprotein lipid attachment site (Predicted outer membrane lipoprotein)	600.3828	213	9	14	25
YAJC_ECOLI	C6ELH7_ECOBD	B	Preprotein translocase subunit YajC (Preprotein translocase, YajC subunit)	959.5561	110	11	16	37
GLNP_ECOLI	C6EIX2_ECOBD	B	Glutamine ABC transporter permease protein (Polar amino acid ABC transporter, inner membrane subunit)	"1,232.64"	219	3	3	3
YFEA_ECOLI	C6EL75_ECOBD	B	Diguanylate cyclase/phosphodiesterase (Predicted diguanylate cyclase)	"1,069.67"	729	7	8	11
PEPQ_ECOLI	C6EF51_ECOBD	A	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Proline dipeptidase)	"1,271.67"	443	2	2	2
6PGD_ECOLI	C6EB56_ECOBD	A	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	"1,056.55"	468	3	3	3
MLAF_ECOLI	C6EH32_ECOBD	F1	ABC transporter related (Predicted toluene transporter subunit: ATP-binding component of ABC superfamily)	"1,144.64"	269	10	12	21
YQJE_ECOLI	C6EHP4_ECOBD	B	Conserved inner membrane protein (Putative uncharacterized protein)	"1,260.61"	134	3	3	10
	IPI:CON_IPI00290857.2|SWISS-PROT:P12035_ECOBD			"1,194.61"	0	4	4	5
	IPI:CON_CASA1|SWISS-PROT:P02662_ECOBD			"1,267.70"	0	5	6	37
BETA_ECOLI	C6ELS0_ECOBD	F1	Choline dehydrogenase (EC 1.1.99.1)	"2,113.07"	556	3	3	4
DHG_ECOLI	C6EAT3_ECOBD	B	Glucose dehydrogenase (EC 1.1.5.2) (Membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family) (EC 1.1.5.2)	"1,303.68"	796	9	10	13
YFJD_ECOLI	C6EJY0_ECOBD	B	Putative uncharacterized protein	955.6088	420	14	19	26
TIG_ECOLI	C6EL29_ECOBD	A	Trigger factor (TF)	"1,149.56"	432	9	10	19
PURA_ECOLI	C6ECH2_ECOBD	A	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	"1,117.60"	432	3	3	3
MDTA_ECOLI	C6EAN1_ECOBD	F2	Multidrug resistance protein mdtA (Multidrug transporter mdtA)	"2,187.10"	415	12	12	12
RL28_ECOLI	C6EDF4_ECOBD	A	50S ribosomal protein L28	"1,086.62"	78	1	1	16
LPXK_ECOLI	C6EI67_ECOBD	B	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	"1,369.78"	328	4	4	6
	C6EBG7-R_ECOBD			702.4258	0	1	1	1
PPIB_ECOLI	C6EKU1_ECOBD	A	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	735.3819	164	2	2	3
ACFD_ECOLI	C6EID7_ECOBD	E	Lipoprotein AcfD-like protein	"1,662.80"	1520	26	34	54
PRC_ECOLI	C6EBZ9_ECOBD	F2	Carboxy-terminal protease for penicillin-binding protein 3 (EC 3.4.21.-) (Carboxyl-terminal protease) (EC 3.4.21.102)	"1,441.71"	682	4	4	7
MALE_ECOLI	C6EDY9_ECOBD	G	Extracellular solute-binding protein family 1 (Maltose ABC transporter periplasmic protein)	959.5268	396	1	1	5
	IPI:CON_00217963.3|SWISS-PROT:P08779_ECOBD			807.3996	0	10	12	32
MDH_ECOLI	C6EGZ6_ECOBD	F1	Malate dehydrogenase (EC 1.1.1.37)	"1,414.76"	312	9	10	14
YHHJ_ECOLI	C6EEJ9_ECOBD	B	ABC-2 type transporter (Predicted transporter subunit: membrane component of ABC superfamily)	"1,967.03"	374	1	1	2
FTSZ_ECOLI	C6EAW0_ECOBD	F1	Cell division protein ftsZ	"1,440.70"	383	3	3	4
	IPI:CON_IPI00290077.1|SWISS-PROT:P19012_ECOBD			807.3996	0	4	4	4
DCRB_ECOLI	C6EFA2_ECOBD	E	Periplasmic protein (Putative uncharacterized protein)	895.5361	185	14	22	50
YBJP_ECOLI	C6EIB6_ECOBD	I	Predicted lipoprotein (Putative lipoprotein)	"1,067.66"	171	6	6	9
MSCL_ECOLI	C6EGH6_ECOBD	B	Large-conductance mechanosensitive channel	"2,420.34"	136	5	5	6
	IPI:CON_00708398.1|SWISS-PROT:P02769_ECOBD			"1,443.64"	0	5	5	13
ADD_ECOLI	C6EDM4_ECOBD	A	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	"3,037.52"	333	3	4	6
YCJF_ECOLI	C6EFR0_ECOBD	B	UPF0283 membrane protein ycjF	"1,064.55"	353	11	14	19
ILVE_ECOLI	C6EG41_ECOBD	A	Branched-chain amino acid aminotransferase	"1,593.82"	309	3	3	3
