EG	GN	ECK	SP	WISC	CG	GI	JW	ASAP	EB	Type	Status	Len	Ori	LeftEnd	RightEnd	Cs	Syn	MN	Description	Comments	MW
EG10540	livK	ECK3442	P04816	b3458	CG550	g1789867	JW3423	11292	EB0535	aa	"OK; Verified[23]"	369	Counterclockwise	3594474	3595583	77.47	"hrbB;hrbC;hrbD"	Leucine, isoleucine, valine	"Leucine-specific binding protein, periplasmic, high-affinity transport for leucine; LS system; also involved in isoleucine, valine, and phenylalanine accumulation"	Null	39378.68
EG10541	livM	ECK3440	P22729	b3456	CG18190	g1789865	JW3421	11287	EB0536	aa	OK	425	Counterclockwise	3592226	3593503	77.42	Null	Leucine, isoleucine, valine	High-affinity branched-chain amino acid transport, permease membrane protein	Null	46269.31
EG10542	lon	ECK0433	P0A9M0	b0439	CG547	g1786643	JW0429	1521	EB0537	aa	"OK; Verified[0]"	784	Clockwise	458112	460466	9.87	"capR;deg;dir;lonA;lopA;muc"	Long form	"DNA-binding, ATP-dependent protease LA; lon mutants form long cells"	Lon dependent lethality is due to induction of yefM-yoeb toxin/antitoxin pair.	87438.12
EG10543	lpd	ECK0115	P0A9P0	b0116	CG544	g1786307	JW0112	404	EB0538	aa	"OK; Verified[1]"	474	Clockwise	127912	129336	2.76	"dhl;lpdA"	Lipoamide dehydrogenase	"Lipoamide dehydrogenase, NADH-dependent; E3 component of pyruvate and 2-oxoglutarate dehydrogenase complexes; also functions as glycine cleavage system L protein; binds Zn(II)"	Holoenzyme is AceE(24)+AceF(24)+Lpd(12). HT_Cmplx3_Cyt: AceF+Lpd.	50688.49
EG10545	lpxA	ECK0180	P0A722	b0181	CG17665	g1786378	JW0176	618	EB0540	aa	"OK; Verified[0]"	262	Clockwise	202560	203348	4.37	Null	Lipid A expression/biosynthesis	Lipid A synthesis, UDP-N-acetylglucosamine acyltransferase	LpxA contains 24 hexapeptide repeats.	28080.00
EG10546	lpxB	ECK0181	P10441	b0182	CG404	g1786379	JW0177	620	EB0541	aa	"OK; Verified[0]"	382	Clockwise	203348	204496	4.38	pgsB	Lipid A expression/biosynthesis	Lipid A disaccharide synthase	The lpxB1 mutation is E326K, the result of a change in codon 326 from GAA to AAA (C.R.H. Raetz, pers. comm., 4/03, Duke Univ.).  LpxB and GlpD associate.	42382.45
EG10547	lrp	ECK0880	P0ACJ0	b0889	CG549	g1787116	JW0872	3023	EB0542	aa	"OK; Verified[1]"	164	Clockwise	931818	932312	20.08	"alsB;ihb;livR;lrs;lss;lstR;mbf;oppI;rblA"	Leucine regulatory protein	"Global regulatory protein, Leu responsive; regulator of high-affinity branched-chain amino acid transport system; octameric or hexadecameric functional state"	Feast/famine regulatory protein. Homodimers bind adjacent DNA binding sites to form functional octameric state. Lrp wraps DNA and probably plays a role in chromatin organization.	18886.78
EG10548	lspA	ECK0028	P00804	b0027	CG11326	g1786210	JW0025	96	EB0543	aa	OK	164	Clockwise	25207	25701	0.54	Null	Lipoprotein signal peptidase	"Prolipoprotein signal peptidase; signal peptidase II; SPII"	Null	18156.32
EG10549	lysA	ECK2836	P00861	b2838	CG540	g1789203	JW2806	9309	EB0544	aa	OK	420	Counterclockwise	2975659	2976921	64.14	Null	Lysine	Diaminopimelate decarboxylase	9/80 LysA peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	46177.26
EG10551	lysR	ECK2837	P03030	b2839	CG18187	g1789204	JW2807	9313	EB0546	aa	OK	311	Clockwise	2977043	2977978	64.16	Null	Lysine	"Transcriptional activator of lysA gene; auto-repressor"	Null	34364.66
EG10552	lysS	ECK2885	P0A8N3	b2890	CG17662	g1789256	JW2858	9486	EB0547	aa	"OK; Verified[1]"	505	Counterclockwise	3031679	3033196	65.34	"asuD;herC"	Lysine	Lysine--tRNA ligase, constitutive	Mutants have reduced OM vesiculation (McBroom, 2006).	57603.42
EG10553	lysU	ECK4123	P0A8N5	b4129	CG16693	g1790571	JW4090	13520	EB0548	aa	"OK; Verified[1]"	505	Counterclockwise	4351223	4352740	93.78	Null	Lysine	"Lysine--tRNA ligase, heat inducible; Ap4A and Ap3A synthase"	Null	57826.57
EG10556	malG	ECK4024	P68183	b4032	CG530	g1790464	JW3992	13193	EB0551	aa	OK	296	Counterclockwise	4240649	4241539	91.40	malJ	Maltose	Maltose transport complex, inner membrane-spanning subunit	The maltose transport complex MalFGK(2) also transports maltodextrin. MalT regulon.	32225.42
EG10557	malI	ECK1615	P18811	b1620	CG18181	g1787906	JW1612	5421	EB0552	aa	OK	342	Counterclockwise	1696176	1697204	36.56	Null	Maltose	Maltose regulon regulatory protein	MalI, LacI, GalR and CytR are paralogs.	36624.76
EG10558	malK	ECK4027	P68187	b4035	CG529	g1790467	JW3995	13216	EB0553	aa	OK	371	Clockwise	4244807	4245922	91.49	Null	Maltose	Maltose transport complex, ATP-binding subunit	The inactive, ATP-bound form of MalK directly antagonizes the mal regulon activator MalT. The maltose transport complex MalFGK(2) also transports maltodextrin. Overexpression causes filamentous biofilm formation. MalT regulon.	40990.45
EG10560	malP	ECK3404	P00490	b3417	CG528	g48994936	JW5689	11154	EB0555	aa	"OK; Verified[1]"	797	Counterclockwise	3548102	3550495	76.47	"blu;malA"	Maltose	Maltodextrin phosphorylase	MalT regulon.	90522.40
EG10561	malQ	ECK3403	P15977	b3416	CG527	g1789821	JW3379	11151	EB0556	aa	OK	694	Counterclockwise	3546008	3548092	76.43	malA	Maltose	Amylomaltase	MalT regulon.	78503.49
EG10562	malT	ECK3405	P06993	b3418	CG526	g2367223	JW3381	11162	EB0557	aa	OK	901	Clockwise	3551107	3553812	76.54	malA	Maltose	ATP-dependent transcriptional activator for the mal regulon	"Activated by maltotriose and ATP to form active oligomers. Signal transduction ATPases with numerous domains (STAND) protein. ATP hydrolysis is not required for transcription activation (Richet, 1989), but is required to recycle back to the inactive form, which has ADP, not ATP bound (Marquenet, 2007). MalY (Clausen, 2000; Schreiber, 2000), MalK (Reyes, 1988; Panagiotidis, 1998; Bohm, 2002) and Aes (Joly, 2002) negatively regulate MalT activity by binding and blocking maltotriose activation. MalT is required for phage lambda sensitivity."	103118.46
EG10570	map	ECK0166	P0AE18	b0168	CG30569	g1786364	JW0163	571	EB0565	aa	"OK; Verified[1]"	264	Counterclockwise	188712	189506	4.07	pepM(S.t.)	Methionine aminopeptidase	Methionine aminopeptidase	Null	29330.80
EG10581	metA	ECK4005	P07623	b4013	CG516	g1790443	JW3973	13121	EB0576	aa	OK	309	Clockwise	4212303	4213232	90.79	Null	Methionine	"Homoserine O-transsuccinylase; also called homoserine O-succinyltransferase"	MetA catalyzes the first step in methionine biosynthesis and is proteolytically unstable. Upregulated by GSNO in defined medium (aerobic).	35727.30
EG10582	metB	ECK3931	P00935	b3939	CG515	g1790375	JW3910	12887	EB0577	aa	"OK; Verified[1]"	386	Clockwise	4126695	4127855	88.94	met-1	Methionine	"Cystathionine gamma-synthase; homotetrameric"	Upregulated by GSNO in defined medium.	41550.40
EG10583	metC	ECK3000	P06721	b3008	CG514	g1789383	JW2975	9878	EB0578	aa	"OK; Verified[1]"	395	Clockwise	3150258	3151445	67.90	Null	Methionine	"Cystathionine beta-lyase; homotetrameric; cysteine desulfhydrase"	The Flint et al. N-terminal sequence is lacking the first four amino acids, probably due to in vitro proteolysis.	43212.38
EG10584	metE	ECK3823	P25665	b3829	CG512	g2367304	JW3805	12520	EB0579	aa	"OK; Verified[1]"	753	Clockwise	4011076	4013337	86.45	metB12	Methionine	"Methionine synthase, cobalamin-independent; 5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase; binds Zn(II)"	"pgsA mutants are non-motile due to elevated RpoS levels that repress flhDC transcription; pgsA3 multicopy suppressers gadW, metE and nudL(yeaB) act by increasing RpoS levels (Uchiyama, 2010)."	84673.54
EG10585	metF	ECK3933	P0AEZ1	b3941	CG511	g1790377	JW3913	12897	EB0580	aa	OK	296	Clockwise	4130639	4131529	89.03	Null	Methionine	5,10-Methylenetetrahydrofolate reductase	Upregulated by GSNO in defined medium. 11/243 MetF peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	33102.73
EG10586	metG	ECK2107	P00959	b2114	CG510	g1788432	JW2101	6991	EB0581	aa	"OK; Verified[1]"	677	Clockwise	2192322	2194355	47.25	Null	Methionine	Methionine--tRNA ligase	metG is an essential gene.	76254.73
EG10587	metH	ECK4011	P13009	b4019	CG509	g1790450	JW3979	13140	EB0582	aa	"OK; Verified[1]"	1227	Clockwise	4221851	4225534	90.99	Null	Methionine	"Methionine synthase, cobalamin-dependent; 5-methyltetrahydrofolate-homocysteine methyltransferase; binds Zn(II)"	Null	135997.04
EG10589	metK	ECK2937	P0A817	b2942	CG507	g1789311	JW2909	9650	EB0584	aa	"OK; Verified[1]"	384	Clockwise	3084728	3085882	66.49	metX	Methionine	"S-adenosylmethionine synthase; methionine adenosyltransferase; ethionine sensitivity; essential gene"	"The adjacent ORF yqgD has been removed from EcoGene because it is very unlikely to be a gene; the limited conservation with Salmonella is apparently due to a pseudotranslation of the conserved metK CRP site, promoter and the metK 5' UTR."	41951.63
EG10591	metR	ECK3822	P0A9F9	b3828	CG18163	g1790262	JW3804	12506	EB0586	aa	"OK; Verified[0]"	317	Counterclockwise	4009886	4010839	86.43	Null	Methionine	"Positive regulatory gene for metE and metH; autogenous regulation"	"metR mutants require methionine due to insufficient expression of metE and metH (Urbanowski, 1987; Maxon, 1989). Upregulated by GSNO in defined medium."	35629.01
EG10595	miaA	ECK4167	P16384	b4171	CG18160	g1790613	JW4129	13657	EB0590	aa	OK	316	Clockwise	4397275	4398225	94.78	trpX	Me-isopentyl-adenine	"Dimethylallyl diphosphate:tRNA dimethylallyltransferase; 2-methylthio-N6-(dimethylallyl)adenosine tRNA hypermodification"	Null	35065.15
EG10596	minC	ECK1164	P18196	b1176	CG31329	g1787424	JW1165	3941	EB0591	aa	OK	231	Counterclockwise	1224608	1225303	26.39	minB	Minicell	"Inhibition of FtsZ ring polymerization; forms membrane-associated coiled arrays, more concentrated at the poles"	MinCD oscillates (migrates) between coating one half of the cell's membrane (minE ring to pole) to coating the other half every 40 secs, and this may help to identify the cell center.	24775.52
EG10597	minD	ECK1163	P0AEZ3	b1175	CG31326	g1787423	JW1164	3938	EB0592	aa	"OK; Verified[1]"	270	Counterclockwise	1223772	1224584	26.38	minB	Minicell	"Inhibition of FtsZ ring polymerization; membrane ATPase that activates MinC; forms membrane-associated coiled arrays on the cytoplasmic face of the inner membrane, more concentrated at the poles"	The membrane localization of MinD is mediated by an 8-12 residue C-terminal motif, the membrane targeting sequence (MTS), mutations in this region prevent membrane localization, but not MinC binding.  MinD contains switch I and II regions (regions that undergo nucleotide-dependent conformational changes responsible for interactions with their partners) involved in MinC interactions.  MinCD oscillates (migrates) between coating one half of the cell's membrane (minE ring to pole) to coating the other half every 40 secs, and this may help to identify the cell center. Overexpression causes filamentous biofilm formation.	29614.03
EG10598	minE	ECK1162	P0A734	b1174	CG31317	g1787422	JW1163	3935	EB0593	aa	OK	88	Counterclockwise	1223502	1223768	26.37	minB	Minicell	"Blocks MinCD inhibition of FtsZ polymerization at cell center; forms membrane-associated coiled arrays in a ring at the cell center"	Overexpression causes filamentous biofilm formation and non-motility. 10/85 MinE peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	10234.91
EG10599	groL	ECK4137	P0A6F5	b4143	CG492	g1790586	JW4103	13568	EB0594	aa	"OK; Verified[1]"	548	Clockwise	4369048	4370694	94.17	"groEL;mopA"	Growth of phage	"Chaperonin Cpn60; phage morphogenesis; GroESL large subunit GroEL, weak ATPase; binds Ap4A"	groL is an essential gene. GroEL binds and regulates rpoH.  Cells deficient in GroEL and GroES lyse due to inability to produce cell wall as a result of the reduced level of DapA, the first enzyme in the DAP synthesis pathway. Growth below 8C is impaired due to GroESL inactivation and can be rescued by transgenic Oleispira antarctica Cpn10/60.  Overproduction of GroESL can supress tig/dnaK synthetic lethality at 30 degrees C.	57328.85
EG10600	groS	ECK4136	P0A6F9	b4142	CG493	g1790585	JW4102	13566	EB0595	aa	"OK; Verified[0]"	97	Clockwise	4368711	4369004	94.16	"groES;mopB;TabB"	Growth of phage	"Chaperonin Cpn10; GroESL small subunit GroES; phage morphogenesis"	GroS binds and regulates rpoH.  Cells deficient in GroES and GroEL lyse due to inability to produce cell walls as a result of the reduced level of DapA, the first enzyme in the DAP synthesis pathway. Growth below 8C is impaired due to GroESL inactivation and can be rescued by transgenic Oleispira antarctica Cpn10/60.  Overproduction of GroESL can supress tig/dnaK synthetic lethality at 30 degrees C. Binds TrxA (Kumar, 2004).	10386.95
EG10601	motA	ECK1891	P09348	b1890	CG491	g1788199	JW1879	6299	EB0596	aa	OK	295	Counterclockwise	1974276	1975163	42.55	flaJ	Motility	H+-driven stator protein of flagellar rotation	Flagellar regulon. MotAB stators interact with the FliG rotor to generate torque.	32011.43
EG10602	motB	ECK1890	P0AF06	b1889	CG490	g1788198	JW1878	6297	EB0597	aa	OK	308	Counterclockwise	1973353	1974279	42.53	flaJ	Motility	H+-driven stator protein of flagellar rotation	Flagellar regulon. MotAB stators interact with the FliG rotor to generate torque.	34186.08
EG10604	mraY	ECK0088	P0A6W3	b0087	CG30466	g1786275	JW0085	316	EB0599	aa	OK	360	Clockwise	96002	97084	2.07	murX	Murein cluster a	UDP-N-acetylmuramoyl-pentapeptide:undecaprenyl-PO4 phosphatase	The aspartic acid residues DD115, D116, and D267 are necessary for catalysis.  The model suggested indicates that D115 and D116 chelate the Mg2+ cofactor, which in turn binds the pyrophosphate bridge of the UDP-MurNAc-pentapeptide, and D267 acts as the catalytic nucleophile.	39874.75
EG10605	mrcB	ECK0148	P02919	b0149	CG483	g1786343	JW0145	516	EB0600	aa	OK	844	Clockwise	164730	167264	3.55	"pbpF;ponB"	Murein cluster c	"Murein polymerase, PBP1B; bifunctional murein transglycosylase and transpeptidase; penicillin-binding protein 1B; dimeric"	MrcB is part of a complex with MltA and MipA. The N-terminal transglycosylase activity polymerizes the glycan backbone and is penicillin-insensitive. The C-terminal transpeptidase activity crosslinks the muramic peptides and is penicillin-sensitive. Full length MrcB is the alpha isoform. A second in vivo ATG start at codon 46 produces the 799 aa gamma isoform. Murein polymerase is an essential function satisfied by either MrcA or MrcB. Mutants have elevated OM vesiculation (McBroom, 2006). MrcB is a membrane-bound periplasmic enzyme that has an uncleaved signal anchor.	94292.55
EG10606	mrdA	ECK0628	P0AD65	b0635	CG18148	g1786854	JW0630	2178	EB0601	aa	OK	633	Counterclockwise	665539	667440	14.34	pbpA	Murein cluster d	"Penicillin-binding protein PBP2; transpeptidase recruited by cognate SEDS protein MrdB; mecillinam resistance"	Null	70856.61
EG10607	mrdB	ECK0627	P0ABG7	b0634	CG18145	g1786853	JW0629	2173	EB0602	aa	OK	370	Counterclockwise	664424	665536	14.32	rodA	Murein cluster d	"Affects cell shape, mecillinam sensitivity; recruits cognate transpetidase MrdA; SEDS protein"	Null	40475.98
EG10608	mreB	ECK3239	P0A9X4	b3251	CG31343	g87082236	JW3220	10661	EB0603	aa	"ALT_INIT[-20]; Verified[0]"	347	Counterclockwise	3398066	3399109	73.24	"envB;mon;rodY"	"Murein cluster e; mecillinam resistance"	"MreB filaments participate in directional chromosome movement and segregation; mecillinam resistance; forms membrane-associated coiled arrays; actin homolog; morphology"	Overexpression causes abnormal biofilm architecture, reduces motility and inhibits cell division.  In operon with mreCD and the gene products form an essential membrane-bound complex responsible for cell morphology. Binds TrxA (Kumar, 2004).	36952.40
EG10609	mreC	ECK3238	P16926	b3250	CG31348	g1789648	JW3219	10658	EB0604	aa	OK	367	Counterclockwise	3396897	3398000	73.21	Null	"Murein cluster e; mecillinam resistance"	"Cell division and growth; mecillinam resistance; rod shape-determining protein"	 In operon with mreBD and the gene products form an essential membrane-bound complex responsible for cell morphology. OtherPDB (L. monocytogenes): 2J5U.	39530.38
EG10611	mrp	ECK2106	P0AF08	b2113	CG32572	g87082045	JW2100	6987	EB0606	aa	ALT_INIT[-10]	369	Counterclockwise	2191081	2192190	47.22	apbC(S.t.)	metG-related protein	"Function unknown; putative ATPase of the MinD/MRP superfamily, divergently transcribed from metG; in Salmonella, homolog is part of alternative pyrimidine pathway to thiamine"	Null	39938.08
EG10613	msbA	ECK0905	P60752	b0914	CG31743	g1787143	JW0897	3113	EB0608	aa	OK	582	Clockwise	965844	967592	20.82	Null	Multicopy suppressor of htrB	"Lipid exporter, fused permease and ATPase components; exports LPS, phospholipids, and lipid A to the outer membrane outer leaflet; drug export and resistance; ABC family transporter; flippase; biogenesis of outer membrane; lipid-activated ATPase"	MsbA PDB structures 1JSQ, 1PF4 and 1Z2R, and any conclusions derived from these structures, have been retracted due to a software data inversion error (Chang, 2006). A yhjD point mutation (R134C) allows the deletion of the otherwise essential msbA gene (Mamat, 2007). MsbA point mutations confering S18P or S50P suppress the lethal phenotype of a KDO null gutQ kdsD double mutant (Mamat, 2007).	64460.71
EG10614	lpxM	ECK1856	P24205	b1855	CG32359	g1788161	JW1844	6185	EB0609	aa	OK	323	Counterclockwise	1937246	1938217	41.75	"mlt;msbB;waaN"	Lipid A expression/biosynthesis	Lipid A synthesis, KDO2-lauroyl-lipid IVA myristoyl-ACP acyltransferase	Null	37410.38
EG10617	mtr	ECK3149	P0AAD2	b3161	CG478	g1789552	JW3130	10387	EB0612	aa	OK	414	Counterclockwise	3302595	3303839	71.18	Null	Methyltryptophan	Tryptophan/indole:H+ symport permease, high affinity for Trp	TyrR regulon. HAAAP family. The AroP (general aromatic) and TnaB (Trp, low affinity) permeases can also transport tryptophan. Mtr is the only indole permease, as determined by genetic analysis of growth on indole byTrp auxotrophs (Yanofsky, 1991).	44332.57
EG10618	mukB	ECK0915	P22523	b0924	CG31516	g1787154	JW0907	3138	EB0613	aa	"OK; Verified[0]"	1486	Clockwise	975549	980009	21.03	Null	Mukaku (anucleate)	Chromosome condensin MukBEF, ATPase and DNA-binding subunit	Condensin is required for chromosome partitioning and compaction. Purified MukB and Topo II introduces right-handed knots into DNA. Coiled coil protein.	170230.18
EG10619	murC	ECK0092	P17952	b0091	CG476	g1786279	JW0089	324	EB0614	aa	"OK; Verified[0]"	491	Clockwise	100765	102240	2.17	Null	Murein	"UDP-N-acetylmuramate:L-alanine ligase; L-alanine adding enzyme"	PDB: 1CC9 (model): Nosal, F., Legrand, R., Rowlands, D.A., Ferrari, P., Schoot, B., Van Heijenoort, J., unpublished	53625.96
EG10620	murD	ECK0089	P14900	b0088	CG30450	g1786276	JW0086	318	EB0615	aa	"OK; Verified[1]"	438	Clockwise	97087	98403	2.09	Null	Murein	"D-glutamic acid adding enzyme; UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase"	A carbamylated lysine residue is present in the active site.  MurD also catalyses the synthesis of adenosine 5'-tetraphosphate.	46973.62
EG10621	murE	ECK0086	P22188	b0085	CG475	g1786273	JW0083	311	EB0616	aa	"OK; Verified[1]"	495	Clockwise	93166	94653	2.01	Null	Murein	"meso-diaminopimelate adding enzyme; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase"	A carbamylated lysine residue is present in the active site.	53343.60
EG10622	murF	ECK0087	P11880	b0086	CG474	g1786274	JW0084	313	EB0617	aa	"OK; Verified[0]"	452	Clockwise	94650	96008	2.04	mra	Murein	"D-alanyl:D-alanine adding enzyme; UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase"	Null	47447.15
EG10623	murG	ECK0091	P17443	b0090	CG473	g1786278	JW0088	322	EB0618	aa	"OK; Verified[1]"	355	Clockwise	99644	100711	2.15	Null	Murein	"N-acetylglucosaminyl transferase; UDP-N-acetylglucosamine:N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase; murein synthesis peripheral membrane protein interacting with cardiolipin"	Essential gene, Mengin-Lecreulx(1991).	37814.73
EG10625	mutS	ECK2728	P23909	b2733	CG469	g1789089	JW2703	8977	EB0620	aa	OK	853	Clockwise	2855115	2857676	61.54	"ant;fdv;plm"	Mutator	"Methyl-directed mismatch repair protein; dimeric/tetrameric"	MutS has weak ATPase activity and may be involved in recognizing the DNA mismatch. MutS C- terminus dimerization, not tetramerization, is required for mismatch repair (Mendillo, 2007).	95246.90
EG10626	mutT	ECK0100	P08337	b0099	CG468	g1786288	JW0097	346	EB0621	aa	"OK; Verified[0]"	129	Clockwise	111044	111433	2.39	nudA	Mutator	"8-oxo-dGTPase, antimutator; prevents AT-to-GC transversions; dGTP pyrophosphohydrolase"	Nudix hydrolase.	14927.07
EG10627	mutY	ECK2956	P17802	b2961	CG18130	g1789331	JW2928	9720	EB0622	aa	OK	350	Clockwise	3101035	3102087	66.84	"micA;mutB(S.t.)"	Mutator	"GC to TA transversions; adenine glycosylase, G-A repair; 2-hydroxyadenine DNA glycosylase"	Null	39149.12
EG10630	nadA	ECK0739	P11458	b0750	CG467	g1786964	JW0733	2541	EB0624	aa	OK	347	Clockwise	781308	782351	16.84	nicA	Nicotinamide adenine dinucleotide	Quinolinate synthase,  [4Fe-4S] cluster subunit, A protein	C291 and C294 form a reversible disulfide bond that regulates NadA activity (Saunders, 2008).	38240.80
EG10631	nadB	ECK2572	P10902	b2574	CG466	g1788928	JW2558	8471	EB0625	aa	"OK; Verified[0]"	540	Clockwise	2708442	2710064	58.38	"nic;nicB"	Nicotinamide adenine dinucleotide	"L-aspartate oxidase, FAD-dependent; quinolinate synthase flavoprotein subunit, B protein; LASPO"	"NadB activity is required for nicotinamide adenine dinucleotide (NAD) biosynthesis in both aerobic and anaerobic conditions (Messner, 2002). In anaerobic conditions, NadB uses fumarate as the electron acceptor, producing iminosuccinate and succinate; in aerobic conditions, NadB uses oxygen as the electron acceptor because the concentration of the preferred substrate fumarate is low, producing iminosuccinate and hydrogen peroxide (Tedeschi, 1996; Korshunov, 2010)."	60337.41
EG10632	nagA	ECK0665	P0AF18	b0677	CG464	g1786892	JW0663	2301	EB0626	aa	OK	382	Counterclockwise	700826	701974	15.11	Null	N-Acetylglucosamine	N-acetylglucosamine-6-phosphate deacetylase	Mg(2+) stimulon-PhoPQ regulon. 2/128 NagA peptide masses from MS analysis confirm this start codon and indicate that the initial Met is not removed (Maillet, 2007).	40949.10
EG10634	nagD	ECK0663	P0AF24	b0675	CG36240	g1786890	JW0661	2296	EB0628	aa	OK	250	Counterclockwise	698797	699549	15.06	Null	N-Acetylglucosamine	"UMP phosphatase; HAD23"	Also has GMP phosphatase activity. HAD superfamily.	27163.10
EG10635	nagE	ECK0667	P09323	b0679	CG462	g1786894	JW0665	2312	EB0629	aa	OK	648	Clockwise	703167	705113	15.16	"pstN;ptsN"	N-Acetylglucosamine	" PTS system EIIABC(Nag) component; N-acetylglucosamine transport"	Null	68346.89
EG10638	narG	ECK1218	P09152	b1224	CG459	g1787477	JW1215	4119	EB0632	aa	"OK; Verified[1]"	1247	Clockwise	1279087	1282830	27.57	"chlC;narC"	Nitrate reductase, nitrate regulation	Nitrate reductase I (NRA), alpha subunit	Induced by anaerobiosis plus nitrate.  NarG forms interactions with Mo proteins (MogA, MoeA, MobA and MobB), in the presence of NarJ, following the completion of Moco biosynthesis.  HT_Cmplx14_Mem: NarG+NarH. NarG is anchored to the cytoplasmic side of the inner membrane. NarJ is essential for a Tat-dependent interaction between NarG and Mo proteins.	140489.39
EG10639	narH	ECK1219	P11349	b1225	CG18118	g1787478	JW1216	4121	EB0633	aa	"OK; Verified[0]"	512	Clockwise	1282827	1284365	27.65	chlC	Nitrate reductase, nitrate regulation	Nitrate reductase I (NRA), beta subunit	Induced by anaerobiosis plus nitrate. T_Cmplx14_Mem: NarG+NarH. HT_Cmplx31_Mem: NarH+NarZ.	58066.41
EG10640	narI	ECK1221	P11350	b1227	CG458	g1787480	JW1218	4125	EB0634	aa	"OK; Verified[0]"	225	Clockwise	1285072	1285749	27.70	chlI	Nitrate reductase, nitrate regulation	Nitrate reductase I (NRA), gamma subunit	NarI is involved in localizing NarGHI to the membrane Induced by anaerobiosis plus nitrate.	25497.36
EG10641	narJ	ECK1220	P0AF26	b1226	CG18115	g1787479	JW1217	4123	EB0635	aa	OK	236	Clockwise	1284362	1285072	27.68	Null	Nitrate reductase, nitrate regulation	"Redox enzyme maturation protein (REMP) for NarG; facilitates molybdenum insertion; binds NarG"	NarJ has two NarG binding sites: one for Mo insertion and one to block membrane attachment via NarI until activation is complete. Induced by anaerobiosis plus nitrate.  NarJ is essential for a Tat-dependent interaction between NarG and Mo proteins.	26448.86
EG10642	narK	ECK1217	P10903	b1223	CG18112	g1787475	JW1214	4111	EB0636	aa	OK	463	Clockwise	1277180	1278571	27.53	Null	Nitrate reductase, nitrate regulation	"Nitrate/nitrite antiporter; promotes nitrite extrusion and uptake"	Major Facilitator Superfamily (MFS).	49693.44
EG10643	narL	ECK1215	P0AF28	b1221	CG18109	g1787473	JW1212	4097	EB0637	aa	OK	216	Counterclockwise	1274402	1275052	27.47	frdR	Nitrate reductase, nitrate regulation	"Two-component regulator protein for nitrate/nitrite response; cognate sensor is NarX"	9/69 NarL peptide masses from MS analysis confirm this start codon and indicate that the initial Met is removed (Maillet, 2007).	23926.79
EG10644	narV	ECK1459	P0AF32	b1465	CG32136	g1787738	JW1460	4889	EB0638	aa	OK	226	Counterclockwise	1533961	1534641	33.06	chlZ	Nitrate reductase, nitrate regulation	Nitrate reductase II (NRZ), gamma-subunit	NarV is involved in localizing NarYZV to the membrane. Stationary phase induced, RpoS-dependent.	26017.92
EG10645	narW	ECK1460	P19317	b1466	CG32139	g1787739	JW1461	4892	EB0639	aa	OK	231	Counterclockwise	1534638	1535333	33.08	chlZ	Nitrate reductase, nitrate regulation	"Redox enzyme maturation protein (REMP) for for NarZYV, molybdenum insertion; binds NarZ"	NarW has two NarZ binding sites: one for Mo insertion and one to block membrane attachment via NarV until activation is complete. NarJ and NarW are interchangeable. Stationary phase induced, RpoS-dependent.	26160.59
EG10646	narX	ECK1216	P0AFA2	b1222	CG18106	g1787474	JW1213	4099	EB0640	aa	OK	598	Counterclockwise	1275045	1276841	27.48	"frdR;narR"	Nitrate reductase, nitrate regulation	"Two-component nitrate/nittrite sensor-transmitter protein; NarL is cognate regulator; functional redundance with narQ"	Null	67083.92
EG10647	narY	ECK1461	P19318	b1467	CG32142	g1787740	JW1462	4896	EB0641	aa	"OK; Verified[0]"	514	Counterclockwise	1535333	1536877	33.09	chlZ	Nitrate reductase, nitrate regulation	Nitrate reductase II (NRZ), beta subunit	Stationary phase induced, RpoS-dependent.	58557.87
EG10648	narZ	ECK1462	P19319	b1468	CG18103	g1787741	JW1463	4898	EB0642	aa	OK	1246	Counterclockwise	1536874	1540614	33.12	chlZ	Nitrate reductase, nitrate regulation	Nitrate reductase II (NRZ), alpha subunit	Stationary phase induced, RpoS-dependent. HT_Cmplx31_Mem: NarH+NarZ. NarZ is anchored to the cytoplasmic side of the inner membrane.	140226.65
EG10649	ndh	ECK1095	P00393	b1109	CG457	g1787352	JW1095	3746	EB0643	aa	"OK; Verified[1]"	434	Clockwise	1165308	1166612	25.12	Null	NADH dehydrogenase	"Respiratory NADH dehydrogenase II; NADH:ubiquinone oxidoreductase II; membrane-bound flavoprotein; cupric reductase"	Null	47358.67
EG10650	ndk	ECK2514	P0A763	b2518	CG32926	g1788866	JW2502	8291	EB0644	aa	"OK; Verified[1]"	143	Counterclockwise	2642455	2642886	56.95	Null	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase	Binds TrxA (Kumar, 2004). UDG and Ndk form a  complex (Goswami, 2006).	15463.44
