Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
CYSG_ECOLI	C6EFK8_ECOBD	A	Fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase (EC 1.-.-.-) (EC 2.1.1.107) (EC 4.99.1.-) (Uroporphyrin-III C-methyltransferase)	8.324.158	457	1	1	2
CYSJ_ECOLI	C6EJA8_ECOBD	A	Sulfite reductase (NADPH) flavoprotein, alpha chain (Sulfite reductase, alpha subunit, flavoprotein) (EC 1.8.1.2)	8.144.893	599	1	1	1
CYSK_ECOLI	C6EL63_ECOBD	A	Cysteine synthase (EC 2.5.1.47)	1,626.92	323	10	12	20
CYSP_ECOLI	C6EL52_ECOBD	G	Sulfate ABC transporter, periplasmic sulfate-binding protein (Thiosulfate transporter subunit)	1,602.85	338	8	8	11
CYSZ_ECOLI	C6EL65_ECOBD	B	Protein CysZ	2,102.10	253	3	5	12
CYTR_ECOLI	C6EE75_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, LacI family)	8.204.522	341	1	1	1
DACA_ECOLI	C6EK61_ECOBD	F2	Beta-lactamase (EC 3.5.2.6) (D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 5)) (EC 3.4.16.4)	9.195.031	403	47	67	198
DACB_ECOLI	C6EH45_ECOBD	F2	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) (D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase) (EC 3.4.16.4)	9.404.987	477	23	25	29
DACC_ECOLI	C6EIU4_ECOBD	F2	Beta-lactamase (EC 3.5.2.6) (D-alanyl-D-alanine carboxypeptidase (Penicillin-binding protein 6a)) (EC 3.4.16.4)	800.499	400	30	47	98
DADA_ECOLI	C6EGS8_ECOBD	F1	D-amino acid dehydrogenase small subunit (EC 1.4.99.1) (D-amino-acid dehydrogenase) (EC 1.4.99.1)	4,119.08	432	23	31	98
DAMX_ECOLI	C6EFI8_ECOBD	B	Putative uncharacterized protein damX (Sporulation domain protein)	9.815.364	428	37	43	189
DAPA_ECOLI	C6EKN3_ECOBD	A	Dihydrodipicolinate synthase	2,372.25	292	2	2	2
DAPD_ECOLI	C6EAB9_ECOBD	A	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase)	9.864.214	274	7	10	22
DBHA_ECOLI	C6EE18_ECOBD	A	HU, DNA-binding transcriptional regulator, alpha subunit (Histone family protein DNA-binding protein)	1,244.70	90	1	1	2
DCD_ECOLI	C6EAP2_ECOBD	A	Deoxycytidine triphosphate deaminase (dCTP deaminase) (EC 3.5.4.13)	9.304.751	193	2	2	2
DCP_ECOLI	C6EDU8_ECOBD	A	Peptidyl-dipeptidase Dcp (EC 3.4.15.5)	1,180.60	703	1	1	1
DCRB_ECOLI	C6EFA2_ECOBD	E	Periplasmic protein (Putative uncharacterized protein)	8.955.361	185	21	34	188
DCTA_ECOLI	C6EEF5_ECOBD	B	C4-dicarboxylate transport protein (Sodium:dicarboxylate symporter)	1,412.67	428	2	2	3
DCUA_ECOLI	C6ECY7_ECOBD	B	Anaerobic c4-dicarboxylate antiporter, Dcu family (C4-dicarboxylate antiporter)	1,106.58	433	7	8	21
DDLA_ECOLI	C6ELK6_ECOBD	A	D-alanine/D-alanine ligase (EC 6.3.2.4) (D-alanylalanine synthetase) (EC 6.3.2.4)	1,501.84	364	1	1	1
DEAD_ECOLI	C6EH63_ECOBD	A	ATP-dependent RNA helicase (DEAD/DEAH box helicase domain protein)	1,343.69	629	20	21	30
DEDA_ECOLI	C6ELD6_ECOBD	B	Conserved inner membrane protein	9.064.679	219	2	2	6
DEDD_ECOLI	C6ELD9_ECOBD	B	Putative uncharacterized protein dedD (Sporulation domain protein)	1,263.66	220	8	9	16
DEF_ECOLI	C6EGI0_ECOBD	A	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	1,280.78	169	5	5	7
DEGP_ECOLI	C6EAC3_ECOBD	G	Protease Do (EC 3.4.21.108) (Serine endoprotease (Protease Do), membrane-associated) (EC 3.4.21.-)	1,184.70	474	50	80	481
DEGQ_ECOLI	C6EGZ8_ECOBD	G	Protease Do (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	1,144.66	455	44	57	118
DEGS_ECOLI	C6EGZ7_ECOBD	B	Periplasmic serine protease DegS (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	1,507.86	355	14	17	42
DEOB_ECOLI	C6EBI8_ECOBD	A	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	1,115.66	407	14	16	44
DEOC_ECOLI	C6EBJ0_ECOBD	A	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	1,137.59	259	24	30	95
DEOD_ECOLI	C6EBI7_ECOBD	A	Purine nucleoside phosphorylase deoD-type (PNP) (EC 2.4.2.1)	1,021.56	239	17	23	50
DEOR_ECOLI	C6EIU3_ECOBD	A	DNA-binding transcriptional repressor (Transcriptional regulator, DeoR family)	2,276.24	252	1	1	1
DER_ECOLI	C6EKJ8_ECOBD	F1	GTP-binding protein engA	1,107.63	490	23	26	36
DHAL_ECOLI	C6EGR8_ECOBD	A	Dihydroxyacetone kinase, C-terminal domain protein (Dihydroxyacetone kinase, L subunit)	2,544.24	210	1	1	1
DHAM_ECOLI	C6EGR9_ECOBD	F1	Dihydroxyacetone kinase, phosphotransfer subunit (Fused predicted dihydroxyacetone-specific PTS enzymes: HPr component/EI component)	1,873.96	472	5	5	5
DHAS_ECOLI	C6EFE1_ECOBD	B	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1,683.93	367	1	1	2
DHG_ECOLI	C6EAT3_ECOBD	B	Glucose dehydrogenase (EC 1.1.5.2) (Membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family) (EC 1.1.5.2)	1,384.65	796	18	19	32
DHNA_ECOLI	C6EGY3_ECOBD	F1	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Respiratory NADH dehydrogenase 2/cupric reductase) (EC 1.16.1.-) (EC 1.6.99.3)	1,611.91	434	40	52	153
DHSA_ECOLI	C6EJL4_ECOBD	F1	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1) (Succinate dehydrogenase or fumarate reductase, flavoprotein subunit)	9.764.881	588	48	66	385
DHSB_ECOLI	C6EJL3_ECOBD	F1	Succinate dehydrogenase and fumarate reductase iron-sulfur protein (EC 1.3.99.1) (Succinate dehydrogenase, FeS subunit) (EC 1.3.99.1)	1,437.61	238	23	38	188
DHSD_ECOLI	C6EJL5_ECOBD	B	Succinate dehydrogenase cytochrome b556 small membrane subunit (EC 1.3.99.1) (Succinate dehydrogenase, hydrophobic membrane anchor protein)	1,021.51	115	2	3	50
DIAA_ECOLI	C6EH76_ECOBD	A	DnaA initiator-associating factor for replication initiation (DnaA initiator-associating protein DiaA)	8.164.573	196	1	1	2
DICA_ECOLI	C6EDS4_ECOBD	A	Prophage CP-9330 DicA-like protein (Transcriptional regulator, XRE family)	9.445.272	135	2	2	3
DJLA_ECOLI	C6EAZ8_ECOBD	B	Dna-J like membrane chaperone protein (Heat shock protein DnaJ domain protein)	8.784.478	271	16	25	56
DKSA_ECOLI	C6EAD9_ECOBD	A	DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein (Transcriptional regulator, TraR/DksA family)	2,058.92	151	2	2	4
DLD_ECOLI	C6EAH8_ECOBD	F1	D-lactate dehydrogenase (EC 1.1.1.28) (D-lactate dehydrogenase, FAD-binding, NADH independent) (EC 1.1.1.28)	9.324.472	571	32	39	65
DLDH_ECOLI	C6EAU1_ECOBD	F1	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	8.604.838	474	31	42	94
DNAA_ECOLI	C6ECH7_ECOBD	F1	Chromosomal replication initiator protein dnaA	1,659.78	467	20	23	42
DNAB_ECOLI	C6EDW8_ECOBD	A	Replicative DNA helicase	8.754.734	471	14	14	15
DNAC_ECOLI	C6EBK9_ECOBD	A	AAA ATPase (DNA biosynthesis protein)	1,045.54	245	1	1	2
DNAJ_ECOLI	C6EB39_ECOBD	A	Chaperone protein dnaJ	1,539.87	376	50	71	178
DNAK_ECOLI	C6EB40_ECOBD	F1	Chaperone protein DnaK (Molecular chaperone DnaK)	1,290.62	638	48	58	142
DPO1_ECOLI	C6EF39_ECOBD	A	DNA polymerase I (EC 2.7.7.7)	1,108.59	928	15	15	21
DPO3A_ECOLI	C6EAA1_ECOBD	A	DNA polymerase III subunit alpha (EC 2.7.7.7) (DNA polymerase III, alpha subunit)	8.024.782	1160	19	20	41
DPO3E_ECOLI	C6EA75_ECOBD	A	DNA polymerase III, epsilon subunit (EC 2.7.7.7)	9.674.878	246	1	1	2
DPO3X_ECOLI	C6EKZ4_ECOBD	A	DNA polymerase III subunits gamma and tau (EC 2.7.7.7) (DNA polymerase III, subunits gamma and tau) (EC 2.7.7.7)	8.364.624	643	6	6	6
DPPA_ECOLI	C6EED6_ECOBD	G	Dipeptide transporter (Extracellular solute-binding protein family 5)	8.144.671	535	12	14	17
DPPB_ECOLI	C6EED7_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Dipeptide transporter)	1,511.74	339	1	1	1
DPPD_ECOLI	C6EED9_ECOBD	F1	Dipeptide transporter (Oligopeptide/dipeptide ABC transporter, ATPase subunit)	1,678.91	327	3	3	3
DPPF_ECOLI	C6EEE0_ECOBD	F1	Dipeptide transporter (Oligopeptide/dipeptide ABC transporter, ATPase subunit)	2,426.25	334	1	1	1
DPS_ECOLI	C6EIX0_ECOBD	A	DNA protection during starvation conditions (Ferritin Dps family protein)	9.155.258	167	45	75	587
DSBB_ECOLI	C6EGT2_ECOBD	B	Disulfide bond formation protein B (Disulphide bond formation protein DsbB)	1,144.60	176	2	2	2
DSBC_ECOLI	C6EIL5_ECOBD	G	Protein disulfide isomerase II (EC 5.3.4.1) (Thiol:disulfide interchange protein DsbC)	1,316.65	236	5	5	10
DSBD_ECOLI	C6ECY9_ECOBD	B	Thiol:disulfide interchange protein dsbD (EC 1.8.1.8) (Protein-disulfide reductase)	8.504.452	565	8	11	34
DSBE_ECOLI	C6EA05_ECOBD	B	Periplasmic thioredoxin of cytochrome c-type biogenesis (Redoxin domain protein)	1,727.88	185	3	3	13
DSBG_ECOLI	C6EK90_ECOBD	G	Disulfide isomerase/thiol-disulfide oxidase (Periplasmic disulfide isomerase/thiol-disulfide oxidase) (EC 5.3.4.1)	1,446.73	253	1	1	1
DTPA_ECOLI	C6EDL1_ECOBD	B	Amino acid/peptide transporter (Putative tripeptide transporter permease)	1,280.58	500	2	4	23
DXS_ECOLI	C6ELG4_ECOBD	A	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase)	1,114.48	620	5	5	8
ECNB_ECOLI	C6ECX6_ECOBD	I	Entericidin B membrane lipoprotein (Entericidin EcnAB)	1,718.82	48	2	2	11
ECOT_ECOLI	C6E9Z0_ECOBD	G	Ecotin (Proteinase inhibitor I11 ecotin)	1,504.79	162	8	10	23
EFEU_ECOLI	C6EHJ0_ECOBD	B	FTR1 family protein	1,456.78	276	1	1	2
EFG_ECOLI	C6EGC4_ECOBD	A	Elongation factor G (EF-G)	9.024.942	704	50	65	128
EFP_ECOLI	C6ECX8_ECOBD	A	Elongation factor P	1,024.54	188	6	6	10
EFPL_ECOLI	C6EA26_ECOBD	A	Elongation factor P-like protein	1,115.57	190	1	1	1
EFTS_ECOLI	C6EAB5_ECOBD	A	Elongation factor Ts (EF-Ts)	9.315.459	283	17	21	32
EFTU1_ECOLI	C6EGC5_ECOBD	F1	Elongation factor Tu	1,303.78	394	48	73	573
EFTU2_ECOLI	C6EE39_ECOBD	F1	Elongation factor Tu	9.054.952	394	42	63	179
ELAB_ECOLI	C6E9T3_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein elaB)	8.354.784	101	15	19	25
ELBB_ECOLI	C6EH18_ECOBD	A	Isoprenoid biosynthesis protein with amidotransferase-like domain (ThiJ/PfpI domain protein)	9.075.037	217	1	1	1
EMRA_ECOLI	C6EJU1_ECOBD	B	Efflux pump membrane protein (Multidrug efflux system)	9.784.674	390	22	27	67
EMRB_ECOLI	C6EJU0_ECOBD	B	Drug resistance transporter, EmrB/QacA subfamily (Multidrug efflux system protein)	1,237.65	512	1	1	1
EMTA_ECOLI	C6EGS4_ECOBD	I	Lytic murein endotransglycosylase E (EC 2.4.99.-) (Lytic transglycosylase catalytic)	1,251.59	203	7	8	13
END3_ECOLI	C6EDL3_ECOBD	A	DNA glycosylase and apyrimidinic (AP) lyase (Endonuclease III) (EC 4.2.99.18) (Endonuclease III) (EC 4.2.99.18)	9.005.626	211	2	2	5
ENGB_ECOLI	C6EF37_ECOBD	A	GTP-binding protein HSR1-related	9.755.405	210	14	22	71
ENGD_ECOLI	C6EGR3_ECOBD	A	GTP-binding protein YchF (Translation-associated GTPase)	9.945.568	363	5	7	13
ENO_ECOLI	C6EJ93_ECOBD	A	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	9.504.942	432	25	27	55
ENTE_ECOLI	C6EKA0_ECOBD	F1	2,3-dihydroxybenzoate-AMP ligase (2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex) (EC 6.3.2.-)	8.134.942	536	1	1	1
ENVZ_ECOLI	C6EFH0_ECOBD	B	Histidine kinase	9.464.588	450	4	4	5
EPTA_ECOLI	C6ED10_ECOBD	B	Predicted metal dependent hydrolase (Sulfatase)	1,765.88	547	27	36	151
ERA_ECOLI	C6EK21_ECOBD	F1	GTP-binding protein era homolog	2,051.15	301	4	4	4
ERFK_ECOLI	C6EB82_ECOBD	G	ErfK/YbiS/YcfS/YnhG family protein	8.194.142	311	1	1	1
ERPA_ECOLI	C6EAC8_ECOBD	A	Iron-sulfur cluster assembly accessory protein (Putative uncharacterized protein yadR)	1,003.56	114	1	1	1
ETK_ECOLI	C6EHM6_ECOBD	B	Capsular exopolysaccharide family (EC 2.7.10.2) (Cryptic autophosphorylating protein tyrosine kinase Etk)	1,998.03	726	1	1	2
EX5A_ECOLI	C6EJ50_ECOBD	A	Exodeoxyribonuclease V, alpha subunit (EC 3.1.11.5) (Exonuclease V (RecBCD complex), alpha chain) (EC 3.1.11.5)	1,120.61	608	3	3	3
EX5C_ECOLI	C6EJ47_ECOBD	A	Exodeoxyribonuclease V, gamma subunit (EC 3.1.11.5) (Exonuclease V (RecBCD complex), gamma chain) (EC 3.1.11.5)	1,291.66	1122	1	1	1
EXBB_ECOLI	C6EHY7_ECOBD	B	Membrane spanning protein in TonB-ExbB-ExbD complex (TonB-system energizer ExbB)	1,057.56	244	6	8	26
EXOX_ECOLI	C6EBY5_ECOBD	A	Exodeoxyribonuclease X (EC 3.1.11.-) (Exonuclease RNase T and DNA polymerase III)	8.695.357	220	1	1	1
EXUR_ECOLI	C6EHQ0_ECOBD	A	DNA-binding transcriptional repressor (Regulatory protein GntR HTH)	1,178.62	258	2	2	5
FABA_ECOLI	C6EI28_ECOBD	A	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60) (Beta-hydroxydecanoyl thioester dehydrase)	1,061.60	172	4	4	7
FABB_ECOLI	C6ELD0_ECOBD	A	3-oxoacyl-(Acyl carrier protein) synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)	1,180.56	406	6	6	10
FABD_ECOLI	C6EHC2_ECOBD	A	Acyl carrier protein S-malonyltransferase (EC 2.3.1.39) (Malonyl CoA-acyl carrier protein transacylase)	2,373.23	309	3	3	5
FABF_ECOLI	C6EHB9_ECOBD	A	3-oxoacyl-(Acyl carrier protein) synthase (EC 2.3.1.41) (3-oxoacyl-(Acyl-carrier-protein) synthase 2)	1,260.67	413	14	17	40
FABG_ECOLI	C6EHC1_ECOBD	A	3-oxoacyl-(Acyl-carrier-protein) reductase (3-oxoacyl-[acyl-carrier-protein] reductase) (EC 1.1.1.100)	1,935.98	244	8	8	32
FABH_ECOLI	C6EHC3_ECOBD	A	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III)	2,264.19	317	3	3	3
FABI_ECOLI	C6EFU4_ECOBD	F1	Enoyl-(Acyl carrier protein) reductase (EC 1.3.1.9) (Short-chain dehydrogenase/reductase SDR)	8.594.631	262	7	8	12
FABR_ECOLI	C6EE46_ECOBD	A	DNA-binding transcriptional repressor (Transcriptional regulator, TetR family)	2,584.25	234	9	9	22
FABZ_ECOLI	C6EAA5_ECOBD	F1	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase ((3R)-hydroxymyristoyl ACP dehydrase) (EC 4.2.1.-)	2,540.30	151	11	19	67
FADA_ECOLI	C6EF53_ECOBD	A	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	812.499	387	4	4	5
FADB_ECOLI	C6EF52_ECOBD	A	Fatty acid oxidation complex subunit alpha	988.531	729	5	5	6
FADE_ECOLI	C6EA67_ECOBD	B	Acyl-CoA dehydrogenase (EC 1.3.99.3) (Putative uncharacterized protein)	1,532.84	814	45	59	202
FADI_ECOLI	C6ELB2_ECOBD	A	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	9.826.045	436	21	24	43
FADJ_ECOLI	C6ELB3_ECOBD	A	Fatty acid oxidation complex subunit alpha	2,203.17	714	23	25	45
FADL_ECOLI	C6ELB0_ECOBD	H	Membrane protein involved in aromatic hydrocarbon degradation	5,216.49	446	2	2	5
FADR_ECOLI	C6EGT0_ECOBD	A	Fatty acid metabolism regulator (Fatty acid metabolism transcriptional regulator FadR)	1,948.05	239	5	5	7
FDHE_ECOLI	C6EF08_ECOBD	A	Protein fdhE	1,393.66	309	1	1	1
FDOG_ECOLI	C6EF05_ECOBD	G	Formate dehydrogenase, alpha subunit (Formate dehydrogenase-O, major subunit)	1,034.59	1016	16	18	49
FDOH_ECOLI	C6EF06_ECOBD	B	Formate dehydrogenase, beta subunit (Formate dehydrogenase-O, Fe-S subunit) (EC 1.2.1.2)	8.164.938	300	2	2	2
FDOI_ECOLI	C6EF07_ECOBD	B	Formate dehydrogenase, gamma subunit (Formate dehydrogenase-O, cytochrome b556 subunit) (EC 1.2.1.2)	1,287.65	211	1	1	1
FECA_ECOLI	C6EC65_ECOBD	H	Ferric citrate outer membrane transporter (TonB-dependent siderophore receptor)	1,012.52	774	24	25	36
FECB_ECOLI	C6EC66_ECOBD	G	Iron-dicitrate transporter subunit (Periplasmic binding protein)	1,461.71	300	4	6	16
FECD_ECOLI	C6EC68_ECOBD	B	Iron-dicitrate transporter subunit (Transport system permease protein)	1,171.63	318	1	1	2
FENR_ECOLI	C6EEX4_ECOBD	A	Ferredoxin-NADP reductase (EC 1.18.1.2) (Oxidoreductase FAD/NAD(P)-binding domain protein)	9.624.902	248	7	7	7
FEOB_ECOLI	C6EFG5_ECOBD	B	Ferrous iron transport protein B	2,123.08	773	1	1	1
FEPA_ECOLI	C6EKB2_ECOBD	H	Iron-enterobactin outer membrane transporter (TonB-dependent siderophore receptor)	1,128.59	746	15	15	18
FEPB_ECOLI	C6EKA3_ECOBD	G	Iron-enterobactin transporter subunit (Periplasmic binding protein)	1,020.51	318	1	1	1
FEPC_ECOLI	C6EKA7_ECOBD	F1	ABC transporter related (Iron-enterobactin transporter subunit)	1,048.52	271	1	1	1
FEPD_ECOLI	C6EKA5_ECOBD	B	Iron-enterobactin transporter subunit (Transport system permease protein)	1,733.90	334	1	1	1
FHUC_ECOLI	C6EAD3_ECOBD	F1	ABC transporter related (Iron-hydroxamate transporter subunit)	1,045.59	265	8	8	14
FHUD_ECOLI	C6EAD2_ECOBD	G	Iron-hydroxamate transporter subunit (Periplasmic binding protein)	1,992.08	296	2	2	3
FIEF_ECOLI	C6EEY3_ECOBD	B	Cation diffusion facilitator family transporter (Ferrous iron efflux protein F)	9.455.224	300	10	14	28
FKBA_ECOLI	C6EGB7_ECOBD	G	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	1,036.51	270	27	34	77
FKBB_ECOLI	C6ECD7_ECOBD	A	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	9.945.204	206	6	6	8
FLAV_ECOLI	C6EJQ0_ECOBD	A	Flavodoxin (Flavodoxin 1)	1,082.55	176	2	2	2
FLK_ECOLI	C6ELD2_ECOBD	B	Flagella assembly protein (Predicted flagella assembly protein)	9.445.048	331	8	8	8
FOCA_ECOLI	C6EI78_ECOBD	B	Formate transporter (Formate/nitrite transporter)	1,877.95	285	4	6	18
FOLX_ECOLI	C6ELF0_ECOBD	A	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase (EC 5.-.-.-) (Dihydroneopterin aldolase)	1,410.65	120	1	1	1
FRDA_ECOLI	C6ECW9_ECOBD	F1	Fumarate reductase (EC 1.3.99.1) (Fumarate reductase, flavoprotein subunit)	1,095.50	602	17	21	65
FRDB_ECOLI	C6ECX0_ECOBD	F1	Fumarate reductase (Anaerobic), Fe-S subunit (EC 1.3.99.1) (Succinate dehydrogenase and fumarate reductase iron-sulfur protein) (EC 1.3.99.1)	1,816.75	244	13	17	35
FRDC_ECOLI	C6ECX1_ECOBD	B	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	9.004.862	131	2	2	2
FRE_ECOLI	C6EF54_ECOBD	A	NAD(P)H-flavin reductase (EC 1.5.1.29) (Oxidoreductase FAD/NAD(P)-binding domain protein)	9.576.092	233	1	1	2
FRMA_ECOLI	C6ELM4_ECOBD	A	Alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase (S-(Hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase)	8.544.478	369	6	8	12
FRSA_ECOLI	C6EA48_ECOBD	A	Fermentation/respiration switch protein (Putative uncharacterized protein)	9.785.103	414	7	7	10
FRUR_ECOLI	C6EAX5_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, LacI family)	1,777.93	334	2	2	2
FSR_ECOLI	C6EKY5_ECOBD	B	Major facilitator superfamily MFS_1 (Predicted fosmidomycin efflux system)	1,760.85	406	1	1	1
FTNA_ECOLI	C6EBF4_ECOBD	A	Ferritin iron storage protein (Cytoplasmic) (Ferroxidase) (EC 1.16.3.1)	2,130.02	165	2	2	9
FTSA_ECOLI	C6EAW1_ECOBD	F1	Cell division protein (Cell division protein FtsA)	1,203.68	420	20	26	45
FTSB_ECOLI	C6EJB9_ECOBD	B	Cell diviision protein FtsB (Septum formation initiator)	1,444.70	103	1	1	3
FTSE_ECOLI	C6EFB1_ECOBD	F1	Type II (General) Secretory Pathway (IISP) Family protein	8.594.996	222	19	27	55
FTSH_ECOLI	C6EH49_ECOBD	B	ATP-dependent metalloprotease FtsH (EC 3.6.4.3)	1,067.54	647	100	150	1535
FTSI_ECOLI	C6EAX1_ECOBD	B	Peptidoglycan glycosyltransferase (EC 2.4.1.129) (Transpeptidase involved in septal peptidoglycan synthesis (Penicillin-binding protein 3)) (EC 2.4.1.129)	1,076.58	588	21	26	42
FTSK_ECOLI	C6EI92_ECOBD	B	Cell divisionFtsK/SpoIIIE (DNA-binding membrane protein required for chromosome resolution and partitioning)	1,134.57	1342	6	6	9
FTSL_ECOLI	C6EAX2_ECOBD	B	Cell division protein FtsL (Membrane bound cell division protein at septum containing leucine zipper motif)	1,965.01	121	3	3	3
FTSN_ECOLI	C6EE76_ECOBD	B	Cell division protein FtsN (Essential cell division protein)	1,142.57	319	24	27	83
FTSQ_ECOLI	C6EAW2_ECOBD	B	Cell division protein FtsQ (Membrane anchored protein involved in growth of wall at septum)	1,192.56	276	6	7	7
FTSX_ECOLI	C6EFB2_ECOBD	B	Predicted transporter subunit: membrane component of ABC superfamily (Protein insertion ABC transporter, inner membrane subunit FtsX)	9.595.269	352	17	20	41
FTSY_ECOLI	C6EFB0_ECOBD	F1	Signal recognition particle-docking protein FtsY	1,511.70	497	22	26	36
FTSZ_ECOLI	C6EAW0_ECOBD	F1	Cell division protein ftsZ	1,156.60	383	35	43	126
FUCM_ECOLI	C6EJ62_ECOBD	A	L-fucose mutarotase (RbsD or FucU transport)	1,310.79	140	1	1	1
FUMA_ECOLI	C6EDN6_ECOBD	A	Fumarate hydratase (Fumarase A), aerobic Class I (EC 4.2.1.2) (Hydro-lyase, Fe-S type, tartrate/fumarate subfamily, beta subunit)	2,689.37	548	4	4	5
FUR_ECOLI	C6EJQ1_ECOBD	A	Ferric uptake regulator (Ferric uptake regulator, Fur family)	1,695.86	148	3	3	3
FXSA_ECOLI	C6ECY5_ECOBD	B	FxsA cytoplasmic membrane protein (Inner membrane protein)	1,364.62	158	5	5	19
G3P1_ECOLI	C6EC50_ECOBD	A	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) (Glyceraldehyde-3-phosphate dehydrogenase, type I) (EC 1.2.1.12)	3,815.95	331	7	7	12
G6PD_ECOLI	C6EBX6_ECOBD	A	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	9.714.906	491	2	2	2
G6PI_ECOLI	C6EDZ9_ECOBD	A	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (Phosphohexose isomerase)	1,051.51	549	4	4	5
GABD_ECOLI	C6EJW4_ECOBD	A	Succinate-semialdehyde dehydrogenase I, NADP-dependent (EC 1.2.1.16) (Succinic semialdehyde dehydrogenase)	8.014.213	482	1	1	1
GABT_ECOLI	C6EJW3_ECOBD	A	4-aminobutyrate aminotransferase	8.004.989	426	2	2	2
GALF_ECOLI	C6EAR5_ECOBD	B	Predicted subunit with GalU (EC 2.7.7.9) (Regulatory protein GalF)	1,285.74	297	1	1	1
GALR_ECOLI	C6EJ31_ECOBD	A	DNA-binding transcriptional repressor (Transcriptional regulator, LacI family)	8.735.153	343	2	2	3
GALU_ECOLI	C6EGN1_ECOBD	B	Glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UTP-glucose-1-phosphate uridylyltransferase)	1,053.64	302	2	2	2
GATD_ECOLI	C6EAL9_ECOBD	B	Alcohol dehydrogenase GroES domain protein (Galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding) (EC 1.1.1.251)	1,276.77	346	1	1	1
GATZ_ECOLI	C6EAL5_ECOBD	A	D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit (Putative tagatose 6-phosphate kinase 1)	1,009.54	420	5	5	9
GCH1_ECOLI	C6EAG0_ECOBD	A	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I)	1,239.61	222	6	6	8
GCSH_ECOLI	C6EIK4_ECOBD	A	Glycine cleavage system H protein	2,754.31	129	1	1	1
GCSP_ECOLI	C6EIK5_ECOBD	A	Glycine dehydrogenase [decarboxylating] (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase)	3,215.65	957	5	5	6
GCST_ECOLI	C6EIK3_ECOBD	A	Aminomethyltransferase (EC 2.1.2.10)	1,106.56	364	2	2	4
GCVA_ECOLI	C6EJ58_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, LysR family)	1,390.74	305	4	4	4
