Entry Name K12	Entry Name BL21(DE3)	Category	Description	Protein MW	Protein Len	Unique Peptides	Unique Spectra	Total #spectra
DEGP_ECOLI	C6EAC3_ECOBD	G	Protease Do (EC 3.4.21.108) (Serine endoprotease (Protease Do), membrane-associated) (EC 3.4.21.-)	1,090.56	474	47	91	382
DEGQ_ECOLI	C6EGZ8_ECOBD	G	Protease Do (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	917.494	455	43	64	127
DEGS_ECOLI	C6EGZ7_ECOBD	B	Periplasmic serine protease DegS (EC 3.4.21.108) (Serine endoprotease, periplasmic) (EC 3.4.21.-)	8.274.735	355	13	16	22
DEOB_ECOLI	C6EBI8_ECOBD	A	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	1,115.66	407	11	13	27
DEOC_ECOLI	C6EBJ0_ECOBD	A	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	1,582.76	259	24	31	51
DEOD_ECOLI	C6EBI7_ECOBD	A	Purine nucleoside phosphorylase deoD-type (PNP) (EC 2.4.2.1)	1,021.56	239	17	23	41
DER_ECOLI	C6EKJ8_ECOBD	F1	GTP-binding protein engA	1,274.67	490	4	4	5
DHAM_ECOLI	C6EGR9_ECOBD	F1	Dihydroxyacetone kinase, phosphotransfer subunit (Fused predicted dihydroxyacetone-specific PTS enzymes: HPr component/EI component)	1,873.96	472	5	5	5
DHAS_ECOLI	C6EFE1_ECOBD	B	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1,683.93	367	1	1	1
DHG_ECOLI	C6EAT3_ECOBD	B	Glucose dehydrogenase (EC 1.1.5.2) (Membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family) (EC 1.1.5.2)	1,384.65	796	19	21	33
DHNA_ECOLI	C6EGY3_ECOBD	F1	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (Respiratory NADH dehydrogenase 2/cupric reductase) (EC 1.16.1.-) (EC 1.6.99.3)	9.744.903	434	38	51	89
DHSA_ECOLI	C6EJL4_ECOBD	F1	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1) (Succinate dehydrogenase or fumarate reductase, flavoprotein subunit)	8.774.813	588	23	26	59
DHSB_ECOLI	C6EJL3_ECOBD	F1	Succinate dehydrogenase and fumarate reductase iron-sulfur protein (EC 1.3.99.1) (Succinate dehydrogenase, FeS subunit) (EC 1.3.99.1)	1,694.93	238	17	21	34
DHSD_ECOLI	C6EJL5_ECOBD	B	Succinate dehydrogenase cytochrome b556 small membrane subunit (EC 1.3.99.1) (Succinate dehydrogenase, hydrophobic membrane anchor protein)	1,021.51	115	2	3	33
DJLA_ECOLI	C6EAZ8_ECOBD	B	Dna-J like membrane chaperone protein (Heat shock protein DnaJ domain protein)	1,648.88	271	14	20	32
DKGB_ECOLI	C6EA83_ECOBD	A	2,5-diketo-D-gluconate reductase B (EC 1.1.1.274) (Aldo/keto reductase)	1,607.84	267	1	1	1
DKSA_ECOLI	C6EAD9_ECOBD	A	DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein (Transcriptional regulator, TraR/DksA family)	2,058.92	151	2	2	4
DLD_ECOLI	C6EAH8_ECOBD	F1	D-lactate dehydrogenase (EC 1.1.1.28) (D-lactate dehydrogenase, FAD-binding, NADH independent) (EC 1.1.1.28)	1,868.96	571	10	10	10
DLDH_ECOLI	C6EAU1_ECOBD	F1	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	8.344.833	474	26	31	39
DNAA_ECOLI	C6ECH7_ECOBD	F1	Chromosomal replication initiator protein dnaA	818.517	467	13	14	18
DNAB_ECOLI	C6EDW8_ECOBD	A	Replicative DNA helicase	8.714.632	471	6	6	6
DNAJ_ECOLI	C6EB39_ECOBD	A	Chaperone protein dnaJ	1,483.71	376	1	1	1
DNAK_ECOLI	C6EB40_ECOBD	F1	Chaperone protein DnaK (Molecular chaperone DnaK)	8.164.212	638	46	54	79
DPO3A_ECOLI	C6EAA1_ECOBD	A	DNA polymerase III subunit alpha (EC 2.7.7.7) (DNA polymerase III, alpha subunit)	1,568.80	1160	6	6	6
DPO3X_ECOLI	C6EKZ4_ECOBD	A	DNA polymerase III subunits gamma and tau (EC 2.7.7.7) (DNA polymerase III, subunits gamma and tau) (EC 2.7.7.7)	1,348.71	643	1	1	1
DPPA_ECOLI	C6EED6_ECOBD	G	Dipeptide transporter (Extracellular solute-binding protein family 5)	1,050.56	535	11	13	14
DPPB_ECOLI	C6EED7_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Dipeptide transporter)	1,511.74	339	1	1	1
DPPD_ECOLI	C6EED9_ECOBD	F1	Dipeptide transporter (Oligopeptide/dipeptide ABC transporter, ATPase subunit)	1,678.91	327	2	2	2
DPS_ECOLI	C6EIX0_ECOBD	A	DNA protection during starvation conditions (Ferritin Dps family protein)	2,041.02	167	18	26	34
DSBB_ECOLI	C6EGT2_ECOBD	B	Disulfide bond formation protein B (Disulphide bond formation protein DsbB)	1,144.60	176	2	2	2
DSBC_ECOLI	C6EIL5_ECOBD	G	Protein disulfide isomerase II (EC 5.3.4.1) (Thiol:disulfide interchange protein DsbC)	1,316.65	236	5	6	9
DSBD_ECOLI	C6ECY9_ECOBD	B	Thiol:disulfide interchange protein dsbD (EC 1.8.1.8) (Protein-disulfide reductase)	8.504.452	565	8	13	39
DSBE_ECOLI	C6EA05_ECOBD	B	Periplasmic thioredoxin of cytochrome c-type biogenesis (Redoxin domain protein)	1,727.88	185	2	2	2
DSBG_ECOLI	C6EK90_ECOBD	G	Disulfide isomerase/thiol-disulfide oxidase (Periplasmic disulfide isomerase/thiol-disulfide oxidase) (EC 5.3.4.1)	1,446.73	253	1	1	1
DTPA_ECOLI	C6EDL1_ECOBD	B	Amino acid/peptide transporter (Putative tripeptide transporter permease)	1,280.58	500	2	5	19
ECNB_ECOLI	C6ECX6_ECOBD	I	Entericidin B membrane lipoprotein (Entericidin EcnAB)	1,718.82	48	2	2	11
ECOT_ECOLI	C6E9Z0_ECOBD	G	Ecotin (Proteinase inhibitor I11 ecotin)	1,504.79	162	8	10	11
EFEU_ECOLI	C6EHJ0_ECOBD	B	FTR1 family protein	1,456.78	276	1	2	5
EFG_ECOLI	C6EGC4_ECOBD	A	Elongation factor G (EF-G)	9.024.942	704	36	41	56
EFP_ECOLI	C6ECX8_ECOBD	A	Elongation factor P	1,024.54	188	7	7	7
EFPL_ECOLI	C6EA26_ECOBD	A	Elongation factor P-like protein	1,115.57	190	1	1	1
EFTS_ECOLI	C6EAB5_ECOBD	A	Elongation factor Ts (EF-Ts)	9.315.459	283	15	17	21
EFTU1_ECOLI	C6EGC5_ECOBD	F1	Elongation factor Tu	9.054.952	394	43	79	269
EFTU2_ECOLI	C6EE39_ECOBD	F1	Elongation factor Tu	9.054.952	394	43	79	222
ELAB_ECOLI	C6E9T3_ECOBD	B	Putative uncharacterized protein (Putative uncharacterized protein elaB)	1,763.89	101	6	8	9
ELBB_ECOLI	C6EH18_ECOBD	A	Isoprenoid biosynthesis protein with amidotransferase-like domain (ThiJ/PfpI domain protein)	9.075.037	217	1	1	1
EMRA_ECOLI	C6EJU1_ECOBD	B	Efflux pump membrane protein (Multidrug efflux system)	9.784.674	390	20	25	44
EMRB_ECOLI	C6EJU0_ECOBD	B	Drug resistance transporter, EmrB/QacA subfamily (Multidrug efflux system protein)	1,237.65	512	1	1	1
EMTA_ECOLI	C6EGS4_ECOBD	I	Lytic murein endotransglycosylase E (EC 2.4.99.-) (Lytic transglycosylase catalytic)	1,251.59	203	7	8	11
ENGB_ECOLI	C6EF37_ECOBD	A	GTP-binding protein HSR1-related	2,082.02	210	5	5	5
ENGD_ECOLI	C6EGR3_ECOBD	A	GTP-binding protein YchF (Translation-associated GTPase)	9.945.568	363	5	6	10
ENO_ECOLI	C6EJ93_ECOBD	A	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	9.504.942	432	23	24	45
ENVZ_ECOLI	C6EFH0_ECOBD	B	Histidine kinase	9.464.588	450	4	4	5
EPTA_ECOLI	C6ED10_ECOBD	B	Predicted metal dependent hydrolase (Sulfatase)	1,765.88	547	28	39	146
ERPA_ECOLI	C6EAC8_ECOBD	A	Iron-sulfur cluster assembly accessory protein (Putative uncharacterized protein yadR)	1,003.56	114	2	3	8
ETK_ECOLI	C6EHM6_ECOBD	B	Capsular exopolysaccharide family (EC 2.7.10.2) (Cryptic autophosphorylating protein tyrosine kinase Etk)	1,998.03	726	1	1	2
EX5C_ECOLI	C6EJ47_ECOBD	A	Exodeoxyribonuclease V, gamma subunit (EC 3.1.11.5) (Exonuclease V (RecBCD complex), gamma chain) (EC 3.1.11.5)	1,291.66	1122	1	1	1
EXBB_ECOLI	C6EHY7_ECOBD	B	Membrane spanning protein in TonB-ExbB-ExbD complex (TonB-system energizer ExbB)	1,464.74	244	6	8	17
EXUR_ECOLI	C6EHQ0_ECOBD	A	DNA-binding transcriptional repressor (Regulatory protein GntR HTH)	1,862.99	258	1	1	1
FABA_ECOLI	C6EI28_ECOBD	A	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60) (Beta-hydroxydecanoyl thioester dehydrase)	1,061.60	172	4	4	7
FABB_ECOLI	C6ELD0_ECOBD	A	3-oxoacyl-(Acyl carrier protein) synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)	1,467.72	406	6	6	7
FABD_ECOLI	C6EHC2_ECOBD	A	Acyl carrier protein S-malonyltransferase (EC 2.3.1.39) (Malonyl CoA-acyl carrier protein transacylase)	2,373.23	309	3	4	6
FABF_ECOLI	C6EHB9_ECOBD	A	3-oxoacyl-(Acyl carrier protein) synthase (EC 2.3.1.41) (3-oxoacyl-(Acyl-carrier-protein) synthase 2)	1,268.56	413	13	16	25
FABG_ECOLI	C6EHC1_ECOBD	A	3-oxoacyl-(Acyl-carrier-protein) reductase (3-oxoacyl-[acyl-carrier-protein] reductase) (EC 1.1.1.100)	1,171.68	244	5	5	7
FABH_ECOLI	C6EHC3_ECOBD	A	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III)	2,049.97	317	2	2	2
FABI_ECOLI	C6EFU4_ECOBD	F1	Enoyl-(Acyl carrier protein) reductase (EC 1.3.1.9) (Short-chain dehydrogenase/reductase SDR)	1,327.58	262	6	7	8
FABR_ECOLI	C6EE46_ECOBD	A	DNA-binding transcriptional repressor (Transcriptional regulator, TetR family)	1,156.62	234	7	8	12
FABZ_ECOLI	C6EAA5_ECOBD	F1	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase ((3R)-hydroxymyristoyl ACP dehydrase) (EC 4.2.1.-)	1,359.55	151	2	2	2
FADA_ECOLI	C6EF53_ECOBD	A	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	1,288.69	387	1	1	2
FADB_ECOLI	C6EF52_ECOBD	A	Fatty acid oxidation complex subunit alpha	988.531	729	4	4	4
FADE_ECOLI	C6EA67_ECOBD	B	Acyl-CoA dehydrogenase (EC 1.3.99.3) (Putative uncharacterized protein)	1,623.84	814	39	48	128
FADI_ECOLI	C6ELB2_ECOBD	A	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	9.826.045	436	7	7	8
FADJ_ECOLI	C6ELB3_ECOBD	A	Fatty acid oxidation complex subunit alpha	9.754.935	714	20	21	24
FADL_ECOLI	C6ELB0_ECOBD	H	Membrane protein involved in aromatic hydrocarbon degradation	5,216.49	446	2	2	5
FADR_ECOLI	C6EGT0_ECOBD	A	Fatty acid metabolism regulator (Fatty acid metabolism transcriptional regulator FadR)	1,116.63	239	4	4	5
FDHE_ECOLI	C6EF08_ECOBD	A	Protein fdhE	1,393.66	309	1	1	1
FDOG_ECOLI	C6EF05_ECOBD	G	Formate dehydrogenase, alpha subunit (Formate dehydrogenase-O, major subunit)	2,972.50	1016	10	11	14
FDOH_ECOLI	C6EF06_ECOBD	B	Formate dehydrogenase, beta subunit (Formate dehydrogenase-O, Fe-S subunit) (EC 1.2.1.2)	1,279.64	300	1	1	1
FDOI_ECOLI	C6EF07_ECOBD	B	Formate dehydrogenase, gamma subunit (Formate dehydrogenase-O, cytochrome b556 subunit) (EC 1.2.1.2)	1,287.65	211	1	1	1
FECA_ECOLI	C6EC65_ECOBD	H	Ferric citrate outer membrane transporter (TonB-dependent siderophore receptor)	1,012.52	774	23	26	28
FECB_ECOLI	C6EC66_ECOBD	G	Iron-dicitrate transporter subunit (Periplasmic binding protein)	2,279.26	300	3	4	4
FECD_ECOLI	C6EC68_ECOBD	B	Iron-dicitrate transporter subunit (Transport system permease protein)	1,171.63	318	1	1	2
FENR_ECOLI	C6EEX4_ECOBD	A	Ferredoxin-NADP reductase (EC 1.18.1.2) (Oxidoreductase FAD/NAD(P)-binding domain protein)	9.624.902	248	7	7	7
FEOB_ECOLI	C6EFG5_ECOBD	B	Ferrous iron transport protein B	2,123.08	773	1	1	1
FEPA_ECOLI	C6EKB2_ECOBD	H	Iron-enterobactin outer membrane transporter (TonB-dependent siderophore receptor)	1,128.59	746	19	20	20
FEPB_ECOLI	C6EKA3_ECOBD	G	Iron-enterobactin transporter subunit (Periplasmic binding protein)	1,020.51	318	1	1	1
FEPD_ECOLI	C6EKA5_ECOBD	B	Iron-enterobactin transporter subunit (Transport system permease protein)	1,733.90	334	1	1	1
FHUC_ECOLI	C6EAD3_ECOBD	F1	ABC transporter related (Iron-hydroxamate transporter subunit)	1,494.87	265	3	3	3
FHUD_ECOLI	C6EAD2_ECOBD	G	Iron-hydroxamate transporter subunit (Periplasmic binding protein)	1,992.08	296	2	2	3
FIEF_ECOLI	C6EEY3_ECOBD	B	Cation diffusion facilitator family transporter (Ferrous iron efflux protein F)	9.455.224	300	10	15	23
FKBA_ECOLI	C6EGB7_ECOBD	G	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	1,384.75	270	25	31	52
FKBB_ECOLI	C6ECD7_ECOBD	A	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	1,225.68	206	5	5	5
FLAV_ECOLI	C6EJQ0_ECOBD	A	Flavodoxin (Flavodoxin 1)	1,082.55	176	2	2	2
FLHB_ECOLI	C6EBU7_ECOBD	B	Flagellar biosynthesis protein B (Flagellar biosynthetic protein FlhB)	8.334.299	382	1	1	1
FLIY_ECOLI	C6EBE1_ECOBD	G	Extracellular solute-binding protein family 3	8.734.789	285	1	1	1
FLK_ECOLI	C6ELD2_ECOBD	B	Flagella assembly protein (Predicted flagella assembly protein)	9.445.048	331	7	7	7
FOCA_ECOLI	C6EI78_ECOBD	B	Formate transporter (Formate/nitrite transporter)	1,602.82	285	4	6	14
FOLX_ECOLI	C6ELF0_ECOBD	A	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase (EC 5.-.-.-) (Dihydroneopterin aldolase)	1,410.65	120	1	1	1
FRDA_ECOLI	C6ECW9_ECOBD	F1	Fumarate reductase (EC 1.3.99.1) (Fumarate reductase, flavoprotein subunit)	999.533	602	5	5	5
FRDB_ECOLI	C6ECX0_ECOBD	F1	Fumarate reductase (Anaerobic), Fe-S subunit (EC 1.3.99.1) (Succinate dehydrogenase and fumarate reductase iron-sulfur protein) (EC 1.3.99.1)	1,816.75	244	3	3	5
FRDC_ECOLI	C6ECX1_ECOBD	B	Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)	9.004.862	131	2	2	2
FRMA_ECOLI	C6ELM4_ECOBD	A	Alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase (S-(Hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase)	9.634.567	369	6	8	9
FRSA_ECOLI	C6EA48_ECOBD	A	Fermentation/respiration switch protein (Putative uncharacterized protein)	9.785.103	414	6	6	6
FRUR_ECOLI	C6EAX5_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, LacI family)	1,513.78	334	1	1	1
FRVR_ECOLI	C6EF02_ECOBD	A	Predicted regulator (Transcriptional antiterminator, BglG)	1,944.98	582	1	1	1
FSR_ECOLI	C6EKY5_ECOBD	B	Major facilitator superfamily MFS_1 (Predicted fosmidomycin efflux system)	1,760.85	406	2	2	2
FTNA_ECOLI	C6EBF4_ECOBD	A	Ferritin iron storage protein (Cytoplasmic) (Ferroxidase) (EC 1.16.3.1)	2,130.02	165	2	2	3
FTSA_ECOLI	C6EAW1_ECOBD	F1	Cell division protein (Cell division protein FtsA)	1,203.68	420	15	20	25
FTSB_ECOLI	C6EJB9_ECOBD	B	Cell diviision protein FtsB (Septum formation initiator)	1,444.70	103	1	1	3
FTSE_ECOLI	C6EFB1_ECOBD	F1	Type II (General) Secretory Pathway (IISP) Family protein	2,890.55	222	4	6	7
FTSH_ECOLI	C6EH49_ECOBD	B	ATP-dependent metalloprotease FtsH (EC 3.6.4.3)	1,604.72	647	102	179	1311
FTSI_ECOLI	C6EAX1_ECOBD	B	Peptidoglycan glycosyltransferase (EC 2.4.1.129) (Transpeptidase involved in septal peptidoglycan synthesis (Penicillin-binding protein 3)) (EC 2.4.1.129)	8.004.302	588	18	23	32
FTSK_ECOLI	C6EI92_ECOBD	B	Cell divisionFtsK/SpoIIIE (DNA-binding membrane protein required for chromosome resolution and partitioning)	1,134.57	1342	5	5	6
FTSL_ECOLI	C6EAX2_ECOBD	B	Cell division protein FtsL (Membrane bound cell division protein at septum containing leucine zipper motif)	9.745.881	121	2	2	2
FTSN_ECOLI	C6EE76_ECOBD	B	Cell division protein FtsN (Essential cell division protein)	1,142.57	319	17	22	62
FTSQ_ECOLI	C6EAW2_ECOBD	B	Cell division protein FtsQ (Membrane anchored protein involved in growth of wall at septum)	1,192.56	276	8	9	10
FTSX_ECOLI	C6EFB2_ECOBD	B	Predicted transporter subunit: membrane component of ABC superfamily (Protein insertion ABC transporter, inner membrane subunit FtsX)	9.595.269	352	16	21	36
FTSY_ECOLI	C6EFB0_ECOBD	F1	Signal recognition particle-docking protein FtsY	1,511.70	497	8	9	11
FTSZ_ECOLI	C6EAW0_ECOBD	F1	Cell division protein ftsZ	1,156.60	383	9	10	12
FUCM_ECOLI	C6EJ62_ECOBD	A	L-fucose mutarotase (RbsD or FucU transport)	1,310.79	140	1	1	1
FUMA_ECOLI	C6EDN6_ECOBD	A	Fumarate hydratase (Fumarase A), aerobic Class I (EC 4.2.1.2) (Hydro-lyase, Fe-S type, tartrate/fumarate subfamily, beta subunit)	2,689.37	548	3	3	3
FUR_ECOLI	C6EJQ1_ECOBD	A	Ferric uptake regulator (Ferric uptake regulator, Fur family)	1,695.86	148	3	3	3
FXSA_ECOLI	C6ECY5_ECOBD	B	FxsA cytoplasmic membrane protein (Inner membrane protein)	1,023.53	158	5	5	14
G3P1_ECOLI	C6EC50_ECOBD	A	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) (Glyceraldehyde-3-phosphate dehydrogenase, type I) (EC 1.2.1.12)	1,401.73	331	4	4	9
G6PD_ECOLI	C6EBX6_ECOBD	A	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	9.714.906	491	2	2	2
G6PI_ECOLI	C6EDZ9_ECOBD	A	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (Phosphohexose isomerase)	1,051.51	549	5	5	7
GABD_ECOLI	C6EJW4_ECOBD	A	Succinate-semialdehyde dehydrogenase I, NADP-dependent (EC 1.2.1.16) (Succinic semialdehyde dehydrogenase)	8.014.213	482	1	1	1
GABT_ECOLI	C6EJW3_ECOBD	A	4-aminobutyrate aminotransferase	8.004.989	426	2	2	2
GALF_ECOLI	C6EAR5_ECOBD	B	Predicted subunit with GalU (EC 2.7.7.9) (Regulatory protein GalF)	1,285.74	297	1	1	1
GALU_ECOLI	C6EGN1_ECOBD	B	Glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UTP-glucose-1-phosphate uridylyltransferase)	1,053.64	302	1	1	1
GATZ_ECOLI	C6EAL5_ECOBD	A	D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit (Putative tagatose 6-phosphate kinase 1)	8.485.024	420	4	4	5
GCH1_ECOLI	C6EAG0_ECOBD	A	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I)	1,239.61	222	5	5	5
GCSP_ECOLI	C6EIK5_ECOBD	A	Glycine dehydrogenase [decarboxylating] (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase)	3,215.65	957	5	5	6
GCST_ECOLI	C6EIK3_ECOBD	A	Aminomethyltransferase (EC 2.1.2.10)	1,106.56	364	2	2	4
GCVA_ECOLI	C6EJ58_ECOBD	A	DNA-binding transcriptional dual regulator (Transcriptional regulator, LysR family)	1,390.74	305	4	4	4
GHRA_ECOLI	C6EHH9_ECOBD	A	2-ketoacid reductase (D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding)	1,447.82	312	1	1	1
GLGA_ECOLI	C6EFE5_ECOBD	A	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	1,140.68	477	2	2	2
GLK_ECOLI	C6EL80_ECOBD	A	Glucokinase (EC 2.7.1.2)	1,287.74	321	1	1	1
GLMS_ECOLI	C6EG74_ECOBD	A	D-fructose-6-phosphate amidotransferase (EC 2.6.1.16) (Glucosamine/fructose-6-phosphate aminotransferase, isomerizing)	2,160.09	609	5	5	5
GLNE_ECOLI	C6EHU2_ECOBD	A	(Glutamate--ammonia-ligase) adenylyltransferase (EC 2.7.7.42) (Fused deadenylyltransferase/adenylyltransferase for glutamine synthetase) (EC 2.7.7.42)	1,310.66	946	1	1	1
GLNH_ECOLI	C6EIX1_ECOBD	G	Cationic amino acid ABC transporter, periplasmic binding protein (Glutamine ABC transporter periplasmic protein)	1,178.54	248	19	23	35
GLNP_ECOLI	C6EIX2_ECOBD	B	Glutamine ABC transporter permease protein (Polar amino acid ABC transporter, inner membrane subunit)	986.563	219	2	2	2
GLNQ_ECOLI	C6EIX3_ECOBD	F1	ABC transporter related (Glutamine ABC transporter ATP-binding protein)	1,111.58	240	6	6	8
GLPD_ECOLI	C6EFE8_ECOBD	F1	FAD dependent oxidoreductase	8.103.892	501	31	39	55
GLPF_ECOLI	C6EEX1_ECOBD	B	Glycerol facilitator (MIP family channel protein)	1,291.64	281	3	4	4
GLPG_ECOLI	C6EFF0_ECOBD	B	Predicted intramembrane serine protease (Rhomboid protease) (EC 3.4.21.105)	1,058.53	276	3	3	8
GLPK_ECOLI	C6EEX2_ECOBD	A	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase)	1,262.61	502	10	10	10
GLPQ_ECOLI	C6E9W2_ECOBD	G	Glycerophosphoryl diester phosphodiesterase (Periplasmic glycerophosphodiester phosphodiesterase) (EC 3.1.4.46)	1,348.65	358	1	1	1
GLPR_ECOLI	C6EFF1_ECOBD	A	Transcriptional regulator, DeoR family	1,540.83	252	1	1	1
GLRX2_ECOLI	C6EHE9_ECOBD	A	Glutaredoxin 2 (Grx2) (Glutaredoxin, GrxB family)	1,298.60	215	3	3	4
GLRX3_ECOLI	C6EDH9_ECOBD	A	Glutaredoxin 3	8.124.879	83	3	3	4
GLRX4_ECOLI	C6ECU9_ECOBD	A	Glutaredoxin-like protein (Putative uncharacterized protein ydhD)	1,067.45	115	2	2	2
GLTD_ECOLI	C6EH14_ECOBD	A	Glutamate synthase, 4Fe-4S protein, small subunit (EC 1.4.1.13) (Glutamate synthase, small subunit)	1,564.75	472	1	1	1
GLTI_ECOLI	C6EK40_ECOBD	G	Extracellular solute-binding protein family 3 (Glutamate and aspartate transporter subunit)	1,041.61	302	20	24	34
GLTJ_ECOLI	C6EK41_ECOBD	B	Glutamate and aspartate transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	1,108.61	246	5	5	8
GLTK_ECOLI	C6EK42_ECOBD	B	Glutamate and aspartate transporter subunit (Polar amino acid ABC transporter, inner membrane subunit)	8.314.683	224	1	1	1
GLTP_ECOLI	C6ED48_ECOBD	B	Glutamate/aspartate:proton symporter (Sodium:dicarboxylate symporter)	8.243.786	437	9	10	19
GLTS_ECOLI	C6EDD6_ECOBD	B	Glutamate transporter (Sodium/glutamate symporter)	3,277.57	401	3	4	9
GLYA_ECOLI	C6EKF6_ECOBD	A	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	2,807.43	417	17	18	18
GMHA_ECOLI	C6EA66_ECOBD	A	Phosphoheptose isomerase	1,088.63	192	4	4	4
GNTT_ECOLI	C6EFF9_ECOBD	B	Gluconate transporter (Gluconate transporter, high-affinity GNT I system)	1,001.57	438	6	8	48
GPDA_ECOLI	C6EDI1_ECOBD	A	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	9.435.572	339	4	4	4
GPMA_ECOLI	C6EJI9_ECOBD	A	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.1)	1,100.58	250	6	6	6
GPMB_ECOLI	C6EBH6_ECOBD	B	Phosphoglycerate mutase	1,234.58	215	1	1	1
GRPE_ECOLI	C6EJX9_ECOBD	A	Protein grpE (HSP-70 cofactor)	8.584.793	197	9	9	10
GSA_ECOLI	C6EAD0_ECOBD	A	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase)	1,304.68	426	11	12	16
GSH1_ECOLI	C6EJT8_ECOBD	A	Glutamate--cysteine ligase (EC 6.3.2.2)	2,148.09	518	1	1	1
GSHB_ECOLI	C6EIG4_ECOBD	A	Glutathione synthetase (EC 6.3.2.3)	1,686.89	316	2	2	2
GSIA_ECOLI	C6EIV3_ECOBD	F1	ABC transporter related	1,350.81	623	2	2	2
GSIB_ECOLI	C6EIV2_ECOBD	G	Extracellular solute-binding protein family 5	1,571.89	512	6	6	6
GSIC_ECOLI	C6EIV1_ECOBD	B	Binding-protein-dependent transport systems inner membrane component (Predicted peptide transporter subunit: membrane component of ABC superfamily)	1,077.56	306	3	3	6
GST_ECOLI	C6EDL0_ECOBD	A	Glutathione S-transferase domain protein (Glutathionine S-transferase) (EC 2.5.1.18)	1,859.92	201	1	1	1
GUAA_ECOLI	C6EKK2_ECOBD	A	Bifunctional GMP synthase/glutamine amidotransferase protein (EC 6.3.4.1) (EC 6.3.5.2) (GMP synthase, large subunit)	2,404.13	525	1	1	1
GYRA_ECOLI	C6E9X0_ECOBD	A	DNA gyrase subunit A (EC 5.99.1.3) (DNA gyrase, A subunit) (EC 5.99.1.3)	9.795.095	875	7	7	8
GYRB_ECOLI	C6ECI0_ECOBD	A	DNA gyrase subunit B (EC 5.99.1.3)	2,093.07	804	20	22	29
HDFR_ECOLI	C6EG46_ECOBD	A	HTH-type transcriptional regulator hdfR (H-NS-dependent flhDC regulator)	1,890.91	279	5	5	5
HELD_ECOLI	C6EI19_ECOBD	A	DNA helicase IV (EC 3.6.1.-) (UvrD/REP helicase)	1,138.64	684	25	26	32
HEM1_ECOLI	C6EGQ6_ECOBD	A	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	2,241.16	418	2	2	3
