Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location	Accession	Gene names	Gene names (PREFERRED)	Gene names (ALTERNATIVE)	Gene names (OLN)	Entry name	Subcellular locations	Protein existence	Protein family	Protein names	Gene Ontology ID	Keywords	Length	Gene location
P37330	glcB	glc	b2976	JW2943	MASZ_ECOLI	Cytoplasm. 	Evidence at protein level	Malate synthase family, GlcB subfamily	Malate synthase G (MSG) (EC 2.3.3.9)	"GO:0005737; GO:0009436; GO:0006097; GO:0004474; GO:0006099"	"3D-structure; Complete proteome; Cytoplasm; Direct protein sequencing; Glyoxylate bypass; Magnesium; Transferase; Tricarboxylic acid cycle"	723		C6EID5	glcB ECBD_0763 ECD_02844	glcB		ECBD_0763 ECD_02844	C6EID5_ECOBD	Cytoplasm. 	Inferred from homology	Malate synthase family, GlcB subfamily	Malate synthase (EC 2.3.3.9) (Malate synthase G) (EC 2.3.3.9)	"GO:0008415; GO:0005737; GO:0006097; GO:0004474; GO:0006099"	"Acyltransferase; Complete proteome; Cytoplasm; Glyoxylate bypass; Transferase; Tricarboxylic acid cycle"	723	
P0A8S1	iciA		b2916	JW2883	ICIA_ECOLI		Evidence at protein level		Chromosome initiation inhibitor (OriC replication inhibitor)	"GO:0006261; GO:0003681; GO:0032297; GO:0032582; GO:0043193; GO:0043565; GO:0003700; GO:0016566; GO:0006350; GO:0016563"	"Complete proteome; DNA-binding; Direct protein sequencing; Transcription; Transcription regulation"	297		C6EIJ3	iciA ECBD_0822 ECD_02747	iciA		ECBD_0822 ECD_02747	C6EIJ3_ECOBD		Predicted		Chromosome replication initiation inhibitor protein (Transcriptional regulator, ArgP, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	297	
P77165	yagT		b0286	JW0280	YAGT_ECOLI		Evidence at protein level		Putative xanthine dehydrogenase yagT iron-sulfur-binding subunit	"GO:0051537; GO:0033726; GO:0009055; GO:0046872; GO:0055114; GO:0042597; GO:0005515; GO:0006144; GO:0006166"	"2Fe-2S; Complete proteome; Iron; Iron-sulfur; Metal-binding; Oxidoreductase; Purine metabolism; Purine salvage; Signal"	229		C6EA37	yagT ECBD_3371 ECD_00245	yagT		ECBD_3371 ECD_00245	C6EA37_ECOBD		Predicted		(2Fe-2S)-binding domain protein (Predicted xanthine dehydrogenase, 2Fe-2S subunit)	"GO:0051537; GO:0009055; GO:0046872; GO:0055114; GO:0016491"	"2Fe-2S; Complete proteome; Iron; Iron-sulfur; Metal-binding"	229	
P77433	ykgG		b0308	JW5042	YKGG_ECOLI		Inferred from homology	LutC/ykgG family	Uncharacterized protein ykgG	"GO:0030272; GO:0005524; GO:0009396"	Complete proteome	231		C6ELS2	ykgG ECBD_3349 ECD_00264	ykgG		ECBD_3349 ECD_00264	C6ELS2_ECOBD		Predicted		Predicted transporter (Putative uncharacterized protein)	"GO:0030272; GO:0005524; GO:0009396"	Complete proteome	231	
P0ACM2	ydfH		b1540	JW1533	YDFH_ECOLI		Evidence at protein level		Uncharacterized HTH-type transcriptional regulator ydfH	"GO:0003677; GO:0005622; GO:0005515; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	228		C6EDU6	ydfH ECBD_2099 ECD_01499	ydfH		ECBD_2099 ECD_01499	C6EDU6_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, GntR family)	"GO:0003677; GO:0005622; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	228	
P36561	cobS		b1992	JW1970	COBS_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at transcript level	CobS family	Cobalamin synthase (EC 2.-.-.-)	"GO:0051073; GO:0008818; GO:0009236; GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Cobalamin biosynthesis; Complete proteome; Membrane; Transferase; Transmembrane; Transmembrane helix"	247		C6EB80	cobS ECBD_1657 ECD_01901	cobS		ECBD_1657 ECD_01901	C6EB80_ECOBD	"Cell inner membrane; Multi-pass membrane protein. "	Inferred from homology	CobS family	Cobalamin synthase (EC 2.-.-.-)	"GO:0008818; GO:0009236; GO:0015420; GO:0005886"	"Cell inner membrane; Cell membrane; Cobalamin biosynthesis; Complete proteome; Membrane; Transferase; Transmembrane; Transmembrane helix"	247	
P09377	rhaS	rhaC2	b3905	JW3876	RHAS_ECOLI	Cytoplasm. 	Evidence at protein level		HTH-type transcriptional activator rhaS (L-rhamnose operon regulatory protein rhaS)	"GO:0005737; GO:0006355; GO:0019299; GO:0043565; GO:0003700; GO:0006350"	"Activator; Complete proteome; Cytoplasm; DNA-binding; Repeat; Rhamnose metabolism; Transcription; Transcription regulation"	278		C6EEZ2	rhaS ECBD_4118 ECD_03791	rhaS		ECBD_4118 ECD_03791	C6EEZ2_ECOBD		Inferred from homology		DNA-binding transcriptional activator, L-rhamnose-binding (Transcriptional regulator, AraC family)	"GO:0005737; GO:0006355; GO:0019299; GO:0043565; GO:0003700; GO:0006350"	"Activator; Complete proteome; Cytoplasm; DNA-binding; Repeat; Rhamnose metabolism; Transcription; Transcription regulation"	278	
P76237	yeaJ		b1786	JW5291	YEAJ_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at transcript level		Putative diguanylate cylase YeaJ (DGC) (EC 2.7.7.65)	"GO:0009190; GO:0016021; GO:0046872; GO:0016849; GO:0005886; GO:0016740"	"Cell inner membrane; Cell membrane; Complete proteome; Magnesium; Membrane; Metal-binding; Transferase; Transmembrane; Transmembrane helix"	496		C6EC44	yeaJ ECBD_1858 ECD_01755	yeaJ		ECBD_1858 ECD_01755	C6EC44_ECOBD		Predicted		Diguanylate cyclase (Predicted diguanylate cyclase)	"GO:0009190; GO:0016849"	"Complete proteome; Signal"	496	
P77802	yagX		b0291	JW0285	YAGX_ECOLI		Predicted		Uncharacterized protein yagX	GO:0004180	"Complete proteome; Signal"	841		C6EA32	yagX ECBD_3366 ECD_00250	yagX		ECBD_3366 ECD_00250	C6EA32_ECOBD		Predicted		Predicted aromatic compound dioxygenase (Putative uncharacterized protein)	"GO:0004180; GO:0016702"	"Complete proteome; Dioxygenase; Oxidoreductase; Signal"	841	
P27306	sthA	sth udhA	b3962	JW5551	STHA_ECOLI	Cytoplasm. 	Evidence at protein level	Class-I pyridine nucleotide-disulfide oxidoreductase family	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	"GO:0050660; GO:0003957; GO:0045454; GO:0005737; GO:0055114"	"Complete proteome; Cytoplasm; Direct protein sequencing; FAD; Flavoprotein; NAD; NADP; Oxidoreductase"	466		C6EE47	udhA sthA ECBD_4062 ECD_03847	udhA	sthA	ECBD_4062 ECD_03847	C6EE47_ECOBD	Cytoplasm. 	Inferred from homology	Class-I pyridine nucleotide-disulfide oxidoreductase family	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	"GO:0050660; GO:0003957; GO:0045454; GO:0005737; GO:0055114"	"Complete proteome; Cytoplasm; FAD; Flavoprotein; NAD; NADP; Oxidoreductase"	466	
P0AEC0	yoaE		b1816	JW1805	YOAE_ECOLI	"Cell inner membrane; Multi-pass membrane protein. "	Evidence at protein level	UPF0053 family	UPF0053 inner membrane protein yoaE	"GO:0050660; GO:0003824; GO:0016021; GO:0055114; GO:0005886"	"CBS domain; Cell inner membrane; Cell membrane; Complete proteome; Membrane; Repeat; Transmembrane; Transmembrane helix"	518		C6EC15	yoaE ECBD_1826 ECD_01786	yoaE		ECBD_1826 ECD_01786	C6EC15_ECOBD		Predicted		Fused predicted membrane protein/conserved protein (Integral membrane protein TerC)	"GO:0050660; GO:0003824; GO:0016021; GO:0055114"	Complete proteome	518	
P23721	serC	pdxC pdxF	b0907	JW0890	SERC_ECOLI	Cytoplasm. 	Evidence at protein level	Class-V pyridoxal-phosphate-dependent aminotransferase family, SerC subfamily	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	"GO:0006564; GO:0004648; GO:0005737; GO:0005515; GO:0030170; GO:0042823; GO:0008615"	"3D-structure; Amino-acid biosynthesis; Aminotransferase; Complete proteome; Cytoplasm; Direct protein sequencing; Pyridoxal phosphate; Pyridoxine biosynthesis; Serine biosynthesis; Transferase"	362		C6EI75	serC ECBD_2688 ECD_00911	serC		ECBD_2688 ECD_00911	C6EI75_ECOBD	Cytoplasm. 	Inferred from homology	"Class-V pyridoxal-phosphate-dependent aminotransferase family; Class-V pyridoxal-phosphate-dependent aminotransferase family, SerC subfamily"	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase)	"GO:0006564; GO:0004648; GO:0030170"	"Amino-acid biosynthesis; Aminotransferase; Complete proteome; Cytoplasm; Pyridoxal phosphate; Pyridoxine biosynthesis; Serine biosynthesis; Transferase"	362	
P0AC02	yfiO		b2595	JW2577	YFIO_ECOLI	"Cell outer membrane; Lipid-anchor. "	Evidence at protein level	UPF0169 (ComL) family	UPF0169 lipoprotein yfiO	"GO:0009279; GO:0005886; GO:0005515"	"Cell membrane; Cell outer membrane; Complete proteome; Lipoprotein; Membrane; Palmitate; Signal"	245		C6EJZ5	yfiO ECBD_1089 ECD_02485	yfiO		ECBD_1089 ECD_02485	C6EJZ5_ECOBD		Predicted		Outer membrane assembly lipoprotein YfiO (Predicted lipoprotein)	GO:0005488	"Complete proteome; Lipoprotein; Signal"	245	
P64557	ygfM		b2880	JW2848	YGFM_ECOLI		Predicted		Uncharacterized protein ygfM	"GO:0050660; GO:0055114; GO:0016491"	Complete proteome	259		C6EIM8	ygfM ECBD_0857 ECD_02713	ygfM		ECBD_0857 ECD_02713	C6EIM8_ECOBD		Predicted		Predicted oxidoreductase (Selenate reductase, FAD-binding subunit)	"GO:0050660; GO:0055114; GO:0016491"	Complete proteome	259	
P60872	yidE	yibE	b3685	JW3662	YIDE_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Inferred from homology	AAE transporter (TC 2.A.81) family, YidE subfamily	Putative transport protein yidE	"GO:0008324; GO:0016021; GO:0005886; GO:0006813"	"Cell membrane; Complete proteome; Membrane; Repeat; Transmembrane; Transmembrane helix; Transport"	553		C6ED85	yidE ECBD_0018 ECD_03568	yidE		ECBD_0018 ECD_03568	C6ED85_ECOBD	"Cell membrane; Multi-pass membrane protein. "	Inferred from homology		Putative uncharacterized protein yidE (YidE/YbjL duplication)	"GO:0008324; GO:0016021; GO:0005886; GO:0006813"	"Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix; Transport"	553	
P30850	rnb		b1286	JW1279	RNB_ECOLI	Cytoplasm. 	Evidence at protein level	Ribonuclease II (RNB) family	Exoribonuclease 2 (EC 3.1.13.1) (Exoribonuclease II) (RNase II) (Ribonuclease II)	"GO:0003723; GO:0006401; GO:0005737; GO:0008859; GO:0005515"	"3D-structure; Complete proteome; Cytoplasm; Exonuclease; Hydrolase; Nuclease; RNA-binding"	644		C6EFU6	rnb ECBD_2331 ECD_01263	rnb		ECBD_2331 ECD_01263	C6EFU6_ECOBD	Cytoplasm. 	Inferred from homology	Ribonuclease II (RNB) family	Exoribonuclease 2 (EC 3.1.13.1) (Exoribonuclease II)	"GO:0003723; GO:0005737; GO:0008859; GO:0006402"	"Complete proteome; Cytoplasm; Exonuclease; Hydrolase; Nuclease; RNA-binding"	644
P31680	djlA	yabH	b0055	JW0054	DJLA_ECOLI	"Cell inner membrane; Single-pass type III membrane protein. "	Evidence at protein level		DnaJ-like protein djlA	"GO:0031072; GO:0016021; GO:0005886"	"Cell inner membrane; Cell membrane; Chaperone; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	271		C6EAZ8	djlA ECBD_3560 ECD_00059	djlA		ECBD_3560 ECD_00059	C6EAZ8_ECOBD		Predicted		Dna-J like membrane chaperone protein (Heat shock protein DnaJ domain protein)	"GO:0031072; GO:0006950"	"Complete proteome; Stress response"	271
P31129	ydeH	ydeG	b1535	JW1528	YDEH_ECOLI		Evidence at protein level		Diguanylate cyclase YdeH (DGC) (EC 2.7.7.65)	"GO:0005525; GO:0043709; GO:0009190; GO:0046872; GO:0051271; GO:0045718; GO:0016740"	"Complete proteome; GTP-binding; Magnesium; Metal-binding; Nucleotide-binding; Transferase"	296		C6EDV1	ydeH ECBD_2104 ECD_01494	ydeH		ECBD_2104 ECD_01494	C6EDV1_ECOBD		Predicted		Diguanylate cyclase (Putative uncharacterized protein ydeH)	"GO:0009190; GO:0016849"	Complete proteome	296
P0ACR2	ydhB		b1659	JW1651	YDHB_ECOLI		Predicted		Uncharacterized HTH-type transcriptional regulator ydhB	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	310		C6ECU4	ydhB ECBD_1984 ECD_01630	ydhB		ECBD_1984 ECD_01630	C6ECU4_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	310
P77395	ybbN		b0492	JW5067	YBBN_ECOLI		Evidence at protein level		Uncharacterized protein ybbN	"GO:0045454; GO:0003756; GO:0051082"	Complete proteome	284		C6EKX2	ybbN ECBD_3164 ECD_00443	ybbN		ECBD_3164 ECD_00443	C6EKX2_ECOBD		Predicted		Predicted thioredoxin domain-containing protein (Thioredoxin domain protein)	"GO:0005488; GO:0045454"	Complete proteome	284
Q47005	nac		b1988	JW1967	NAC_ECOLI		Evidence at protein level		Nitrogen assimilation regulatory protein nac (Nitrogen assimilation control protein)	"GO:0003677; GO:0032582; GO:0042128; GO:0043193; GO:0005515; GO:0003700; GO:0016566; GO:0006350; GO:0016563"	"Activator; Complete proteome; DNA-binding; Nitrate assimilation; Repressor; Transcription; Transcription regulation"	305		C6EB83	nac ECBD_1660 ECD_01898	nac		ECBD_1660 ECD_01898	C6EB83_ECOBD		Predicted		DNA-binding transcriptional dual regulator of nitrogen assimilation (Transcriptional regulator, LysR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	305
P23842	yfeA		b2395	JW5391	YFEA_ECOLI		Evidence at transcript level		Uncharacterized protein YfeA	"GO:0009190; GO:0016849"	Complete proteome	729		C6EL75	yfeA ECBD_1279 ECD_02303	yfeA		ECBD_1279 ECD_02303	C6EL75_ECOBD		Predicted		Diguanylate cyclase/phosphodiesterase (Predicted diguanylate cyclase)	"GO:0009190; GO:0016849"	Complete proteome	729
P64512	mgrB	yobG	b1826	JW1815	MGRB_ECOLI		Evidence at protein level	MgrB family	Protein mgrB	GO:0033554	"Complete proteome; Lipoprotein; Palmitate; Signal"	47		C6EC04	yobG mgrB ECBD_1815 ECD_01796	yobG	mgrB	ECBD_1815 ECD_01796	C6EC04_ECOBD		Inferred from homology	MgrB family	Protein mgrB		"Complete proteome; Lipoprotein; Palmitate; Signal"	47
Q46801	xdhC	ygeU	b2868	JW2836	XDHC_ECOLI		Inferred from homology		Xanthine dehydrogenase iron-sulfur-binding subunit	"GO:0051537; GO:0009055; GO:0046872; GO:0055114; GO:0016491; GO:0006144; GO:0006166"	"2Fe-2S; Complete proteome; Iron; Iron-sulfur; Metal-binding; Purine metabolism; Purine salvage"	159		C6EIP0	xdhC ECBD_0869 ECD_02701	xdhC		ECBD_0869 ECD_02701	C6EIP0_ECOBD		Predicted		(2Fe-2S)-binding domain protein (Xanthine dehydrogenase, Fe-S binding subunit)	"GO:0009055; GO:0051536; GO:0046872; GO:0055114; GO:0016491"	"Complete proteome; Iron; Iron-sulfur; Metal-binding"	159
P0A8N0	ycbG		b0956	JW0939	YCBG_ECOLI		Inferred from homology	UPF0268 family	UPF0268 protein ycbG	"GO:0051301; GO:0043565"	Complete proteome	150		C6EI26	ycbG ECBD_2639 ECD_00960	ycbG		ECBD_2639 ECD_00960	C6EI26_ECOBD		Inferred from homology	UPF0268 family	UPF0268 protein ycbG		Complete proteome	150
P0AFD6	nuoI		b2281	JW2276	NUOI_ECOLI	"Cell inner membrane; Peripheral membrane protein. "	Evidence at protein level	Complex I 23 kDa subunit family	NADH-quinone oxidoreductase subunit I (EC 1.6.99.5) (NADH dehydrogenase I subunit I) (NDH-1 subunit I) (NUO9)	"GO:0051539; GO:0050136; GO:0009060; GO:0009061; GO:0009055; GO:0046872; GO:0055114; GO:0015453; GO:0045272; GO:0048038"	"4Fe-4S; Cell inner membrane; Cell membrane; Complete proteome; Direct protein sequencing; Iron; Iron-sulfur; Membrane; Metal-binding; NAD; Oxidoreductase; Quinone; Repeat; Ubiquinone"	180		C6E9S1	nuoI ECBD_1380 ECD_02206	nuoI		ECBD_1380 ECD_02206	C6E9S1_ECOBD	"Cell inner membrane; Peripheral membrane protein. "	Inferred from homology	Complex I 23 kDa subunit family	NADH-quinone oxidoreductase subunit I (EC 1.6.99.5) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	"GO:0051539; GO:0008137; GO:0009055; GO:0005506; GO:0055114; GO:0019684; GO:0005886"	"4Fe-4S; Cell inner membrane; Cell membrane; Complete proteome; Iron; Iron-sulfur; Membrane; Metal-binding; NAD; Oxidoreductase; Quinone; Repeat; Ubiquinone"	180
P0A9S3	gatD		b2091	JW2075	GATD_ECOLI		Inferred from homology	Zinc-containing alcohol dehydrogenase family	Galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251)	"GO:0019404; GO:0008868; GO:0055114; GO:0008270"	"Complete proteome; Galactitol metabolism; Metal-binding; NAD; Oxidoreductase; Zinc"	346		C6EAL9	gatD ECBD_1566 ECD_02017	gatD		ECBD_1566 ECD_02017	C6EAL9_ECOBD		Inferred from homology	Zinc-containing alcohol dehydrogenase family	Alcohol dehydrogenase GroES domain protein (Galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding) (EC 1.1.1.251)	"GO:0008868; GO:0055114; GO:0008270"	"Complete proteome; Metal-binding; Oxidoreductase; Zinc"	346
P0ACI6	asnC		b3743	JW3721	ASNC_ECOLI		Evidence at protein level		Regulatory protein AsnC	"GO:0016597; GO:0005622; GO:0032582; GO:0043193; GO:0005515; GO:0043200; GO:0043565; GO:0003700; GO:0016566; GO:0006350; GO:0016563"	"3D-structure; Activator; Complete proteome; DNA-binding; Transcription; Transcription regulation"	152		C6EG60	asnC ECBD_4289 ECD_03627	asnC		ECBD_4289 ECD_03627	C6EG60_ECOBD		Predicted		DNA-binding transcriptional dual regulator (Transcriptional regulator, AsnC family)	"GO:0005622; GO:0006355; GO:0043565; GO:0003700; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	152
Q6BF17	dgoD	yidU	b4478	JW5629	DGOD_ECOLI		Evidence at protein level	Mandelate racemase/muconate lactonizing enzyme family, GalD subfamily	D-galactonate dehydratase (GalD) (EC 4.2.1.6)	"GO:0034194; GO:0009063; GO:0008869; GO:0046872"	"Complete proteome; Lyase; Magnesium; Metal-binding"	382		C6ED78	dgoD ECBD_0011 ECD_03575	dgoD		ECBD_0011 ECD_03575	C6ED78_ECOBD		Predicted		Galactonate dehydratase (Mandelate racemase/muconate lactonizing protein)	"GO:0003824; GO:0009063"	Complete proteome	382
P0A9B2	gapA		b1779	JW1768	G3P1_ECOLI	Cytoplasm. 	Evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase family	Glyceraldehyde-3-phosphate dehydrogenase A (GAPDH-A) (EC 1.2.1.12)	"GO:0051287; GO:0005829; GO:0004365; GO:0006096; GO:0016020; GO:0055114; GO:0005515"	"3D-structure; Acetylation; Complete proteome; Cytoplasm; Direct protein sequencing; Glycolysis; NAD; Oxidoreductase"	331		C6EC50	gapA ECBD_1865 ECD_01748	gapA		ECBD_1865 ECD_01748	C6EC50_ECOBD		Inferred from homology	Glyceraldehyde-3-phosphate dehydrogenase family	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) (Glyceraldehyde-3-phosphate dehydrogenase, type I) (EC 1.2.1.12)	"GO:0051287; GO:0006006; GO:0004365; GO:0055114"	"Complete proteome; Oxidoreductase"	331
P33221	purT		b1849	JW1838	PURT_ECOLI		Evidence at protein level	PurK/purT family	Phosphoribosylglycinamide formyltransferase 2 (GART 2) (EC 2.1.2.-) (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (GAR transformylase 2)	"GO:0005524; GO:0016742; GO:0000287; GO:0009152"	"3D-structure; ATP-binding; Acetylation; Complete proteome; Direct protein sequencing; Magnesium; Metal-binding; Nucleotide-binding; Purine biosynthesis; Transferase"	392		C6EBX9	purT ECBD_1790 ECD_01820	purT		ECBD_1790 ECD_01820	C6EBX9_ECOBD		Inferred from homology		Phosphoribosylglycinamide formyltransferase 2 (EC 4.1.1.21)	"GO:0005524; GO:0000287; GO:0004638; GO:0043815; GO:0009152"	"Complete proteome; Lyase; Transferase"	392
P0A722	lpxA		b0181	JW0176	LPXA_ECOLI	Cytoplasm. 	Evidence at protein level	Transferase hexapeptide repeat family, LpxA subfamily	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	"GO:0008780; GO:0005737; GO:0009245"	"3D-structure; Acyltransferase; Complete proteome; Cytoplasm; Lipid A biosynthesis; Lipid synthesis; Repeat; Transferase"	262		C6EAA4	lpxA ECBD_3438 ECD_00179	lpxA		ECBD_3438 ECD_00179	C6EAA4_ECOBD	Cytoplasm. 	Inferred from homology	Transferase hexapeptide repeat family, LpxA subfamily	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	"GO:0008780; GO:0005737; GO:0009245"	"Acyltransferase; Complete proteome; Cytoplasm; Lipid A biosynthesis; Lipid synthesis; Repeat; Transferase"	262
P21189	polB	dinA	b0060	JW0059	DPO2_ECOLI		Evidence at protein level	DNA polymerase type-B family	DNA polymerase II (Pol II) (EC 2.7.7.7)	"GO:0003677; GO:0006281; GO:0006260; GO:0003887; GO:0009432; GO:0000166; GO:0005515"	"3D-structure; Complete proteome; DNA damage; DNA repair; DNA-binding; DNA-directed DNA polymerase; Direct protein sequencing; Nucleotidyltransferase; SOS response; Transferase"	783		C6EAZ5	polB ECBD_3557 ECD_00062	polB		ECBD_3557 ECD_00062	C6EAZ5_ECOBD		Inferred from homology	DNA polymerase type-B family	DNA polymerase (EC 2.7.7.7)	"GO:0003677; GO:0006260; GO:0003887; GO:0000166"	"Complete proteome; DNA replication; DNA-binding; DNA-directed DNA polymerase; Nucleotidyltransferase; Transferase"	783
P69922	fucI		b2802	JW2773	FUCI_ECOLI	Cytoplasm. 	Evidence at protein level	L-fucose isomerase family	L-fucose isomerase (EC 5.3.1.25) (6-deoxy-L-galactose isomerase) (FucIase)	"GO:0019571; GO:0042355; GO:0008736; GO:0008790; GO:0005829; GO:0030145; GO:0005515"	"3D-structure; Carbohydrate metabolism; Complete proteome; Cytoplasm; Direct protein sequencing; Fucose metabolism; Isomerase; Manganese; Metal-binding"	591		C6EJ64	fucI ECBD_0920 ECD_02653	fucI		ECBD_0920 ECD_02653	C6EJ64_ECOBD	Cytoplasm. 	Inferred from homology	L-fucose isomerase family	L-fucose isomerase (EC 5.3.1.25) (6-deoxy-L-galactose isomerase) (FucIase)	"GO:0008736; GO:0005737; GO:0019317; GO:0030145"	"Arabinose catabolism; Carbohydrate metabolism; Complete proteome; Cytoplasm; Fucose metabolism; Isomerase; Manganese; Metal-binding"	591
P75811	ybjK		b0846	JW5114	YBJK_ECOLI		Predicted		Uncharacterized HTH-type transcriptional regulator ybjK	"GO:0003677; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	178		C6EIT7	ybjK ECBD_2777 ECD_00813	ybjK		ECBD_2777 ECD_00813	C6EIT7_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, TetR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	178
P04993	recD		b2819	JW2787	EX5A_ECOLI		Evidence at protein level	RecD family	Exodeoxyribonuclease V alpha chain (EC 3.1.11.5) (Exodeoxyribonuclease V 67 kDa polypeptide)	"GO:0005524; GO:0006310; GO:0006281; GO:0004519; GO:0008854; GO:0009338; GO:0004386; GO:0005515"	"3D-structure; ATP-binding; Complete proteome; DNA damage; DNA repair; Endonuclease; Exonuclease; Helicase; Hydrolase; Nuclease; Nucleotide-binding"	608		C6EJ50	recD ECBD_0906 ECD_02667	recD		ECBD_0906 ECD_02667	C6EJ50_ECOBD		Predicted		Exodeoxyribonuclease V, alpha subunit (EC 3.1.11.5) (Exonuclease V (RecBCD complex), alpha chain) (EC 3.1.11.5)	"GO:0008854; GO:0009338; GO:0004386; GO:0000166"	"Complete proteome; Exonuclease; Hydrolase; Nuclease"	608
P0ACU0	ybiH		b0796	JW0780	YBIH_ECOLI		Predicted		Uncharacterized HTH-type transcriptional regulator ybiH	"GO:0003677; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	223		C6EIY6	ybiH ECBD_2827 ECD_00763	ybiH		ECBD_2827 ECD_00763	C6EIY6_ECOBD		Predicted		Predicted DNA-binding transcriptional regulator (Transcriptional regulator, TetR family)	"GO:0003677; GO:0006355; GO:0003700; GO:0016566; GO:0006350"	"Complete proteome; DNA-binding; Transcription; Transcription regulation"	223
P15042	ligA	dnaL lig lop pdeC	b2411	JW2403	DNLJ_ECOLI		Evidence at protein level	NAD-dependent DNA ligase family, LigA subfamily	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD+])	"GO:0003677; GO:0003911; GO:0006281; GO:0006260; GO:0005622; GO:0046872"	"3D-structure; Complete proteome; DNA damage; DNA repair; DNA replication; Direct protein sequencing; Ligase; Magnesium; Metal-binding; NAD; Zinc"	671		C6EL67	ligA ECBD_1271 ECD_02311	ligA		ECBD_1271 ECD_02311	C6EL67_ECOBD		Inferred from homology	NAD-dependent DNA ligase family	DNA ligase (EC 6.5.1.2)	"GO:0003677; GO:0003911; GO:0006281; GO:0006260; GO:0005622"	"Complete proteome; DNA damage; DNA repair; DNA replication; Ligase; NAD"	671
P76585	yphG		b2549	JW5405	YPHG_ECOLI		Predicted		Uncharacterized protein yphG	GO:0005488	Complete proteome	1093		C6EKF8	yphG ECBD_1135 ECD_02441	yphG		ECBD_1135 ECD_02441	C6EKF8_ECOBD		Predicted		Putative uncharacterized protein yphG (Tetratricopeptide TPR_2 repeat protein)	GO:0005488	Complete proteome	1093
Q47208	fdrA	ylbD	b0518	JW0506	FDRA_ECOLI	"Cell membrane; Multi-pass membrane protein. "	Evidence at protein level		Protein fdrA	"GO:0005488; GO:0003824; GO:0016021; GO:0005886"	"3D-structure; Cell membrane; Complete proteome; Membrane; Transmembrane; Transmembrane helix"	555		C6EKU8	fdrA ECBD_3140 ECD_00468	fdrA		ECBD_3140 ECD_00468	C6EKU8_ECOBD		Predicted		FdrA family protein (Membrane protein FdrA)	"GO:0005488; GO:0003824"	Complete proteome	555
